blend_name,origin,variety,notes,intensifier,user_id,dt_current_timestamp
Melty America,"Granada, Nicaragua",S288,"astringent, tea-like, green grape, wheat, rubber",deep,0ba4a92a-f1a0-4b7e-b7ab-0cc88491b962,2024-01-17 00:03:38
Melty America,"Mattari, Yemen",S288,"delicate, coating, sundried tomato, grapefruit, coriander",deep,a36b56b7-48ae-41a6-ae14-ec7296d50f31,2024-01-17 00:03:38
Melty America,"Mount Elgon, Uganda",Red Bourbon,"astringent, tea-like, green grape, wheat, rubber",pointed,13a31c9e-0c41-49af-ad92-60395baf8bb3,2024-01-17 00:03:38
Strong Forrester,"Granada, Nicaragua",S288,"astringent, tea-like, toast, cacao nibs, barley",soft,8accbc2f-a485-4fe6-90b7-3b9907eb3fbb,2024-01-17 00:03:38
The Blend,"Sul Minas, Brazil",Java,"mild, coating, cinnamon, dill, dates",deep,55f7c4ac-4553-4ac5-bb4d-1cdd52eddc94,2024-01-17 00:03:38
The Blend,"Granada, Nicaragua",Java,"bright, velvety, liquorice, red currant, bakers chocolate",pointed,7412d0a9-c804-4b8d-be52-5ff6892186dc,2024-01-17 00:03:38
Strong Forrester,"Mount Elgon, Uganda",Red Bourbon,"astringent, tea-like, green grape, wheat, rubber",pointed,610d99cb-8aff-48ac-b320-d9b95f8a910d,2024-01-17 00:03:38
American Volcano,"Mount Elgon, Uganda",Java,"astringent, tea-like, toast, cacao nibs, barley",pointed,91846325-d3c9-4936-bf5d-c43c7c23606f,2024-01-17 00:03:38
The Blend,"Mattari, Yemen",S288,"bright, velvety, liquorice, red currant, bakers chocolate",juicy,e9368666-9ea3-4122-9fd8-6412f262f87e,2024-01-17 00:03:38
Strong Forrester,"Sul Minas, Brazil",Java,"astringent, tea-like, toast, cacao nibs, barley",pointed,4ded2745-fff5-4962-a745-a6837f111b2d,2024-01-17 00:03:38
Major Solstice,"Mattari, Yemen",S288,"mild, coating, cinnamon, dill, dates",astringent,909c6730-5d1e-4206-9970-75fce0dcde47,2024-01-17 00:03:38
Melty America,"Kigeyo Washing Station, Rwanda",S288,"bright, velvety, liquorice, red currant, bakers chocolate",juicy,e2fe312b-1d9a-4130-ad4b-1bf3e4d6e2f3,2024-01-17 00:03:38
American Volcano,"Granada, Nicaragua",S288,"astringent, tea-like, green grape, wheat, rubber",pointed,0cecee99-9a6b-433e-95ef-257449158bce,2024-01-17 00:03:38
Major Solstice,"Granada, Nicaragua",S288,"astringent, tea-like, toast, cacao nibs, barley",deep,3d86bd5a-8e2e-4fac-84eb-91cf88d6b217,2024-01-17 00:03:38
