id,uid,build_number,manufacturer,model,platform,serial_number,version,user_id,dt_current_timestamp
2917,afb476da-018a-483c-9a27-a4aa9a45e57a,453,Google,Pixel 5,Android,h3LjkO2DqapqOqAV,291,c693482a-c2ec-4178-bab1-f6ec3704849b,2026-03-05 09:25:58
7944,c173b190-a23c-401a-a111-86b19618a466,401,ASUS,ZenBook,Windows,mphLawAQg5uGsoYl,626,3f7a2b6d-0812-49a7-be48-2b5ce5da9f9c,2026-03-05 09:25:58
9087,8029355c-97c8-4b5c-abcc-634bd9a3e738,257,Apple,iPhone X,iOS,4KM0AwOSmhVtYDhk,442,010430a1-0c76-4725-990a-256c1dfe019e,2026-03-05 09:25:58
1560,fd70fab5-ac3f-4967-9d31-61eb50263912,430,HP,ProBook,Windows,HHeDj6ehcCAQNG8k,213,0dd73d70-947a-4fdf-9da0-c29397f3d89e,2026-03-05 09:25:58
6634,99406a32-9c4f-4cb5-86c7-d9d1fe4fe2ba,425,ASUS,VivoBook,Windows,GcbLmNjJ5PgMSaP2,134,5a370dbc-130c-48ff-b576-f76afc1fc763,2026-03-05 09:25:58
7304,956b3640-2399-4f0f-a80b-0763427c761d,225,HP,EliteBook,Windows,Shi4cAjFNfwNZgkt,792,e52b4947-8e78-4cac-acec-af0cee129c4e,2026-03-05 09:25:58
9073,baf12c0d-68de-48e1-8382-6bdc188f8980,167,Samsung,Galaxy Note 10,Android,XuMcRYS3vxQGNN6w,337,caa8e518-c09f-4015-b1fb-aab0c8450c10,2026-03-05 09:25:58
3512,de8a7d1f-5e9a-4cb9-b21d-8ee5a7714cef,133,Apple,iPhone X,iOS,nzIh66Y7ORd7mFuX,451,65345790-0aaa-4c85-900b-1be7a9d8b158,2026-03-05 09:25:58
7570,fcc1e320-4fae-48fa-8d42-f6c825a05aa1,497,ASUS,VivoBook,Windows,5N9unBY7swr5N84Y,265,2ce1077b-87d8-41e2-9c17-3031b1c51c3e,2026-03-05 09:25:58
4039,600be2ed-1187-4c71-943e-200b538a1fde,206,Google,Pixel 5,Android,38Kt4O2rJOmU9Ee8,925,adb9fb9c-4193-47d9-9cd5-8d639a31e914,2026-03-05 09:25:58
3417,4e6d29d4-f15c-471a-97a5-31b9a35abfa8,407,ASUS,ZenBook,Windows,7cXrhFhV4p3sVrMT,493,9030bce8-a058-4a39-aada-42d8fa278937,2026-03-05 09:25:58
6608,52549d68-b3eb-465a-a820-19858262442d,371,Apple,iPhone 11,iOS,zVzk0sXK7LPGWNte,547,7e042332-7aab-44ae-b995-0e9dcbb707ea,2026-03-05 09:25:58
9942,abc24bb6-3959-4894-bb76-06c80608988c,315,Google,Pixel 4,Android,61j7eqLwGOgrwizn,868,6e738b88-d865-4e17-90ff-9e1e104b873c,2026-03-05 09:25:58
9834,f92811bf-4bc9-48e3-88a2-46b06e457ef2,192,Apple,iPhone 11,iOS,LV2qLadMCa7nvPwq,417,8706fc06-22d6-48ee-85eb-45f4fc4c93ee,2026-03-05 09:25:58
7127,3a1d9e5a-d87f-4f43-aca9-7ddb0b5933e5,393,Samsung,Galaxy S10,Android,f3f9oW6VlFSyKjPZ,777,c6309e35-e3ce-4432-b538-3cb821ae4cdb,2026-03-05 09:25:58
4051,3109b0b6-c7cb-4990-9125-a521eb5b7162,52,Apple,iPhone 11,iOS,jv8dwnl9atfD8D7e,327,73269ed2-1f52-4dc5-8eac-52106b78f0ba,2026-03-05 09:25:58
3994,26db50c5-58b3-4783-8b34-12d1022a115f,57,Apple,iPhone 11,iOS,70Poc4CtDXeOiZQ5,394,c4a322cf-721d-46f7-8ad3-9ce6d263445b,2026-03-05 09:25:58
2522,cb103a38-b23d-495e-bd6a-fca443270f4c,59,Google,Pixel 5,Android,kJHTiVnXX1a0FtcT,856,4484d1bc-2c7e-463b-9658-aa68df2f5623,2026-03-05 09:25:58
1681,713c3419-fb14-4786-8a5f-f837fa4d835e,440,Apple,iPhone 3GS,iOS,NZPIPfCjBT5q6LnY,628,f6c3b406-8027-473e-ae59-e79bd6cdbd0f,2026-03-05 09:25:58
8408,9f234852-a648-4be6-bd81-64aa77962401,119,Samsung,Galaxy S10,Android,A397nA4yEzqx3bMn,168,5c2217e2-dc2b-4b69-ade4-50eb6bf3388c,2026-03-05 09:25:58
3972,0ced6fba-0a0b-429d-8645-80a2246c930c,356,ASUS,ZenBook,Windows,PRp1troCgS3ldaPR,326,73709089-53b5-470a-97d5-d98d364eb661,2026-03-05 09:25:58
1687,c2fe893e-75f0-4831-aee2-92d237192cf7,82,HP,ProBook,Windows,6OmSpIIbvfitV7gG,647,9d089b05-407d-4427-b7ef-b7d8f1f8b9fc,2026-03-05 09:25:58
6027,7ffc6890-b175-461b-b301-7a98215e833d,262,Google,Pixel 5,Android,GvilMcHNskba4R17,333,11399368-be50-4291-a60a-3d6d8237ab74,2026-03-05 09:25:58
9227,dbdc61a6-ee81-475e-9414-a26bed859319,193,ASUS,ZenBook,Windows,y8pc8IAOnNYeWcyo,205,1f1282a8-d58f-498d-a469-e22847dcbe8a,2026-03-05 09:25:58
1197,173bcb3a-4e44-4e02-9284-c51785957e81,379,Apple,iPhone 3GS,iOS,0kuLY11tFvy7yt9w,499,55819234-f199-4d31-afb0-f1d59f3297df,2026-03-05 09:25:58
5939,d7be10e8-7ad7-4132-aa3d-8fc63b9578e4,415,Google,Pixel 5,Android,hWf2YmIMPudMPmHc,778,e51c6fae-43cc-49c8-9ed3-566eec2f57a4,2026-03-05 09:25:58
3456,a51f39de-b3ce-4f05-97bf-f84acdc65fd6,486,ASUS,ZenBook,Windows,jO6TOytCdwFeCsTE,110,9675d9f9-2fbf-44a1-a4a0-7e243f31c957,2026-03-05 09:25:58
2353,a4539266-3d68-44be-8296-4aa3c03d618a,356,ASUS,VivoBook,Windows,tLCQj5A5NlTOdbNz,294,5cc8bbb6-5310-4886-9a7e-fa396ae49c9a,2026-03-05 09:25:58
8636,16c367f9-4a31-4c12-ab6d-93ac377f85e8,450,ASUS,VivoBook,Windows,vjGqF5zX7OKGJyOU,234,78a3f447-84dd-4b76-8323-af6c75f348c1,2026-03-05 09:25:58
9028,93f3feca-9f25-4c4e-a5eb-5757c6ce44de,294,Google,Pixel 4,Android,Th9UGCG9ffHvpNJZ,678,9c846483-07ed-4506-9fdc-521c22ca6177,2026-03-05 09:25:58
5496,4de2023f-f1a4-48ea-b439-24b17bfe2955,250,HP,ProBook,Windows,ivHMPdq3tf2FwohN,192,24ec6374-c5b7-47d9-b6ce-2a5d292d4077,2026-03-05 09:25:58
1616,dd3f9d4f-87e9-4e8d-a00e-31735a8e9b2f,265,Samsung,Galaxy Note 10,Android,g1vEg5hhQpCFMHAA,872,ba4f5227-5679-4f0b-93e4-ddd5957d7e5a,2026-03-05 09:25:58
9860,e1b67523-f801-4dff-a45a-3380a6be9c70,461,Apple,iPhone 11,iOS,FOd7kdY3XoThEwI0,757,95abc716-3a4d-47bb-95ce-0581027ca531,2026-03-05 09:25:58
4301,2c5e6b25-099e-42ea-8d1a-85679d2b7dcf,135,Google,Pixel 5,Android,DDipAg7L8wCXxefC,430,17bc3e7c-7a16-4b97-8def-6975480d19d6,2026-03-05 09:25:58
3328,aca068ec-5914-4f1b-820e-e3671d1bfc47,138,Apple,iPhone 11,iOS,0xHucZ3XBpst14vz,770,3bbe0f08-b620-48e5-a124-bd309f7f7813,2026-03-05 09:25:58
6530,93c8b7b4-64e8-4f49-b1e0-ba5c14f67de8,287,Samsung,Galaxy Note 10,Android,5yKTpKQWmxWtY2nW,878,2dfd527f-530b-4d85-9cf5-cf9bc0df2723,2026-03-05 09:25:58
8652,25200af4-8a0a-4038-9675-fed87ba3b8d7,414,Samsung,Galaxy Note 10,Android,u85aANh5gm4CJXMu,236,e35da9f9-de77-4d7a-a129-6004e3f2873c,2026-03-05 09:25:58
3329,c1d36a7d-0ac6-44d6-8146-823c1fa714af,73,ASUS,ZenBook,Windows,Tr0idxmo41Nh1jrc,792,b7ccb60f-9fa9-413a-9cdd-13189b926982,2026-03-05 09:25:58
7097,315f0e1b-fda1-48d9-a0da-5e7f7145d04f,88,Apple,iPhone X,iOS,zTRKEV6HoOFSgxi3,772,b7109efd-9046-49bc-8b97-a9edea911f47,2026-03-05 09:25:58
4277,0d1efef3-8f0d-43d9-b9a0-4fade2e1600d,345,ASUS,VivoBook,Windows,DPrhOV0ymmiVwdl1,140,374e1f62-3dcc-4100-9571-14221ece8f39,2026-03-05 09:25:58
6273,7a0ecf70-af64-48fc-89be-11e0fb2f8d26,239,Samsung,Galaxy S10,Android,2cKwFppDld6WsdJP,796,29de7946-c892-42cd-b6db-b87b10ab57ed,2026-03-05 09:25:58
8406,339bbdfe-e41d-4025-b825-8797a8d7dc9f,144,Apple,iPhone X,iOS,v5C4hIhVZ6lmeBpY,402,a51d80d2-fc3d-4307-8ca0-dd44854c38a8,2026-03-05 09:25:58
2820,f928e166-0301-4746-8388-732585afb99b,152,ASUS,VivoBook,Windows,aDlh0OQFUcojoWtk,490,54f06b87-53fb-422d-8dc6-8a5bb64dc3ef,2026-03-05 09:25:58
7563,fddbcbb2-a283-4807-9c96-ee6760587f55,459,Samsung,Galaxy Note 10,Android,LJgFJsFaQKjyseg8,167,86b6f12f-6fd0-4f68-b805-ad8a36ef264b,2026-03-05 09:25:58
3109,13b218c5-1c38-4073-949f-df914d2e1a9f,61,HP,EliteBook,Windows,fzo81IUDVPodMOFy,170,4d82bd39-04af-4c7a-b581-6843e7c42aa3,2026-03-05 09:25:58
