id,uid,build_number,manufacturer,model,platform,serial_number,version,user_id,dt_current_timestamp
9233,f40ea898-4d69-4273-a001-e2583e5df9af,301,Samsung,Galaxy Note 10,Android,c6dHOXr2L9RpnEZI,108,35726e25-8e09-45ee-afc7-7a89656bec90,2026-03-05 09:25:57
7270,30b2e384-6ea8-49c1-85c9-3560d8903a18,353,Samsung,Galaxy Note 10,Android,Ivq7h2yAVipzBvj1,211,3d0c3354-661e-4d8c-9057-9589fdc4fd6d,2026-03-05 09:25:57
2040,d8d7cecf-8eec-43d3-a728-305c867c33f2,79,Apple,iPhone 11,iOS,bYUm9zLzOMN3O4ZD,990,4fcf4df2-4995-4a6f-a58d-f9fa6c49cc89,2026-03-05 09:25:57
4567,e1255b27-7ad9-4672-8f7d-7959c57da550,82,Google,Pixel 4,Android,dWNtfL2qLRBmZ5j3,830,bc38a57b-ef09-457d-92dc-589c3baa7b73,2026-03-05 09:25:57
2630,315b9fe8-32bc-42fb-8703-534ae4a043ee,348,HP,ProBook,Windows,kQjUWj4LuI6XYV9R,843,179e3047-f32d-4920-bd01-108629d7b2f2,2026-03-05 09:25:57
5739,6018f3e8-0707-4103-bc60-481ca3a4351f,314,ASUS,ZenBook,Windows,jOfIQ5IK6nTAbjYa,485,8f38b137-b5ba-4874-8601-f38fedfae979,2026-03-05 09:25:57
8457,db68279c-bac6-456c-baae-3c5bba6febc2,292,Apple,iPhone X,iOS,nWWg5g0arf5Y8BJa,283,92993826-3a02-4c71-a5f0-c582022173f0,2026-03-05 09:25:57
7079,cd98fee8-08db-45ab-9adc-7b06cae3c21b,161,HP,ProBook,Windows,jf4iSBZp7fgPFOUm,557,9b6e5d77-df9c-4d56-860e-8b76432dcdbd,2026-03-05 09:25:57
3004,e0565789-bcad-4edd-8ba4-a33b4c4f5996,452,Google,Pixel 4,Android,rJ7Zm0UnjbDNs2Oh,611,1d8758e4-e2ae-455d-8be4-024a0936ea21,2026-03-05 09:25:57
7437,a6245203-c451-4ee7-a5be-acd0e54a1a5d,455,Samsung,Galaxy Note 10,Android,4xzOFjVlWKrGLzva,528,61bb05aa-22a8-465e-b6f9-ca1cd70ed271,2026-03-05 09:25:57
3889,1bc2d4b3-fdd1-4d6b-9e49-897e514f92bd,97,Apple,iPhone 3GS,iOS,OmVhlAxtWJVaKfdf,863,5b044e6e-0cad-4135-a32c-18d842b5f459,2026-03-05 09:25:57
