id,uid,build_number,manufacturer,model,platform,serial_number,version,user_id,dt_current_timestamp
4462,4c41bd4e-2349-446d-8274-8f382784e423,364,ASUS,ZenBook,Windows,Ioqfnf0dsoK0CLqD,760,5bd91847-045e-4332-ad74-370463dada90,2026-03-05 09:25:57
6909,3aba4dd2-c2e7-434d-a660-e1b7c1307980,277,ASUS,VivoBook,Windows,Op3e5cT1NYkbqF0g,169,e0443817-8bbf-4b11-a984-5de1a4a28d42,2026-03-05 09:25:57
7380,1c5acd23-f107-4318-b6cb-3317c02f2392,326,Apple,iPhone 3GS,iOS,MGCOhYcF3NBH9z1E,966,4e49a9d2-b2f6-42c4-806a-f7a6b685cc97,2026-03-05 09:25:57
3243,402de1a8-35f9-46a6-9ad7-7e8c43142ba7,162,ASUS,VivoBook,Windows,SAaKId68mK6okOc5,348,24ba4213-c0b2-4c5d-af3c-5323f296cd61,2026-03-05 09:25:57
5222,b56f9bec-fba4-4141-90f8-0eb670060845,217,HP,ProBook,Windows,SFiGZnh5NwfbnCzh,794,46791641-20b6-45f0-a73f-a228daf38c26,2026-03-05 09:25:57
2907,dfd71466-fb89-4a94-8227-2d8798d66bea,471,ASUS,VivoBook,Windows,edbAPl1xZ8KQOeJe,920,43a698f1-b709-476c-b006-9993b6d232b9,2026-03-05 09:25:57
6178,0f82d68e-080d-4d26-beb0-1b8a30937ea2,327,Google,Pixel 5,Android,R9ooWLrwDnbr8F6I,425,016e945c-fb93-4ca2-bb86-df8f242fe0eb,2026-03-05 09:25:57
6601,4a7cb396-9e3b-45f3-8eee-26b108354506,115,HP,ProBook,Windows,Y0MAojmH3gXHXOHi,795,65bc9f01-4cdf-4424-92c1-7d68ed8391f5,2026-03-05 09:25:57
6534,7c0d6afa-7928-4c21-8b5f-ab65e49fe696,232,ASUS,VivoBook,Windows,cMJlxPMiJ2PfMDbF,478,b3094d74-b22c-47fe-881c-66626fc376ed,2026-03-05 09:25:57
2289,8aee54c9-6022-4ee6-a129-64b124513f94,163,Samsung,Galaxy S10,Android,jM5Wwh9OSJxwTmjI,134,4277267a-8b99-4bf1-93d7-486b9d305715,2026-03-05 09:25:57
3701,2566344f-a556-4a2c-97cc-f8445e58abf3,182,Google,Pixel 5,Android,Z6AitDAmdBWbXJDD,120,4773a063-b937-4eac-be68-b92e3f810bf7,2026-03-05 09:25:57
4892,24e09048-0eb7-4e35-88ba-23d97183a0bd,172,Google,Pixel 5,Android,GXkH0OeZ0OE3qraZ,756,2d4e8f7b-72ea-43b3-a06f-35f5480b5081,2026-03-05 09:25:57
5528,92a4b22a-16d8-4687-8fec-14bb1abe45b4,485,Apple,iPhone X,iOS,HlT93ODVxWfYqwLC,476,59e714b0-4fdb-46d6-a71c-6d2d83905ada,2026-03-05 09:25:57
1792,70cc7328-69a8-40fe-8c46-a1fc706f5b90,353,Google,Pixel 4,Android,7A9e1dGo53Ror5fV,183,3d39f01e-0bdc-4689-85c3-be491e956e06,2026-03-05 09:25:57
2363,185e498b-0d8c-45ca-8883-d17b5ee8e0f3,349,Google,Pixel 5,Android,vVQfPsbGRW0ezwIm,288,ac91257f-e82f-426a-97d9-378e55b13f58,2026-03-05 09:25:57
9121,01e86553-970b-432e-b865-94cb97fca9e8,96,Google,Pixel 4,Android,Ea39tvwWBxbhKDGc,893,4909d4ac-60e7-4faf-bd98-0d6b91f9f2b5,2026-03-05 09:25:57
8204,c32a40c7-411a-46fa-b276-d9251bfe02e9,118,HP,EliteBook,Windows,ChddVG0nKrXUvUJW,674,d38814a3-60a6-44bc-a3c7-5f02070629bc,2026-03-05 09:25:57
3240,b9238320-7cc1-469a-bdf8-6256e9235c53,132,Apple,iPhone 11,iOS,fSdcStDCEYsIixEb,229,b92164ab-0fae-4ab6-b6b4-214ddb57d817,2026-03-05 09:25:57
8893,d41f5efa-fc8f-455a-8045-2358a7b48f6e,392,Apple,iPhone X,iOS,QuyPvMk9HszBXQt9,667,b89ec510-1502-4748-a5f8-49028ccec01d,2026-03-05 09:25:57
5163,09bc08c3-6f22-4030-b6e6-3e0f2ecb65d6,464,HP,ProBook,Windows,0XuOWtuQs6i6LNrM,995,c7e9646a-76b6-4397-8f93-64363c372a66,2026-03-05 09:25:57
3444,ed43a6f1-f4cb-4f90-9b6a-e7915bfde139,167,ASUS,ZenBook,Windows,I2SJOWiRw90UZz6J,564,c3842d2c-a55e-44ed-96b0-4287496c1b46,2026-03-05 09:25:57
4465,5d549a24-a80b-44a3-b16e-a9df1343b8ca,143,HP,ProBook,Windows,6z7634mtG6wZVVGD,887,6a91ad59-a56b-470b-b95e-2d3474d67bca,2026-03-05 09:25:57
7445,2fbbea25-30ff-449e-96f3-95fe2df530f6,439,Apple,iPhone 11,iOS,AT1KCEfD9VKxde3D,441,878f9876-1920-4c22-a155-032dfcf007fc,2026-03-05 09:25:57
1458,4c9c45ac-3ec2-4445-811f-307b9dedb28a,394,Samsung,Galaxy S10,Android,NobwGCsM2he7QUGa,578,379e40b2-4d3f-40d7-9b6f-58487390fce9,2026-03-05 09:25:57
2313,012f6367-64a6-438e-9c3f-abf47e2993ce,308,ASUS,VivoBook,Windows,8h9YUxHmqtgdvbyQ,706,73f12156-751f-4f92-b4ac-7d95e880f59d,2026-03-05 09:25:57
8492,e31d0e77-f810-41ff-8735-8dc737615f7c,142,HP,ProBook,Windows,JSExXhPWXy78u2WP,733,2bc6f80c-c223-465d-b091-99680d93b09a,2026-03-05 09:25:57
1630,405c4e63-1559-4b1a-8770-506269b593bb,166,Apple,iPhone 11,iOS,z1JhAZV7xyujqlGC,216,4f31692b-2383-4cc4-9a16-123ac6c717ab,2026-03-05 09:25:57
8187,53e27dd5-9048-4d67-b443-d95a02d1d4b1,352,ASUS,ZenBook,Windows,v7gZWnQYHWcQUQuu,206,53849af9-0119-47ed-96b7-9aab87171704,2026-03-05 09:25:57
4174,c07a3487-77dc-47fc-9ea9-c80358241c10,365,Google,Pixel 5,Android,pC184eDIugXLVDXv,364,35c8041f-1c01-471d-9801-9a91fbb19fd1,2026-03-05 09:25:57
6895,ed579242-0508-4e60-9b02-98b26a619c13,254,Google,Pixel 5,Android,ttVokXCKKZnEDkC9,786,0fafd291-a13b-41d0-8bc7-82f438991cd9,2026-03-05 09:25:57
8412,6cbf981b-c3cd-4574-bf3e-ff2c01dc457a,69,Samsung,Galaxy Note 10,Android,GcWxOODPoNnjJbNP,689,19748a89-0a28-47aa-b637-6864f42dcb34,2026-03-05 09:25:57
5875,a20694d4-f24e-409f-b5fe-309e41fbf2eb,388,HP,ProBook,Windows,GNY9Bh5s6zCW7sB1,659,0ed0ef0c-1842-422a-8563-1f754fc8c322,2026-03-05 09:25:57
7366,2f64022a-4111-4ee9-96f7-cd3027aeb656,345,Apple,iPhone X,iOS,1Zw6Ld8GrJTJgtb9,559,d6f9fed5-a566-42ab-aea5-96ac38c684c3,2026-03-05 09:25:57
5458,b02b6d62-0cc8-4103-b6fd-cd176dcc2ba7,399,ASUS,ZenBook,Windows,9xg0pe0Dq7CnTWMW,885,a8f57bef-3729-4af4-bd34-71b36249cf7d,2026-03-05 09:25:57
7648,03e22155-decf-48c6-a9ef-099d9a0dfa6d,164,Samsung,Galaxy S10,Android,7RB55GFIDboyDZnu,131,842916d9-3bcd-4a5d-80bc-d84920bcffab,2026-03-05 09:25:57
3349,2c5011ed-c00d-40bc-8611-141155df27eb,387,Google,Pixel 4,Android,M1tX7wFWvF5FS8l0,564,27baacb2-be63-430d-b5e0-26a1f775d9fc,2026-03-05 09:25:57
8664,60a60bce-d106-4e0a-a474-21affa0c160c,127,Apple,iPhone 3GS,iOS,F6rezUr0VCMrQqaN,497,89bd8d07-abd3-4b06-9f69-15642b842040,2026-03-05 09:25:57
2099,de2ea237-8f4e-4a38-8a8f-968f544a165f,175,Google,Pixel 5,Android,OJxVSZfLyyxpNEgE,998,5c5dbcb0-84ee-4ff6-8bc3-2169ec5f8195,2026-03-05 09:25:57
3135,b3b4f418-7b0c-478e-bea7-108ad1968bbf,479,Samsung,Galaxy Note 10,Android,3CfKFxTHn9uABRhS,555,e279d999-2fbb-4995-8065-57b8f7958be2,2026-03-05 09:25:57
5489,4ccaca87-84de-4258-860f-84865d0bbff4,249,HP,ProBook,Windows,aEZUNK60gQOPjEm0,621,57925a7d-9986-4101-a134-709883d0301f,2026-03-05 09:25:57
2815,fc69be45-721d-4ce5-b804-09560823c2db,187,Samsung,Galaxy S10,Android,ONw2R0vcrCw42Ooe,472,e9987c0f-089f-4723-8c42-03821a95796a,2026-03-05 09:25:57
6575,c410ff14-aa5d-44c5-a4f6-454eee6e2cfa,169,ASUS,VivoBook,Windows,uE9vxpEaHkcvKXAs,385,fb7f4d2d-bf45-4735-a1c3-3286d9e55d69,2026-03-05 09:25:57
6098,97083aaa-7996-4075-a834-5356a945da75,293,HP,EliteBook,Windows,oPNSv6tQJ2f24lfj,591,7466485c-46ff-4ed6-b1df-990ad547819c,2026-03-05 09:25:57
3741,5e7c1fb4-f0b9-43d3-8293-9587d1241e56,369,ASUS,ZenBook,Windows,Q4VXid9HXu7vKkaK,647,986b344e-7138-4377-813b-bb0ac7697ca5,2026-03-05 09:25:57
5598,589fbb38-e33c-49b2-bc27-a8ccf34ad7bf,473,Google,Pixel 4,Android,XA8aveG1KLz1uUV8,171,5967e6f4-4ff8-4df4-878f-b2e91b9ff3e5,2026-03-05 09:25:57
8578,b29c380e-b26f-4274-ac95-5b5c983c9784,121,Apple,iPhone 3GS,iOS,D083d0SkBHhnKzIr,301,7fa2f395-1cc5-41c5-b87a-2c6212f7fec1,2026-03-05 09:25:57
7757,3d98f3d9-cad7-4e41-aea6-3f61cf7f50e7,119,Google,Pixel 4,Android,Y7usDP0ebJrAa4FV,816,2ca02ad6-84ae-4189-8df4-7a05c076d800,2026-03-05 09:25:57
6019,4a384285-7cb4-43b1-a19f-9c4cde29ec4e,88,Apple,iPhone 3GS,iOS,JpY8j6d71Fk3rKky,598,4da36dd4-babe-4935-bee2-31eafc8e1ce5,2026-03-05 09:25:57
6932,e467edcb-7eaa-4ce1-aaab-2cc8c4bcb088,492,Google,Pixel 4,Android,AghjVT6kLySH5Rwj,426,f799cec2-b17e-4b2f-a011-4561ef1ed667,2026-03-05 09:25:57
6509,48aa8649-dd8d-463e-a79d-30e4e35c31dd,380,HP,ProBook,Windows,yyZ7jlMQ0L2ooyWG,556,3ea78174-4fcb-4692-939b-b9b3bf8c6399,2026-03-05 09:25:57
1807,e7ed038b-ef6b-4f34-8d02-de8fee8f0d75,347,Apple,iPhone X,iOS,WOXfqk90O8kmMKVu,127,f3c0b9d6-6ba5-4b99-b26e-8d862f60074d,2026-03-05 09:25:57
6381,7fb85a66-12a5-4add-93f9-76de8cf885b8,289,Apple,iPhone X,iOS,jTgT8KED6XBrZvHy,442,41ef0d73-0897-4c86-919d-f6c586f16ad3,2026-03-05 09:25:57
5273,cb5d5dc9-86f2-4f53-bfc9-0933db123664,341,ASUS,ZenBook,Windows,mHDyymklRaJKc2uc,239,98961f0c-fec6-42ff-8785-fb2183269471,2026-03-05 09:25:57
6054,312fe5e2-cacb-4831-ab16-215ad9429dd3,149,Apple,iPhone 11,iOS,DOVIhcHhG1rNdaNi,113,65e9db3e-f1fa-4cac-8bb0-320283a91c37,2026-03-05 09:25:57
9635,2e011f0b-be7a-46ea-878f-23256cf0862b,460,HP,ProBook,Windows,15zBryvTOxnWhmxV,519,fc4fb809-0438-4747-acdf-bdebea6e02f6,2026-03-05 09:25:57
6485,cf8a9adf-67f6-40c5-b4bb-2dbf26084527,366,Google,Pixel 4,Android,ZFGGmMEzpH36Sx2z,985,870712b5-2a82-4fd0-8362-b5f980f17ba1,2026-03-05 09:25:57
9785,00ca7234-ba15-4b44-a466-54ff2359304f,204,Google,Pixel 5,Android,lMGEjkdXzjNAyoc3,895,d14fc4b7-ab6a-4b07-bb95-89d8ebab4513,2026-03-05 09:25:57
1948,c5695165-bbda-4431-8c79-4625e24e9822,229,Apple,iPhone X,iOS,odcUGteGrRCIu6LT,604,9fbfe62f-706f-4b3d-81e1-3183c3a037ed,2026-03-05 09:25:57
7395,f326385b-401a-4fcf-bfc7-112a2acfcfaf,193,Google,Pixel 4,Android,AlqTI5NjMhNgBmRA,257,f33102f1-4ac6-4b2f-9bd2-151d0caf7d5b,2026-03-05 09:25:57
7638,72e505de-6295-4b10-977c-abe6c5dec2e0,341,Samsung,Galaxy S10,Android,sy0kfrQxcmgOfsBF,966,e2784d9f-f239-4193-90f0-ca0a33eb4959,2026-03-05 09:25:57
1272,eb3d0f55-dc88-43a5-865e-ec3547cf731a,228,Samsung,Galaxy S10,Android,Yos0oX7arhvaDxNL,621,ac6c4f22-e06c-4c4d-8a25-f5a920c8ebc0,2026-03-05 09:25:57
9120,f54cc25c-0806-48e3-9eb0-e55bb844ebca,112,HP,EliteBook,Windows,E5oBug8tofnh0uAn,994,e9c998cf-2aa1-4bb4-a2a7-547413fee1d5,2026-03-05 09:25:57
6942,295fbb64-17d3-490e-ba7a-9eec53260ecd,350,Samsung,Galaxy Note 10,Android,S0RCV6jqLEB7zV0Y,474,a14aaae6-71de-4157-b00f-47d8eea15d8e,2026-03-05 09:25:57
1670,737598bb-6a04-4b77-b667-4e87b69a0426,266,ASUS,VivoBook,Windows,ckuK3jwUN4IxtNup,583,15d3e318-0fa8-4f1a-84c7-fe47f534386f,2026-03-05 09:25:57
1679,2392dbf6-20d1-4309-81a7-1fe07ba089ce,105,Apple,iPhone X,iOS,SecsiuGbDpsdOzAe,112,4732391d-01d3-4832-b194-5dc6fb15bfe6,2026-03-05 09:25:57
6515,549d5231-0e04-492d-aee1-bee887fa6854,180,HP,EliteBook,Windows,98mamHaZsTNFRiRq,413,6cf13155-682a-40c5-8ad1-5a6e6480b0af,2026-03-05 09:25:57
4692,0e74cb8f-1ed5-4b07-a3f8-7ff31e6d71a1,425,HP,ProBook,Windows,DYFOAhKBxPlmh8Gs,791,45c3bd3f-5f4a-4c43-8a20-26e29845d8c2,2026-03-05 09:25:57
5269,0e620c2f-d3ee-4739-b7d6-5227c5361147,249,Apple,iPhone 3GS,iOS,QcflRf5vtKAv3pLI,483,521d0ba4-8a36-4b89-b5fe-5bbbf6720a9b,2026-03-05 09:25:57
9770,c5f1f213-4623-4053-83e0-6d01f57f0f41,308,Google,Pixel 5,Android,enyveAcis1gY0rm0,740,984eda53-6507-44ee-a66e-a90fd39bfb55,2026-03-05 09:25:57
7078,e6a2a645-0f17-4596-94bc-d77e906342e6,446,ASUS,VivoBook,Windows,jmTnznnvZTAX7sJM,606,4dd8fccd-dd7e-4118-b4eb-bad967eaafe7,2026-03-05 09:25:57
5112,0c6daf36-b3e4-4bb5-a732-22df750c6b22,285,Google,Pixel 4,Android,gFddeydWmmMrncYQ,282,774b9ab0-f202-4b16-8e00-21f86769aad7,2026-03-05 09:25:57
5640,f403079e-d032-4273-88c6-59ce45f11f1e,321,ASUS,VivoBook,Windows,iJtUWlN98c6cUZjI,152,90b4674f-5ef5-45b0-b132-bd2f7e8d668d,2026-03-05 09:25:57
4045,7478fcf4-f4dd-4024-a96a-25ef3f181546,108,Apple,iPhone X,iOS,suddc16TeLoiccLm,105,52740f01-c2a1-4387-856d-07d8be6b7f42,2026-03-05 09:25:57
9103,9f451123-72fd-4016-8115-fc1215f07fa0,163,HP,ProBook,Windows,a0N4SbTyXmookSwA,998,723b1600-31b7-4005-9ae0-9ee13a2c8060,2026-03-05 09:25:57
4767,a98ac1a6-44f5-4f4a-bca6-cc6e896266d9,217,Google,Pixel 4,Android,YxcTJ03ACBB0NZAC,626,794b9d12-1594-441f-be47-5fa394cf36e1,2026-03-05 09:25:57
2704,704980c0-3903-4efb-9811-5d68c4d8b146,405,HP,EliteBook,Windows,UBzt6DmhLUlbUJUB,814,7c14c7ee-9244-49ed-ac39-893f5d1eaaad,2026-03-05 09:25:57
1083,a44d7e1d-fa1d-4f4f-9810-dfc9a185d20b,230,ASUS,ZenBook,Windows,GMGw3JLf7L7uFWUP,840,4a9c577b-d84c-460f-8a79-2395eba06467,2026-03-05 09:25:57
4117,7a4ef0b8-5187-4326-a42a-a405f7f7665f,56,Google,Pixel 4,Android,i4FrYoPTd5xBtbpC,316,1de54f2c-1288-4032-9d3a-a6eb18fff97b,2026-03-05 09:25:57
9673,9f5cc682-28df-47da-90eb-8561780d4fb7,308,Google,Pixel 5,Android,KivnHCOY4eL4JLeE,912,98956f81-d249-4df9-acad-adf30c75b059,2026-03-05 09:25:57
3058,9da73724-60bb-4d48-85f1-9b8f8edc9bb8,401,Apple,iPhone X,iOS,fg7m0wFFW8WTBLoz,327,97278e32-581a-47cf-b537-99dff9f8a887,2026-03-05 09:25:57
6821,66c7c645-5fd9-4539-a91f-d133c7a8d888,334,Apple,iPhone 3GS,iOS,z1af2eWOShjp2TsJ,321,695e8f84-7626-4fb0-9219-5bd6031be6a0,2026-03-05 09:25:57
4358,c5df7ca7-8033-44b2-b1ad-9ba34eec24cd,204,ASUS,ZenBook,Windows,QbLVd2BOc0odNanS,158,e2ec67e8-afc6-40bf-9edc-9ed621e54c58,2026-03-05 09:25:57
6935,f1013b48-1e07-4690-85e5-ac801eb4ddad,101,HP,ProBook,Windows,7cCBxz1QMwLforjY,207,6f1cb352-6790-4aba-8080-cde4690404bf,2026-03-05 09:25:57
9801,94531a8a-9a15-4e34-bfc7-eeb87c9e1e93,264,Google,Pixel 5,Android,BcWPQEqMzYczyayo,170,7f237be6-c43f-4644-9ef7-0b4f9c8e5e98,2026-03-05 09:25:57
1352,2f77897a-deea-4624-8aff-05b77e2e1922,485,ASUS,VivoBook,Windows,uHQlaYqCcmCzQSyx,903,bf24d2ba-b3ca-494f-a922-97e76eea340d,2026-03-05 09:25:57
4509,b3807ae5-56aa-4a08-9cda-00573315492b,285,Google,Pixel 4,Android,4XyYEvR4y5AtnNcc,125,7795d0b3-551a-413a-bbe5-669cbee67e3a,2026-03-05 09:25:57
6773,29b93c23-5732-4eeb-a9dc-af5c5245f378,414,HP,EliteBook,Windows,tD2tqAUHUSj0gaNw,192,e44873c8-9164-4dcf-b2d0-53c2a8575064,2026-03-05 09:25:57
8663,17417b61-b09a-4f1d-8a58-bb3e7c847c2a,329,Apple,iPhone 11,iOS,snrw4pozmHeFBljq,423,f53a8dbd-9edb-498b-b4e8-34370302a5ca,2026-03-05 09:25:57
2876,9a050873-e277-4b62-9c35-fa0ee1e561f9,347,HP,ProBook,Windows,MBmuj2XuHxMzcYoC,677,984688e6-8c1b-4755-9be2-6bf44014c00d,2026-03-05 09:25:57
7921,a47ef6a4-1182-4a98-bc97-352159af87e6,461,Google,Pixel 5,Android,ZFCPtrGChPmSNCHr,252,1e2b0c69-3afb-46ca-a52f-207c984c80af,2026-03-05 09:25:57
5379,42b11cf8-2824-4c26-9c14-71c8ff37fb85,357,Samsung,Galaxy S10,Android,9gUbPTkBirZpuWnp,570,695587a6-5962-4653-a330-de6f352494f4,2026-03-05 09:25:57
2875,573ee2ab-3475-4011-b913-d6e603a8a96d,192,Apple,iPhone 3GS,iOS,tw3Yxl6xe1hhyfWQ,981,b3f3791d-4f09-461f-9936-971744a895c0,2026-03-05 09:25:57
9726,82a92657-809e-4072-ac91-090226f32303,56,ASUS,ZenBook,Windows,wjBmvKpfUOtfMxge,846,81d9592a-dcb1-441d-ad01-e62716b31b7c,2026-03-05 09:25:57
