id,uid,plan,status,payment_method,subscription_term,payment_term,user_id,dt_current_timestamp
3270,cae0084c-fb82-4ce7-86de-7276d5176423,Standard,Idle,Bitcoins,Lifetime,Payment in Advance,edbd5dc9-b76a-4820-a34c-c2fc9c5282f6,2026-03-05 09:26:25
7078,35c73fe1-d5cb-4b8f-a307-6cd9d01d3f40,Basic,Cancelled,Bitcoins,Quinquennal,Pay per Use,306c2d46-bb64-45c0-94e3-8fbead36c68b,2026-03-05 09:26:25
4312,46e93931-0376-4fb1-bb17-6078c829393c,Basic,Blocked,Money Transfer,Lifetime,Payment in Advance,bbcecfd9-7a50-40de-8f63-2c3a00d79df1,2026-03-05 09:26:25
8085,08784d48-9437-474f-a9c3-b67497b3e014,Standard,Cancelled,Alipay,Yearly,Full Subscription,73af6f35-fee4-40c1-a5cd-0f9dd06f5945,2026-03-05 09:26:25
8795,27a2df93-9728-427d-aa5e-70fb64fcf06b,Standard,Active,Google Pay,Quinquennal,Full Subscription,a80f16d1-b278-454d-8009-da0932098cfd,2026-03-05 09:26:25
5245,e9433e57-5183-408f-94d8-0b00b397c7fa,Basic,Blocked,Credit Card,Yearly,Full Subscription,6f8a3432-9217-4a71-87cb-7c2afaa8693c,2026-03-05 09:26:25
1289,b3265307-11cf-4d7a-9081-0ebf06b2f2e8,Bronze,Cancelled,Credit Card,Weekly,Full Subscription,d727ef45-d576-4b18-ac4f-f7af48eb75ca,2026-03-05 09:26:25
4549,14f7e8b6-822a-4240-a87e-36e8865f7be7,Basic,Active,Credit Card,Monthly,Pay per Use,13668e4b-7947-4886-a32d-012ef6f6993d,2026-03-05 09:26:25
5368,1a566ef1-27e5-4d77-a3c9-6b1673b40220,Platinum,Cancelled,Paypal,Lifetime,Pay per Use,2acdd783-adb2-40e5-a174-4912d768fcbc,2026-03-05 09:26:25
6474,1ba4e530-6812-425d-b3a0-f09771eea156,Basic,Active,Bitcoins,Monthly,Monthly Payment,8a3119ec-3e95-4c37-b987-a0dec88f2119,2026-03-05 09:26:25
4507,cc2ed61f-a0e1-4ea0-a9cb-c68f0e5fc591,Basic,Blocked,Money Transfer,Quinquennal,Pay per Use,236f6d94-0c1e-402c-b45e-d50505288d06,2026-03-05 09:26:25
4104,42abff05-50ee-4545-bee0-5f6c9f7abb1b,Platinum,Idle,Bitcoins,Monthly,Full Subscription,d849256c-dc92-45ec-b226-fc0073d84b94,2026-03-05 09:26:25
1444,dd15193d-06b5-46e4-9db3-066e0eb05948,Gold,Cancelled,Alipay,Weekly,Full Subscription,edda594b-abfe-4637-9748-8777a22e65ad,2026-03-05 09:26:25
3671,351329e6-05fd-4af5-b7f1-1f5ad26d9472,Gold,Idle,Credit Card,Yearly,Full Subscription,21fbb95e-2e1b-4b77-90c4-267024ee296f,2026-03-05 09:26:25
6250,df6cf226-6a34-4422-9ae7-fba81dba8aac,Basic,Cancelled,Alipay,Lifetime,Pay per Use,15d45547-755d-4e79-b2d5-35018e1af217,2026-03-05 09:26:25
1060,4578f871-7781-428d-8f31-34853f46545a,Standard,Idle,Bitcoins,Quinquennal,Monthly Payment,295fd979-a477-4897-8c93-f772c5269654,2026-03-05 09:26:25
9795,4a505e56-ecd4-43b3-b4fa-019ac816dd6f,Basic,Blocked,Alipay,Yearly,Monthly Payment,7d2ede05-d102-4a62-9cdc-0beb93b94a1f,2026-03-05 09:26:25
7481,5cd66a71-fa8d-4f3f-8f67-6f0b17ae6981,Bronze,Blocked,Google Pay,Weekly,Full Subscription,e26ce6a6-3400-40db-a74c-28d885bb7d84,2026-03-05 09:26:25
7949,143e5312-cacd-4d0d-85c9-0ea30feb2212,Standard,Active,Alipay,Monthly,Payment in Advance,dbc59a06-65c7-407c-a88d-06287c0753ee,2026-03-05 09:26:25
9918,d2f41d4b-8cee-425b-8a2f-af9cb5cc051f,Bronze,Blocked,Money Transfer,Weekly,Monthly Payment,1c668599-a7e9-41bb-a754-98febeece97f,2026-03-05 09:26:25
2967,8bdda2d3-661d-4854-ac0c-8cd43857027d,Bronze,Idle,Money Transfer,Quinquennal,Pay per Use,b78cc0f4-c582-4ec6-a0b1-ca8b399bcdad,2026-03-05 09:26:25
9492,e1ae856b-d699-43bd-bdeb-11cdecfd36ae,Platinum,Active,Google Pay,Quinquennal,Payment in Advance,08de3ae2-4521-4b2b-ab04-a29550f569d2,2026-03-05 09:26:25
7270,b0f4998e-710e-4624-ae3c-af6d99342a9b,Bronze,Idle,Bitcoins,Monthly,Full Subscription,4888a4ce-cce5-4936-9122-58e8debc6a80,2026-03-05 09:26:25
3011,760d6955-b5ba-471b-b373-82299763b5a9,Basic,Idle,Paypal,Weekly,Pay per Use,0c0a9ae1-39e6-4071-8868-46fdb8a5d6bf,2026-03-05 09:26:25
1546,377811bb-f784-4ea1-ab5c-7ef406183810,Gold,Active,Credit Card,Quinquennal,Payment in Advance,1944b288-862d-46e3-9158-db92c25759ad,2026-03-05 09:26:25
3864,5648bc48-68d4-4443-8818-8b532363e528,Gold,Idle,Money Transfer,Yearly,Payment in Advance,cc3e88d0-fdad-4ff6-8c40-f5d9aa614e8d,2026-03-05 09:26:25
8543,e6177c62-c11f-4651-b5e7-7cf811562373,Standard,Blocked,Credit Card,Quinquennal,Pay per Use,08421037-7590-4104-b0ef-85a4215f5f72,2026-03-05 09:26:25
2451,57292e80-b692-46ed-92d0-636c1b0bd2ac,Gold,Idle,Money Transfer,Weekly,Full Subscription,ffd49b47-caf8-4423-b950-9489d9eeddac,2026-03-05 09:26:25
3088,d9534488-9996-43d6-9e88-c70743ca1bd0,Basic,Cancelled,Credit Card,Lifetime,Payment in Advance,8b0dfb2f-813b-4214-985d-1f5f2c5dce2e,2026-03-05 09:26:25
7273,2acf294e-c262-4dc4-929e-ad39755a4515,Platinum,Cancelled,Google Pay,Weekly,Monthly Payment,11aaaab4-6be6-46c0-af94-c366c0e41e83,2026-03-05 09:26:25
2562,b209435e-39b3-4d55-a8d7-4543ff7dcb6f,Basic,Active,Bitcoins,Monthly,Pay per Use,92aef3fe-8aaa-442b-aaf3-cd0a941eda59,2026-03-05 09:26:25
7402,ae178405-7533-4606-b895-0d00dd754ebe,Bronze,Blocked,Money Transfer,Lifetime,Monthly Payment,763c9fe2-39e8-49b1-8728-2bd2e94a8687,2026-03-05 09:26:25
3285,9239fef2-b04e-4467-90e1-f462b07433a6,Platinum,Blocked,Money Transfer,Lifetime,Pay per Use,262cbad1-89dd-4b25-a76f-dade9d46ab29,2026-03-05 09:26:25
5796,ded1b408-1309-4ec0-b72f-a2b96606b893,Platinum,Idle,Alipay,Lifetime,Monthly Payment,981d5075-df39-4bf3-b9e6-db8fafe73f94,2026-03-05 09:26:25
7183,3e8ce63f-5597-4c9d-96cf-f3865c4a16cd,Basic,Blocked,Bitcoins,Lifetime,Pay per Use,7ec3e962-39ef-4915-a3dd-0fb51b977669,2026-03-05 09:26:25
4592,092b13bc-5cb5-48c3-ab9d-e0a3d2629fc8,Bronze,Idle,Paypal,Lifetime,Full Subscription,7b52d72f-f528-4285-ba0e-4ebcdcc94fd4,2026-03-05 09:26:25
4628,35be7a85-e277-49df-8e72-4e275304e261,Platinum,Cancelled,Bitcoins,Monthly,Full Subscription,e40019f2-5a22-4bee-a5f4-aaf10d2a2969,2026-03-05 09:26:25
6512,5b865f6a-b4da-4377-9069-f6fe767d34f1,Gold,Idle,Alipay,Yearly,Full Subscription,b44af23d-dc69-46f5-9759-11c097db0712,2026-03-05 09:26:25
7534,69f4f0db-d129-446d-8aaa-6d8c688186b1,Standard,Idle,Alipay,Monthly,Full Subscription,90941495-5f7f-4128-b6f0-6d3fab8d1a30,2026-03-05 09:26:25
1187,dd53b0c4-d012-441e-b2e2-bd7ebd118c74,Basic,Cancelled,Credit Card,Quinquennal,Monthly Payment,0e961c76-77df-4456-9f7a-57d4a3f8d0b2,2026-03-05 09:26:25
9393,6a2b3460-c952-40b7-9701-fba10aab2d04,Platinum,Blocked,Alipay,Lifetime,Payment in Advance,d9ed0d57-7f11-4a7c-83be-7b80d722ca06,2026-03-05 09:26:25
6928,20bca8e3-a13b-48d7-b14b-dde056e0e6bc,Platinum,Cancelled,Alipay,Quinquennal,Payment in Advance,8930ef12-8963-47ea-82a5-86376a81d777,2026-03-05 09:26:25
1026,ca2368df-0043-4f00-a923-e78cbb89f583,Basic,Cancelled,Google Pay,Yearly,Monthly Payment,01b846de-46eb-4491-9722-7927c173c1a7,2026-03-05 09:26:25
6493,682c8042-b200-4d51-bfa0-49b396665eb1,Bronze,Idle,Money Transfer,Quinquennal,Monthly Payment,05221366-5d3b-497b-a32c-8618a40b95cc,2026-03-05 09:26:25
3126,7fa07b0e-af71-423c-a0c8-be4bc94b4254,Platinum,Active,Credit Card,Yearly,Payment in Advance,6214c6ce-e2b9-463f-8532-c596f42873d1,2026-03-05 09:26:25
9707,6f836a1c-1d57-48cc-8325-c7118f1ccc66,Basic,Idle,Money Transfer,Yearly,Full Subscription,739da70e-c285-4bfd-89ef-3f1ddef7d6d7,2026-03-05 09:26:25
9961,1a6c6d91-a46e-4385-a125-0db6fbe40449,Bronze,Blocked,Credit Card,Yearly,Full Subscription,7d5d5209-7515-4f37-a841-1a82845d0dc7,2026-03-05 09:26:25
6858,0e3f918f-82e2-4b3b-9c5b-df7fa1207e9f,Platinum,Blocked,Paypal,Lifetime,Pay per Use,a2e56bf5-0935-4e60-aa3e-9d96713423ff,2026-03-05 09:26:25
5559,cbec262b-78b2-46fc-ae06-4f6ff75cb3be,Standard,Active,Paypal,Yearly,Payment in Advance,0b095f9c-18ad-44cc-86c9-4db664c124b1,2026-03-05 09:26:25
5991,8ef68d92-59eb-4c52-b705-63205185eebe,Bronze,Active,Credit Card,Lifetime,Pay per Use,854387a4-4d54-4cd2-93dc-0a5f4b2308e1,2026-03-05 09:26:25
9021,c7d4e362-dabf-4ea5-a97f-81974e10c4c3,Gold,Idle,Google Pay,Yearly,Full Subscription,64180e3e-20cc-4feb-a283-c747ccf46bd3,2026-03-05 09:26:25
3244,f91b95b6-0768-42f3-98ef-d823fd41f68e,Standard,Active,Paypal,Yearly,Pay per Use,38c41973-686f-4be0-88c8-5604211db670,2026-03-05 09:26:25
1789,ba57853a-e8ec-4c73-9a05-dc8bd5c5f319,Platinum,Idle,Paypal,Yearly,Payment in Advance,53eaab10-4c06-44d9-a039-cf95cfd6500b,2026-03-05 09:26:25
8869,79f569cb-50cd-44a2-97c5-109a4902ff71,Bronze,Blocked,Alipay,Monthly,Pay per Use,3a86fb09-9ce7-4f92-aaa3-158e6e64e996,2026-03-05 09:26:25
7136,2d75384c-71ae-499d-8e56-abf546be8694,Bronze,Active,Paypal,Quinquennal,Pay per Use,0143ed7d-8bf7-473a-b22e-f661b7d8076a,2026-03-05 09:26:25
9963,4178c8f4-93c6-4bce-9095-05bd153ac609,Standard,Blocked,Alipay,Lifetime,Full Subscription,8749168b-df37-478c-bf65-467ee988a611,2026-03-05 09:26:25
