id,uid,plan,status,payment_method,subscription_term,payment_term,user_id,dt_current_timestamp
9291,5e5052a2-17fc-4d49-9b46-e3cc5777a0c2,Basic,Cancelled,Credit Card,Monthly,Payment in Advance,5bd91847-045e-4332-ad74-370463dada90,2026-03-05 09:26:23
9866,022011e1-b4b7-4457-8a83-0e8a38f53786,Basic,Active,Money Transfer,Lifetime,Pay per Use,e0443817-8bbf-4b11-a984-5de1a4a28d42,2026-03-05 09:26:23
3934,762a5d46-51ac-40e4-a009-39a5b69a9c49,Basic,Cancelled,Google Pay,Weekly,Monthly Payment,4e49a9d2-b2f6-42c4-806a-f7a6b685cc97,2026-03-05 09:26:23
5914,ba0e6839-60fa-4076-8c14-51c62e1e4c80,Platinum,Blocked,Paypal,Weekly,Monthly Payment,24ba4213-c0b2-4c5d-af3c-5323f296cd61,2026-03-05 09:26:23
2849,0fc6b3f2-a3fc-4260-97af-a808202f81f9,Gold,Blocked,Alipay,Quinquennal,Payment in Advance,46791641-20b6-45f0-a73f-a228daf38c26,2026-03-05 09:26:23
3217,b4ea4f80-6dbd-43b0-bdd4-fa9823078917,Standard,Cancelled,Paypal,Lifetime,Payment in Advance,43a698f1-b709-476c-b006-9993b6d232b9,2026-03-05 09:26:23
5459,eb3ef1e2-e9e4-4994-9d81-0196656bc8a0,Bronze,Active,Money Transfer,Lifetime,Full Subscription,016e945c-fb93-4ca2-bb86-df8f242fe0eb,2026-03-05 09:26:23
8604,8c8629ec-94a5-46c2-9ade-76617fb5a883,Gold,Cancelled,Paypal,Quinquennal,Monthly Payment,65bc9f01-4cdf-4424-92c1-7d68ed8391f5,2026-03-05 09:26:23
3659,04108a9e-c439-42ba-bad2-b373a783ea57,Platinum,Blocked,Money Transfer,Weekly,Pay per Use,b3094d74-b22c-47fe-881c-66626fc376ed,2026-03-05 09:26:23
5219,de8c3e56-7d5a-4d79-8458-34264e5c85d1,Platinum,Cancelled,Google Pay,Yearly,Full Subscription,4277267a-8b99-4bf1-93d7-486b9d305715,2026-03-05 09:26:23
1296,8d4ed802-540b-4eb6-9647-2ebc33a82b2e,Gold,Idle,Money Transfer,Quinquennal,Full Subscription,4773a063-b937-4eac-be68-b92e3f810bf7,2026-03-05 09:26:23
7249,b6f38c60-07bf-44aa-9d59-f32a7546506c,Standard,Cancelled,Alipay,Monthly,Monthly Payment,2d4e8f7b-72ea-43b3-a06f-35f5480b5081,2026-03-05 09:26:23
7334,f38975f3-023a-4630-a95e-ad1f16e8caff,Bronze,Active,Alipay,Yearly,Full Subscription,59e714b0-4fdb-46d6-a71c-6d2d83905ada,2026-03-05 09:26:23
3979,5dbdaaa4-3771-44a2-9831-8fd8fceeb033,Gold,Active,Credit Card,Lifetime,Pay per Use,3d39f01e-0bdc-4689-85c3-be491e956e06,2026-03-05 09:26:23
