id,uid,keywords,user_id,dt_current_timestamp
4938,27ab49b2-5494-43da-a67f-745c85579b4e,"[{""id"": 5551, ""name"": ""corruption""}, {""id"": 4054, ""name"": ""marvel comic""}, {""id"": 5520, ""name"": ""economic theory""}]",add679de-f3e7-4c40-ba6f-d22df3321d57,2024-01-17 17:21:11
1077,99e075cd-414f-4495-89ff-c61e1ea70c63,"[{""id"": 3945, ""name"": ""court""}, {""id"": 3174, ""name"": ""corruption""}, {""id"": 4295, ""name"": ""independent film""}]",1800609c-23cf-4d9f-8bf4-c7c680b35705,2024-01-17 17:21:11
3789,38d5b87c-550b-4de4-aeac-98df6f8582d7,"[{""id"": 8281, ""name"": ""war on terror""}, {""id"": 2163, ""name"": ""detective""}]",3f5ac875-17e3-4cdc-aa31-ff75a720e8b6,2024-01-17 17:21:11
6314,7561ab8a-c793-4565-8556-af20a269ba69,"[{""id"": 4954, ""name"": ""terror""}, {""id"": 3339, ""name"": ""economic theory""}]",d630d856-0c09-4751-b40f-7f40badd9877,2024-01-17 17:21:11
6545,48c58c55-6771-4ee7-8d84-7a39fdda052f,"[{""id"": 7598, ""name"": ""courtroom drama""}, {""id"": 7007, ""name"": ""hip-hop""}]",c976dd89-42d8-4628-8366-c82833865487,2024-01-17 17:21:11
1740,317fe9e0-503d-4382-bb28-d1d5c308cdf5,"[{""id"": 5844, ""name"": ""murder""}]",9ea49d18-9774-4f11-ad9e-0f71bed900c2,2024-01-17 17:21:11
1518,cce60e5f-8a4a-4b74-91d4-806694da2bd8,"[{""id"": 1805, ""name"": ""courtroom drama""}, {""id"": 3921, ""name"": ""court""}]",5586bb21-a407-4f19-99f2-b605b8927e91,2024-01-17 17:21:11
7768,69d41ded-3fd9-42e3-a3be-cf2dc6bb07df,"[{""id"": 4020, ""name"": ""courtroom drama""}, {""id"": 4854, ""name"": ""war on terror""}, {""id"": 6330, ""name"": ""marvel comic""}]",5a65e9c8-b7aa-4971-8ad5-ad8232796064,2024-01-17 17:21:11
2324,664e5118-620a-44b7-9a82-0e56d730447c,"[{""id"": 9014, ""name"": ""murder""}]",7b4d9344-ad9c-4ff4-badc-0d223f9e2a4d,2024-01-17 17:21:11
2378,9e033661-c086-43bc-90ff-e48f4db50e62,"[{""id"": 8938, ""name"": ""murder""}, {""id"": 9757, ""name"": ""independent film""}]",5798a88a-9121-4536-baa8-1034427911d4,2024-01-17 17:21:11
4632,36476ba9-3c3a-44dd-9255-cc5aead59eaa,"[{""id"": 4500, ""name"": ""detective""}, {""id"": 5739, ""name"": ""corruption""}]",46108fd0-2db4-4d6a-a9aa-c3923a9aec88,2024-01-17 17:21:11
3432,8ffb0ea3-c938-4b2e-9b25-262158ee623a,"[{""id"": 891, ""name"": ""corruption""}]",85c567d6-e450-4a9b-97df-44629d623c82,2024-01-17 17:21:11
9760,f9d82115-7347-4456-8d87-b80e8455e620,"[{""id"": 6230, ""name"": ""court""}]",e4e7c165-0760-4949-99df-278049d967a6,2024-01-17 17:21:11
5652,f3739ce2-dfa7-45d8-a0fb-9cd073e038de,"[{""id"": 2047, ""name"": ""detective""}, {""id"": 3143, ""name"": ""marvel comic""}]",9b843709-219d-4928-9ddf-54bced92dd13,2024-01-17 17:21:11
8802,99620c10-03cf-4ab3-91ae-f257f90e3ce7,"[{""id"": 1689, ""name"": ""courtroom drama""}, {""id"": 7739, ""name"": ""marvel comic""}]",f60af6de-6a1b-4968-a195-bc22d82aaa64,2024-01-17 17:21:11
4964,1b694c19-9136-42e0-b4f9-515aafd28ec8,"[{""id"": 3847, ""name"": ""detective""}, {""id"": 7890, ""name"": ""economic theory""}, {""id"": 5757, ""name"": ""murder""}]",e61a653f-9418-4bba-93fa-90a0e66860df,2024-01-17 17:21:11
1521,60167630-fdae-4dc5-8b73-7ceea7595ac4,"[{""id"": 5976, ""name"": ""courtroom drama""}, {""id"": 1696, ""name"": ""hip-hop""}]",0b17c183-a696-4243-94a9-6966ec7a7cf1,2024-01-17 17:21:11
