user_id,adult,belongs_to_collection,genres,id,imdb_id,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,status,title,vote_average,vote_count,dt_current_timestamp
a9e7f4c0-3d79-446b-b44e-55ae3ee05b9f,True,,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",bb6166f1-939f-4762-b1e0-7d1fdc09f988,tt6844537,de,Random Movie Title,This is a dramatic story of love and adventure.,4.219245,"[{""name"": ""Pixar Animation Studios"", ""id"": 34040}, {""name"": ""D.A. Films"", ""id"": 6541}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",1985-09-18,588337.0,In Production,Random Movie Title,4.1,820,2024-01-17 17:36:47
1ff091de-d15c-480c-917f-9ed7442ad73e,True,,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",24c31ce9-607a-461d-81eb-e1c1fb305168,tt6749376,de,Random Movie Title,A thrilling journey of discovery unfolds in this exciting film.,0.187506,"[{""name"": ""Pixar Animation Studios"", ""id"": 34040}, {""name"": ""Studio Ghibli"", ""id"": 34038}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",1980-03-12,369239.0,Released,Random Movie Title,6.9,502,2024-01-17 17:36:47
094bd1b3-540e-4129-9d58-8c11e31625f6,False,,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}]",f5029f30-cbb2-4274-8424-13d50b563dde,tt7372841,es,Random Movie Title,An intense drama about the challenges of life and relationships.,3.679037,"[{""name"": ""Pixar Animation Studios"", ""id"": 34040}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",2010-05-23,113385.0,Released,Random Movie Title,2.6,432,2024-01-17 17:36:47
91701ee9-5b0a-411c-82a6-112f3a0c1145,True,,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}]",e504d463-4b3f-4efc-8104-15f4acdd2b2a,tt3937142,fr,Random Movie Title,An intense drama about the challenges of life and relationships.,6.950581,"[{""name"": ""Studio Ghibli"", ""id"": 34038}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",1997-08-27,259507.0,Released,Random Movie Title,4.7,744,2024-01-17 17:36:47
608f4b82-69f5-4c6e-8734-9b5d5b4c7788,False,,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 35, ""name"": ""Comedy""}]",ae0cc08a-4939-4bdb-bd6a-dc1b1294f271,tt2110768,ja,Random Movie Title,A thrilling journey of discovery unfolds in this exciting film.,3.256778,"[{""name"": ""Warner Bros"", ""id"": 34039}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2000-09-04,527076.0,Released,Random Movie Title,2.8,282,2024-01-17 17:36:47
9e410645-96ff-4964-93bf-53a1ea42252f,False,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}]",df333348-88b3-4f96-ae07-566a358c1541,tt5352721,es,Random Movie Title,A thrilling journey of discovery unfolds in this exciting film.,8.664242,"[{""name"": ""Studio Ghibli"", ""id"": 34038}, {""name"": ""Tatsunoko Productions Company"", ""id"": 34037}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",1989-07-23,65564.0,Post Production,Random Movie Title,8.8,500,2024-01-17 17:36:47
15ecf9b6-769f-400e-8174-a1963254a5bd,True,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}]",ad725615-73d1-4483-87d7-770d9dff86f7,tt5616957,en,Random Movie Title,This is a dramatic story of love and adventure.,5.397759,"[{""name"": ""Warner Bros"", ""id"": 34039}, {""name"": ""Studio Ghibli"", ""id"": 34038}]","[{""iso_3166_1"": ""US"", ""name"": ""United States""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",2002-09-08,510185.0,Released,Random Movie Title,9.4,650,2024-01-17 17:36:47
1028627a-cb0f-4e34-84ed-f950a5f8f4a1,True,,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 878, ""name"": ""Science Fiction""}]",6869a9ca-3487-4f36-9acc-2ef26b8118f2,tt1839969,en,Random Movie Title,A thrilling journey of discovery unfolds in this exciting film.,6.99189,"[{""name"": ""Tatsunoko Productions Company"", ""id"": 34037}, {""name"": ""Warner Bros"", ""id"": 34039}]","[{""iso_3166_1"": ""US"", ""name"": ""United States""}]",1997-06-08,731234.0,Released,Random Movie Title,2.7,901,2024-01-17 17:36:47
54e08e9e-cf86-4a36-830f-306d1c030fec,False,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 80, ""name"": ""Crime""}]",302bd27f-2f67-4b1c-a5d0-f0dd0e10dbfc,tt8660346,es,Random Movie Title,A thrilling journey of discovery unfolds in this exciting film.,2.070568,"[{""name"": ""Warner Bros"", ""id"": 34039}, {""name"": ""D.A. Films"", ""id"": 6541}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States""}]",2010-09-24,401321.0,In Production,Random Movie Title,4.0,672,2024-01-17 17:36:47
c8f68cbf-cc2d-459a-8a43-803159dc69d4,True,,"[{""id"": 16, ""name"": ""Animation""}]",f65eb8f4-f65a-4dad-8d65-71cb7e030aa1,tt6724130,ja,Random Movie Title,This is a dramatic story of love and adventure.,3.81912,"[{""name"": ""D.A. Films"", ""id"": 6541}, {""name"": ""Studio Ghibli"", ""id"": 34038}]","[{""iso_3166_1"": ""US"", ""name"": ""United States""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",1995-07-13,301369.0,In Production,Random Movie Title,9.8,281,2024-01-17 17:36:47
75408989-3d96-453a-8820-4034967afe5f,True,,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",08a20d9c-34d8-47b0-b3e2-8590e1f088fc,tt4486974,es,Random Movie Title,A thrilling journey of discovery unfolds in this exciting film.,4.685168,"[{""name"": ""Warner Bros"", ""id"": 34039}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1992-09-24,499461.0,Post Production,Random Movie Title,5.2,470,2024-01-17 17:36:47
78bced13-a288-402f-bfc1-daa3821a9e06,True,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}]",7c9a5b08-ea8c-4c0e-af59-16dd07aee95b,tt1366010,en,Random Movie Title,An intense drama about the challenges of life and relationships.,6.083793,"[{""name"": ""Studio Ghibli"", ""id"": 34038}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2018-11-16,587381.0,Released,Random Movie Title,2.9,121,2024-01-17 17:36:47
814a91eb-b265-4ab2-ab45-f483883090db,True,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10749, ""name"": ""Romance""}]",a79e874e-d61c-49f8-b21e-89dae66f6166,tt1423590,es,Random Movie Title,This is a dramatic story of love and adventure.,7.244112,"[{""name"": ""Pixar Animation Studios"", ""id"": 34040}, {""name"": ""Tatsunoko Productions Company"", ""id"": 34037}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2019-02-03,634789.0,In Production,Random Movie Title,8.3,926,2024-01-17 17:36:47
0cfd47b2-5724-4576-8dfc-af3cc54c8dd3,True,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",d0c471c7-09ab-44d1-932e-5ac72747c6a0,tt5255472,es,Random Movie Title,An intense drama about the challenges of life and relationships.,3.563711,"[{""name"": ""Warner Bros"", ""id"": 34039}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",1994-09-03,643729.0,In Production,Random Movie Title,4.5,436,2024-01-17 17:36:47
fb24c384-57b4-49cb-8b8f-744712ab3955,True,,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 16, ""name"": ""Animation""}]",318179bb-da3c-46f9-a066-17629ea2d71b,tt1275950,en,Random Movie Title,A comedic tale of mishaps and friendship.,9.521876,"[{""name"": ""Studio Ghibli"", ""id"": 34038}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States""}]",2013-05-07,276682.0,In Production,Random Movie Title,3.4,332,2024-01-17 17:36:47
a64d4e8f-8c92-41dd-850b-999d32ab356f,False,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 80, ""name"": ""Crime""}]",b47ebceb-94da-43ca-9d8c-38fac9b3954c,tt7580101,de,Random Movie Title,An intense drama about the challenges of life and relationships.,9.008121,"[{""name"": ""Warner Bros"", ""id"": 34039}, {""name"": ""D.A. Films"", ""id"": 6541}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2011-05-10,321218.0,In Production,Random Movie Title,7.0,5,2024-01-17 17:36:47
1d3e46b9-6033-4df1-88a0-4d364df83183,True,,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 80, ""name"": ""Crime""}]",9bfe8e82-7d2e-4c53-96a9-9f002c453904,tt7919111,fr,Random Movie Title,An intense drama about the challenges of life and relationships.,2.672336,"[{""name"": ""Pixar Animation Studios"", ""id"": 34040}, {""name"": ""Warner Bros"", ""id"": 34039}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2015-02-01,288518.0,Post Production,Random Movie Title,0.2,396,2024-01-17 17:36:47
478ab6e6-d34f-492c-abd4-122609e4ebe1,False,,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}]",04db11d8-a74b-4ca1-9101-ae565e084355,tt8285059,de,Random Movie Title,An intense drama about the challenges of life and relationships.,7.879468,"[{""name"": ""Pixar Animation Studios"", ""id"": 34040}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2016-08-24,131897.0,In Production,Random Movie Title,1.8,743,2024-01-17 17:36:47
2f583958-0e38-4a13-83b9-a84ae893fd67,False,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}]",07ac035d-7f68-4cf1-ba03-81d8fcf6a2ca,tt9531289,ja,Random Movie Title,An intense drama about the challenges of life and relationships.,9.979794,"[{""name"": ""D.A. Films"", ""id"": 6541}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2014-12-18,632725.0,Released,Random Movie Title,5.5,258,2024-01-17 17:36:47
2fed7efd-b80e-41e4-bb53-f9b530af95c7,False,,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 878, ""name"": ""Science Fiction""}]",5d2f4673-6316-4583-b3dd-be72d0cbd5c8,tt5723697,ja,Random Movie Title,A comedic tale of mishaps and friendship.,4.453594,"[{""name"": ""Tatsunoko Productions Company"", ""id"": 34037}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",1995-07-18,787843.0,Post Production,Random Movie Title,6.7,340,2024-01-17 17:36:47
0c104669-9c2e-4ec7-9d8c-62729a0d7138,True,,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 12, ""name"": ""Adventure""}]",a4a4a199-2221-404e-a974-acd6f85a279d,tt4768534,es,Random Movie Title,This is a dramatic story of love and adventure.,5.433615,"[{""name"": ""Warner Bros"", ""id"": 34039}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1984-04-18,793727.0,In Production,Random Movie Title,0.5,886,2024-01-17 17:36:47
acd835a2-af25-4248-aab3-0d10e5c164bc,True,,"[{""id"": 878, ""name"": ""Science Fiction""}]",d3265586-1a0f-48ac-80a7-c2c879779b96,tt7779167,fr,Random Movie Title,A thrilling journey of discovery unfolds in this exciting film.,5.702606,"[{""name"": ""Pixar Animation Studios"", ""id"": 34040}, {""name"": ""Warner Bros"", ""id"": 34039}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States""}]",1996-01-13,863103.0,In Production,Random Movie Title,9.7,802,2024-01-17 17:36:47
0665e6b7-4473-4f8e-8efb-ceed13a56bf0,True,,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",b85127af-445a-4809-b3eb-249690a3121b,tt3127105,ja,Random Movie Title,A comedic tale of mishaps and friendship.,0.491065,"[{""name"": ""Warner Bros"", ""id"": 34039}, {""name"": ""D.A. Films"", ""id"": 6541}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2017-05-28,12753.0,Released,Random Movie Title,5.0,78,2024-01-17 17:36:47
ee0e1914-ebb5-441d-ada0-208788563e1e,True,,"[{""id"": 12, ""name"": ""Adventure""}]",67ef410a-1ab2-4715-895e-50f466953128,tt9396742,de,Random Movie Title,An intense drama about the challenges of life and relationships.,5.495622,"[{""name"": ""Pixar Animation Studios"", ""id"": 34040}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",1989-09-21,49270.0,In Production,Random Movie Title,9.3,711,2024-01-17 17:36:47
5be51729-ebf9-4990-9bcc-a1b8fcc83e79,True,,"[{""id"": 18, ""name"": ""Drama""}]",84923489-aae4-47a9-ac7d-234ca38cecfe,tt7510688,de,Random Movie Title,A thrilling journey of discovery unfolds in this exciting film.,3.10401,"[{""name"": ""D.A. Films"", ""id"": 6541}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",1997-09-19,228469.0,Released,Random Movie Title,4.7,299,2024-01-17 17:36:47
efab600e-8e6d-40bb-b42f-6d8f700602ff,True,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 35, ""name"": ""Comedy""}]",e10d0066-c362-41cd-a5e0-eb39b821bc76,tt6508767,ja,Random Movie Title,An intense drama about the challenges of life and relationships.,4.329061,"[{""name"": ""Pixar Animation Studios"", ""id"": 34040}, {""name"": ""Tatsunoko Productions Company"", ""id"": 34037}]","[{""iso_3166_1"": ""US"", ""name"": ""United States""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1997-09-15,828577.0,Released,Random Movie Title,9.4,640,2024-01-17 17:36:47
