user_id,adult,belongs_to_collection,genres,id,imdb_id,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,status,title,vote_average,vote_count,dt_current_timestamp
057474b4-5433-4b0a-8db2-e9e6ec115d9c,True,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}]",aa7bb4b0-a179-4c81-8a7b-ae29ce41500b,tt8496840,en,Random Movie Title,This is a dramatic story of love and adventure.,4.515312,"[{""name"": ""Pixar Animation Studios"", ""id"": 34040}, {""name"": ""Warner Bros"", ""id"": 34039}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",1981-12-22,757062.0,Released,Random Movie Title,7.5,202,2024-01-17 17:36:47
e46d9355-3713-4304-9327-05d91829d2c2,False,,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",afc9a6ec-52cf-4c51-bf02-e3c7ec050a4a,tt6950272,fr,Random Movie Title,A comedic tale of mishaps and friendship.,8.210603,"[{""name"": ""Tatsunoko Productions Company"", ""id"": 34037}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",1993-01-11,438445.0,Released,Random Movie Title,3.7,125,2024-01-17 17:36:47
972f2190-52d9-410e-8d45-71a0246c8669,False,,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}]",70a90f12-fa92-40d4-94cb-2cea8d4bcb34,tt3427900,ja,Random Movie Title,This is a dramatic story of love and adventure.,8.803103,"[{""name"": ""Studio Ghibli"", ""id"": 34038}, {""name"": ""Warner Bros"", ""id"": 34039}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",2005-11-04,365966.0,In Production,Random Movie Title,8.7,611,2024-01-17 17:36:47
3cf49b65-05f9-4f4e-95f8-4dd9a3d94485,True,,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 878, ""name"": ""Science Fiction""}]",73fde962-e909-4be7-977f-3cf11da35099,tt8533767,en,Random Movie Title,A comedic tale of mishaps and friendship.,8.565002,"[{""name"": ""Warner Bros"", ""id"": 34039}, {""name"": ""Tatsunoko Productions Company"", ""id"": 34037}]","[{""iso_3166_1"": ""US"", ""name"": ""United States""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",1990-12-19,35997.0,Released,Random Movie Title,9.3,843,2024-01-17 17:36:47
1198471c-26ce-44a8-8f05-eb3094f719b8,False,,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",f9b0c8be-f619-4e76-bd05-825d9888618c,tt1213924,en,Random Movie Title,An intense drama about the challenges of life and relationships.,4.256275,"[{""name"": ""Tatsunoko Productions Company"", ""id"": 34037}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States""}]",1992-06-03,888209.0,Released,Random Movie Title,2.3,259,2024-01-17 17:36:47
bcdbc933-1555-4652-bbea-573877daad0e,True,,"[{""id"": 80, ""name"": ""Crime""}]",48992bcc-2b98-419e-aae4-cecfa1dd8b21,tt4720854,es,Random Movie Title,A comedic tale of mishaps and friendship.,8.945581,"[{""name"": ""Studio Ghibli"", ""id"": 34038}, {""name"": ""Pixar Animation Studios"", ""id"": 34040}]","[{""iso_3166_1"": ""US"", ""name"": ""United States""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",1999-04-21,313718.0,Released,Random Movie Title,0.8,735,2024-01-17 17:36:47
18e0cec4-8fb9-410a-bea3-5a1ed590d3d5,False,,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10749, ""name"": ""Romance""}]",24ac037e-8335-4be7-9967-81acab2391ba,tt8918472,en,Random Movie Title,This is a dramatic story of love and adventure.,9.757159,"[{""name"": ""D.A. Films"", ""id"": 6541}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",2013-11-15,762321.0,Post Production,Random Movie Title,9.8,7,2024-01-17 17:36:47
bf94f3db-0fe9-4433-be56-0f3b0dac4150,True,,"[{""id"": 35, ""name"": ""Comedy""}]",05a6cb01-3e39-4d4c-a0f1-460ed67e0cc8,tt6185444,en,Random Movie Title,A thrilling journey of discovery unfolds in this exciting film.,1.70315,"[{""name"": ""Studio Ghibli"", ""id"": 34038}, {""name"": ""Warner Bros"", ""id"": 34039}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",1997-02-01,219205.0,Released,Random Movie Title,7.3,977,2024-01-17 17:36:47
31eb4625-dcd0-496a-b478-c150a654d0a1,False,,"[{""id"": 878, ""name"": ""Science Fiction""}]",54908bdd-26a4-4f91-907f-384d013930e6,tt1831196,es,Random Movie Title,An intense drama about the challenges of life and relationships.,9.433503,"[{""name"": ""Tatsunoko Productions Company"", ""id"": 34037}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",1982-09-04,990206.0,In Production,Random Movie Title,9.9,6,2024-01-17 17:36:47
c7d04d7a-7f50-47b6-86e8-60d6dc98cd93,False,,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",caebe92c-57d0-4af6-9633-b35989b8679a,tt2978408,ja,Random Movie Title,A thrilling journey of discovery unfolds in this exciting film.,1.45504,"[{""name"": ""Warner Bros"", ""id"": 34039}, {""name"": ""Pixar Animation Studios"", ""id"": 34040}]","[{""iso_3166_1"": ""US"", ""name"": ""United States""}]",2012-08-25,724902.0,Released,Random Movie Title,7.3,612,2024-01-17 17:36:47
