user_id,adult,belongs_to_collection,genres,id,imdb_id,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,status,title,vote_average,vote_count,dt_current_timestamp
add679de-f3e7-4c40-ba6f-d22df3321d57,True,,"[{""id"": 10749, ""name"": ""Romance""}]",966ce8ef-4aa5-43a2-86bc-094628ac67c8,tt1705737,ja,Random Movie Title,A thrilling journey of discovery unfolds in this exciting film.,4.912789,"[{""name"": ""D.A. Films"", ""id"": 6541}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States""}]",2011-01-18,834589.0,Post Production,Random Movie Title,5.6,184,2024-01-17 17:36:47
1800609c-23cf-4d9f-8bf4-c7c680b35705,False,,"[{""id"": 878, ""name"": ""Science Fiction""}]",5bcf55cb-10eb-418e-909f-ad6383ce9c12,tt7773162,de,Random Movie Title,An intense drama about the challenges of life and relationships.,0.326884,"[{""name"": ""Tatsunoko Productions Company"", ""id"": 34037}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",1992-05-26,477799.0,In Production,Random Movie Title,1.8,835,2024-01-17 17:36:47
3f5ac875-17e3-4cdc-aa31-ff75a720e8b6,True,,"[{""id"": 878, ""name"": ""Science Fiction""}]",9d7b9473-2cdd-435a-a173-3eb5302b9cde,tt4854035,es,Random Movie Title,A comedic tale of mishaps and friendship.,6.434306,"[{""name"": ""Pixar Animation Studios"", ""id"": 34040}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",2004-06-27,784166.0,In Production,Random Movie Title,0.5,812,2024-01-17 17:36:47
d630d856-0c09-4751-b40f-7f40badd9877,True,,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 80, ""name"": ""Crime""}]",6dbf3786-3473-4cb3-988a-f9a8fbfd313d,tt2891359,ja,Random Movie Title,An intense drama about the challenges of life and relationships.,6.845381,"[{""name"": ""Tatsunoko Productions Company"", ""id"": 34037}, {""name"": ""Warner Bros"", ""id"": 34039}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",1985-05-08,891690.0,In Production,Random Movie Title,0.6,327,2024-01-17 17:36:47
c976dd89-42d8-4628-8366-c82833865487,False,,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",969ea822-3bdf-4638-bc50-18893abf5e88,tt9280913,es,Random Movie Title,A comedic tale of mishaps and friendship.,6.288459,"[{""name"": ""Tatsunoko Productions Company"", ""id"": 34037}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States""}]",2010-09-13,960494.0,Post Production,Random Movie Title,3.0,665,2024-01-17 17:36:47
9ea49d18-9774-4f11-ad9e-0f71bed900c2,False,,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",1c9c03dd-fa2a-42ce-981d-308696d44878,tt1120871,fr,Random Movie Title,This is a dramatic story of love and adventure.,8.493318,"[{""name"": ""Pixar Animation Studios"", ""id"": 34040}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",2017-12-24,739994.0,Released,Random Movie Title,6.3,677,2024-01-17 17:36:47
5586bb21-a407-4f19-99f2-b605b8927e91,True,,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}]",7df47adc-1fe4-4a06-8080-bea3c89a5205,tt2357721,ja,Random Movie Title,This is a dramatic story of love and adventure.,1.224949,"[{""name"": ""Studio Ghibli"", ""id"": 34038}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2015-02-03,930210.0,Released,Random Movie Title,5.7,883,2024-01-17 17:36:47
5a65e9c8-b7aa-4971-8ad5-ad8232796064,True,,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 80, ""name"": ""Crime""}]",a85c721b-7feb-4f35-a2de-d166745a3e93,tt9162486,fr,Random Movie Title,This is a dramatic story of love and adventure.,5.157555,"[{""name"": ""Tatsunoko Productions Company"", ""id"": 34037}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1996-08-20,182031.0,In Production,Random Movie Title,3.3,281,2024-01-17 17:36:47
7b4d9344-ad9c-4ff4-badc-0d223f9e2a4d,True,,"[{""id"": 80, ""name"": ""Crime""}]",03824a10-4376-4733-97cc-49841234a83d,tt2297255,de,Random Movie Title,This is a dramatic story of love and adventure.,5.115278,"[{""name"": ""Tatsunoko Productions Company"", ""id"": 34037}]","[{""iso_3166_1"": ""US"", ""name"": ""United States""}]",1985-06-17,641388.0,Released,Random Movie Title,4.6,203,2024-01-17 17:36:47
5798a88a-9121-4536-baa8-1034427911d4,True,,"[{""id"": 18, ""name"": ""Drama""}]",00fef726-c1a5-4adb-a47f-9ebd1cefe03c,tt3935619,fr,Random Movie Title,A thrilling journey of discovery unfolds in this exciting film.,4.909267,"[{""name"": ""Pixar Animation Studios"", ""id"": 34040}, {""name"": ""D.A. Films"", ""id"": 6541}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",1986-11-10,238241.0,Released,Random Movie Title,8.9,217,2024-01-17 17:36:47
46108fd0-2db4-4d6a-a9aa-c3923a9aec88,True,,"[{""id"": 18, ""name"": ""Drama""}]",b6d2c244-9f0b-4652-b146-8a81894bd2fe,tt6886553,es,Random Movie Title,This is a dramatic story of love and adventure.,5.387791,"[{""name"": ""D.A. Films"", ""id"": 6541}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2010-07-14,532410.0,In Production,Random Movie Title,8.2,391,2024-01-17 17:36:47
85c567d6-e450-4a9b-97df-44629d623c82,False,,"[{""id"": 18, ""name"": ""Drama""}]",acb3333a-fbce-439b-825a-a61a9396c079,tt3237782,es,Random Movie Title,A thrilling journey of discovery unfolds in this exciting film.,8.203135,"[{""name"": ""Tatsunoko Productions Company"", ""id"": 34037}, {""name"": ""Pixar Animation Studios"", ""id"": 34040}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",1996-12-18,39587.0,Post Production,Random Movie Title,7.8,823,2024-01-17 17:36:47
e4e7c165-0760-4949-99df-278049d967a6,False,,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10749, ""name"": ""Romance""}]",641dba00-bd95-4b6b-b6a4-497dda1839ad,tt6083366,ja,Random Movie Title,A thrilling journey of discovery unfolds in this exciting film.,5.404745,"[{""name"": ""D.A. Films"", ""id"": 6541}, {""name"": ""Tatsunoko Productions Company"", ""id"": 34037}]","[{""iso_3166_1"": ""US"", ""name"": ""United States""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2008-01-14,903018.0,Post Production,Random Movie Title,8.2,484,2024-01-17 17:36:47
9b843709-219d-4928-9ddf-54bced92dd13,False,,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",28c6e23d-c7af-40cb-9a72-19c91129354a,tt5152746,de,Random Movie Title,A comedic tale of mishaps and friendship.,1.589485,"[{""name"": ""Pixar Animation Studios"", ""id"": 34040}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2011-06-19,988535.0,Released,Random Movie Title,3.4,812,2024-01-17 17:36:47
f60af6de-6a1b-4968-a195-bc22d82aaa64,True,,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",4cce4703-8419-4335-9ef7-96301683012c,tt3302485,es,Random Movie Title,A thrilling journey of discovery unfolds in this exciting film.,8.27778,"[{""name"": ""Tatsunoko Productions Company"", ""id"": 34037}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2019-10-26,159415.0,Post Production,Random Movie Title,9.5,151,2024-01-17 17:36:47
e61a653f-9418-4bba-93fa-90a0e66860df,True,,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}]",33b55c1b-1a6c-441a-af1b-99216e1bf037,tt2766336,de,Random Movie Title,An intense drama about the challenges of life and relationships.,5.096205,"[{""name"": ""Pixar Animation Studios"", ""id"": 34040}, {""name"": ""Studio Ghibli"", ""id"": 34038}]","[{""iso_3166_1"": ""US"", ""name"": ""United States""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2005-05-09,216102.0,Released,Random Movie Title,0.7,754,2024-01-17 17:36:47
0b17c183-a696-4243-94a9-6966ec7a7cf1,True,,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 80, ""name"": ""Crime""}]",b6dc33d3-ac2a-4acf-bdb4-e1afe2595d0c,tt1720284,es,Random Movie Title,This is a dramatic story of love and adventure.,3.72144,"[{""name"": ""Pixar Animation Studios"", ""id"": 34040}, {""name"": ""Tatsunoko Productions Company"", ""id"": 34037}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2012-05-19,682379.0,Post Production,Random Movie Title,2.6,953,2024-01-17 17:36:47
b33913f2-cbe9-4132-8a02-c4f5d4ee643d,False,,"[{""id"": 16, ""name"": ""Animation""}]",7aa8a81e-3a9e-4994-9e7b-f81fa50479b8,tt8510953,fr,Random Movie Title,A comedic tale of mishaps and friendship.,8.858541,"[{""name"": ""Tatsunoko Productions Company"", ""id"": 34037}, {""name"": ""Warner Bros"", ""id"": 34039}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",1988-08-05,114099.0,In Production,Random Movie Title,1.0,264,2024-01-17 17:36:47
77d3d2ab-58ee-4964-b232-6bdc472bdc6e,False,,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 80, ""name"": ""Crime""}]",7a507a6d-a8d2-4bae-8635-8143b5600939,tt1059010,en,Random Movie Title,An intense drama about the challenges of life and relationships.,7.10786,"[{""name"": ""Tatsunoko Productions Company"", ""id"": 34037}, {""name"": ""Warner Bros"", ""id"": 34039}]","[{""iso_3166_1"": ""US"", ""name"": ""United States""}]",2014-11-10,777278.0,Released,Random Movie Title,0.0,58,2024-01-17 17:36:47
cc2c1ce6-898b-45e5-a778-07d58e619a67,True,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}]",d0a5c5ee-9471-4104-954f-9655ef900ea9,tt6192236,fr,Random Movie Title,A comedic tale of mishaps and friendship.,7.281265,"[{""name"": ""Warner Bros"", ""id"": 34039}, {""name"": ""Pixar Animation Studios"", ""id"": 34040}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States""}]",2002-06-10,80156.0,In Production,Random Movie Title,9.0,99,2024-01-17 17:36:47
95a32c11-aea4-4b18-b42c-e3e83fd1bb7e,True,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",5648f641-f366-4b8e-82e6-a29a87091212,tt7986493,de,Random Movie Title,This is a dramatic story of love and adventure.,9.969649,"[{""name"": ""Pixar Animation Studios"", ""id"": 34040}]","[{""iso_3166_1"": ""US"", ""name"": ""United States""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2002-02-22,385240.0,Released,Random Movie Title,0.4,893,2024-01-17 17:36:47
