id,uid,keywords,user_id,dt_current_timestamp
1465,5097feb9-347a-495d-a79e-cdd90c0b5e3e,"[{""id"": 1252, ""name"": ""mutant""}]",35726e25-8e09-45ee-afc7-7a89656bec90,2026-03-05 09:26:04
3524,9fde443d-01e6-42fd-8533-cc4fa31960a2,"[{""id"": 7987, ""name"": ""corruption""}, {""id"": 1351, ""name"": ""detective""}]",3d0c3354-661e-4d8c-9057-9589fdc4fd6d,2026-03-05 09:26:04
4273,ea71ad0e-e15d-4a81-8a43-04d36905f1b7,"[{""id"": 7182, ""name"": ""terror""}]",4fcf4df2-4995-4a6f-a58d-f9fa6c49cc89,2026-03-05 09:26:04
8660,91810f28-3ac9-4a3d-b0e2-d616875aed27,"[{""id"": 694, ""name"": ""courtroom drama""}, {""id"": 4904, ""name"": ""war on terror""}]",bc38a57b-ef09-457d-92dc-589c3baa7b73,2026-03-05 09:26:04
6153,c844b248-b85d-4630-b798-fb6222d5f5d2,"[{""id"": 6997, ""name"": ""court""}, {""id"": 6074, ""name"": ""war on terror""}, {""id"": 2633, ""name"": ""murder""}]",179e3047-f32d-4920-bd01-108629d7b2f2,2026-03-05 09:26:04
3897,e64acfd5-3c09-4867-8e15-32a93fc38f57,"[{""id"": 1772, ""name"": ""corruption""}, {""id"": 706, ""name"": ""economic theory""}, {""id"": 4306, ""name"": ""independent film""}]",8f38b137-b5ba-4874-8601-f38fedfae979,2026-03-05 09:26:04
7759,21a7f5df-1958-40ac-89c6-62dc46705902,"[{""id"": 2424, ""name"": ""war on terror""}, {""id"": 189, ""name"": ""terror""}]",92993826-3a02-4c71-a5f0-c582022173f0,2026-03-05 09:26:04
7088,7b610095-8804-4a0f-b5ea-8179bee86c25,"[{""id"": 3097, ""name"": ""war on terror""}]",9b6e5d77-df9c-4d56-860e-8b76432dcdbd,2026-03-05 09:26:04
1122,b062ecc4-b01f-4179-9abc-55ac86c778f8,"[{""id"": 5414, ""name"": ""court""}, {""id"": 317, ""name"": ""courtroom drama""}, {""id"": 5700, ""name"": ""detective""}]",1d8758e4-e2ae-455d-8be4-024a0936ea21,2026-03-05 09:26:04
3088,9e8c9679-f837-49ef-9848-7c5954920d65,"[{""id"": 969, ""name"": ""hip-hop""}, {""id"": 1959, ""name"": ""mutant""}, {""id"": 9153, ""name"": ""war on terror""}]",61bb05aa-22a8-465e-b6f9-ca1cd70ed271,2026-03-05 09:26:04
3265,18cdbe01-2514-4b39-ad8d-ff35b907505b,"[{""id"": 7009, ""name"": ""murder""}]",5b044e6e-0cad-4135-a32c-18d842b5f459,2026-03-05 09:26:04
5563,f4286700-3b3c-4905-8237-f4861b4900bf,"[{""id"": 3725, ""name"": ""court""}, {""id"": 4677, ""name"": ""murder""}, {""id"": 6669, ""name"": ""war on terror""}]",be574c59-0213-4d31-ba68-339c78c0ccd1,2026-03-05 09:26:04
8541,8b5021d6-90a3-42c0-8890-b49bd7d6c476,"[{""id"": 8712, ""name"": ""hip-hop""}, {""id"": 7751, ""name"": ""mutant""}]",8fe7de81-06e3-46d0-97e6-5a0023b69478,2026-03-05 09:26:04
3425,e8440365-15c8-4e3d-acf6-dba98ed60235,"[{""id"": 5381, ""name"": ""economic theory""}, {""id"": 7898, ""name"": ""war on terror""}, {""id"": 2813, ""name"": ""court""}]",030a18ab-4156-4003-8255-d4d9f419a60d,2026-03-05 09:26:04
3672,20ba7711-c5d0-416a-9ce0-9a06b08f6bdf,"[{""id"": 8600, ""name"": ""court""}, {""id"": 5325, ""name"": ""mutant""}]",efdeb6d8-97b8-4f78-aae1-ca5d97d1beab,2026-03-05 09:26:04
8677,ae6ea408-96a7-4ca7-b0f6-5b19392b57d1,"[{""id"": 8442, ""name"": ""court""}, {""id"": 5577, ""name"": ""independent film""}, {""id"": 9837, ""name"": ""hip-hop""}]",89dee1c9-9245-4103-83a7-d876d55162aa,2026-03-05 09:26:04
8871,bdca79b7-ccc4-4ac0-9f54-59cb45f68d05,"[{""id"": 6053, ""name"": ""detective""}, {""id"": 8520, ""name"": ""corruption""}]",6b839654-91cf-491b-a680-287a73e56217,2026-03-05 09:26:04
5909,0cf6ad54-9a1a-4a49-859a-4f80ff724375,"[{""id"": 8558, ""name"": ""court""}]",10437100-cb33-4024-8b96-8e6c704f092f,2026-03-05 09:26:04
9363,510a35c3-e704-41f9-bd49-c16f65004df0,"[{""id"": 7952, ""name"": ""war on terror""}, {""id"": 6257, ""name"": ""independent film""}, {""id"": 3707, ""name"": ""court""}]",23eef11e-e99f-402f-8e2a-08dbe87dcd80,2026-03-05 09:26:04
