id,uid,variety,topping,flavor,user_id,dt_current_timestamp
4642,807af64f-ba66-4545-845d-685dd2dfd578,Doughnut,Berry Compote,Chocolate,edbd5dc9-b76a-4820-a34c-c2fc9c5282f6,2026-03-05 09:25:56
5592,8a478f57-4358-4ad2-8d96-4872ad131ed0,Cookie,Berry Compote,Chocolate,306c2d46-bb64-45c0-94e3-8fbead36c68b,2026-03-05 09:25:56
7284,e80f0db8-38b2-4b16-b38d-7c046713e2fa,Doughnut,Glaze,Cherry,bbcecfd9-7a50-40de-8f63-2c3a00d79df1,2026-03-05 09:25:56
5286,c730e568-add3-4bea-93e4-13b9d64ec4f2,Cheesecake,Mocha Drizzle,Peanut Butter,73af6f35-fee4-40c1-a5cd-0f9dd06f5945,2026-03-05 09:25:56
9507,0e75c8ef-7a81-4ef6-b243-a2c4f157fa91,Cookie,Berry Compote,Espresso,a80f16d1-b278-454d-8009-da0932098cfd,2026-03-05 09:25:56
4609,2e99b457-f366-4006-a79e-b15406116a27,Doughnut,Glaze,Cherry,6f8a3432-9217-4a71-87cb-7c2afaa8693c,2026-03-05 09:25:56
7062,150bdb15-3b92-48e0-96c0-73925c5ce1db,Pudding,Granola,Chocolate,d727ef45-d576-4b18-ac4f-f7af48eb75ca,2026-03-05 09:25:56
1438,afafcbc9-5c0e-4dd3-808c-614394976014,Pie,Mocha Drizzle,Cookies 'n Cream,13668e4b-7947-4886-a32d-012ef6f6993d,2026-03-05 09:25:56
7272,27c87799-372b-4cac-b19c-462a2bc50d58,Doughnut,Toffee Bits,Peanut Butter,2acdd783-adb2-40e5-a174-4912d768fcbc,2026-03-05 09:25:56
5154,615702e3-5a15-4a58-9356-7c3b0de6fc2d,Cheesecake,Walnuts,Cookies 'n Cream,8a3119ec-3e95-4c37-b987-a0dec88f2119,2026-03-05 09:25:56
6413,0fb6a921-7a91-4c24-9b7d-7b9683fe5d9c,Doughnut,Glaze,Butter Pecan,236f6d94-0c1e-402c-b45e-d50505288d06,2026-03-05 09:25:56
2909,6ea4c1f8-3ed5-48fd-b3e3-8cfe39a0d993,Doughnut,Glaze,Espresso,d849256c-dc92-45ec-b226-fc0073d84b94,2026-03-05 09:25:56
2742,35f397bf-f945-4a11-98ec-2446333af69d,Cake,Chocolate Chips,Cherry,edda594b-abfe-4637-9748-8777a22e65ad,2026-03-05 09:25:56
5143,fc3855c4-5c18-464a-9068-d67820219fce,Doughnut,Chocolate Chips,Cherry,21fbb95e-2e1b-4b77-90c4-267024ee296f,2026-03-05 09:25:56
1244,0e88ff20-a744-414e-921d-8c743ef122d8,Cookie,Mocha Drizzle,Cherry,15d45547-755d-4e79-b2d5-35018e1af217,2026-03-05 09:25:56
9573,705004cb-1f24-4559-a6c6-248ec89b6b58,Cake,Walnuts,Espresso,295fd979-a477-4897-8c93-f772c5269654,2026-03-05 09:25:56
8702,25c6e401-cee8-482f-bdf2-e6dfeb47c6d0,Pie,Toffee Bits,Cherry,7d2ede05-d102-4a62-9cdc-0beb93b94a1f,2026-03-05 09:25:56
2018,08abe047-db44-40d5-bd7c-ef58c52223e0,Pie,Mocha Drizzle,Chocolate,e26ce6a6-3400-40db-a74c-28d885bb7d84,2026-03-05 09:25:56
2888,a7287550-a9c4-4bec-bf9d-3b416c3fd69b,Cake,Chocolate Chips,Butter Pecan,dbc59a06-65c7-407c-a88d-06287c0753ee,2026-03-05 09:25:56
7058,564599a8-911a-482f-bdac-30ed4b389a73,Doughnut,Berry Compote,Peanut Butter,1c668599-a7e9-41bb-a754-98febeece97f,2026-03-05 09:25:56
9705,273e6d30-7054-4a3d-b5be-aafa3ca42886,Doughnut,Berry Compote,Cookies 'n Cream,b78cc0f4-c582-4ec6-a0b1-ca8b399bcdad,2026-03-05 09:25:56
