id,uid,variety,topping,flavor,user_id,dt_current_timestamp
4016,fc2e35dc-73d9-403c-ae29-728d86957b3b,Doughnut,Toffee Bits,Espresso,35726e25-8e09-45ee-afc7-7a89656bec90,2026-03-05 09:25:55
9377,fc4921ec-cbfa-4884-aca0-bd0db3ab82d0,Pie,Granola,Peanut Butter,3d0c3354-661e-4d8c-9057-9589fdc4fd6d,2026-03-05 09:25:55
7317,2d8a903e-2cae-4c58-9893-3b3523cba09b,Pie,Berry Compote,Espresso,4fcf4df2-4995-4a6f-a58d-f9fa6c49cc89,2026-03-05 09:25:55
7585,60644486-8c20-42a9-9829-5d1bf930149b,Doughnut,Glaze,Cherry,bc38a57b-ef09-457d-92dc-589c3baa7b73,2026-03-05 09:25:55
2623,37ebdc33-1a1b-485e-80cf-9a92c59af976,Cheesecake,Mocha Drizzle,Butter Pecan,179e3047-f32d-4920-bd01-108629d7b2f2,2026-03-05 09:25:55
9046,fd7320c7-9694-4521-a2de-232b7dc25389,Doughnut,Granola,Cherry,8f38b137-b5ba-4874-8601-f38fedfae979,2026-03-05 09:25:55
7092,b26a2c58-1efb-470f-a193-3cde906dd873,Pudding,Glaze,Cherry,92993826-3a02-4c71-a5f0-c582022173f0,2026-03-05 09:25:55
7417,9bc64263-549b-48bf-9022-5eefc2e9c94e,Pie,Berry Compote,Chocolate,9b6e5d77-df9c-4d56-860e-8b76432dcdbd,2026-03-05 09:25:55
5264,bab7aed2-66ca-4cb6-9954-e626291728ba,Pudding,Walnuts,Chocolate,1d8758e4-e2ae-455d-8be4-024a0936ea21,2026-03-05 09:25:55
4082,b7057650-f016-416a-b7f9-1da0458e0495,Pudding,Granola,Chocolate,61bb05aa-22a8-465e-b6f9-ca1cd70ed271,2026-03-05 09:25:55
7631,9dc8c649-7cf9-4c87-9037-dd4103d8d877,Pie,Berry Compote,Peanut Butter,5b044e6e-0cad-4135-a32c-18d842b5f459,2026-03-05 09:25:55
6481,91593bfd-a674-4371-a0f9-5a31a2a9dfef,Pie,Mocha Drizzle,Butter Pecan,be574c59-0213-4d31-ba68-339c78c0ccd1,2026-03-05 09:25:55
4692,20074155-c0cd-4365-99f9-7debcdf2b4fa,Cookie,Berry Compote,Cherry,8fe7de81-06e3-46d0-97e6-5a0023b69478,2026-03-05 09:25:55
2149,0a6defed-3036-4a38-8275-f9e8446c5be9,Cake,Mocha Drizzle,Butter Pecan,030a18ab-4156-4003-8255-d4d9f419a60d,2026-03-05 09:25:55
1063,e8d3a1cd-4ee8-4998-a7b4-b6e481abba3c,Pudding,Mocha Drizzle,Butter Pecan,efdeb6d8-97b8-4f78-aae1-ca5d97d1beab,2026-03-05 09:25:55
8326,a1e157e3-fcfe-42c0-8be5-95cd780cbf07,Cheesecake,Toffee Bits,Butter Pecan,89dee1c9-9245-4103-83a7-d876d55162aa,2026-03-05 09:25:55
5713,5ef6d266-2a07-4b7b-9d7b-fbeb2a80e530,Cookie,Mocha Drizzle,Chocolate,6b839654-91cf-491b-a680-287a73e56217,2026-03-05 09:25:55
1491,3de40839-1d76-4b35-aacc-cc77623167b4,Cookie,Granola,Chocolate,10437100-cb33-4024-8b96-8e6c704f092f,2026-03-05 09:25:55
4246,7cf4f0b4-8d53-4261-9a8c-d44ecd47820c,Cheesecake,Chocolate Chips,Peanut Butter,23eef11e-e99f-402f-8e2a-08dbe87dcd80,2026-03-05 09:25:55
3866,163a22fc-ef59-4900-a718-cf25ffc518ed,Cheesecake,Mocha Drizzle,Cookies 'n Cream,60122ab7-0774-4bf7-a96a-505d1409ea4f,2026-03-05 09:25:55
7665,f2c00727-907d-44de-80c4-a3da77565061,Pie,Chocolate Chips,Butter Pecan,5c1ded0c-7b90-47a5-95cd-5bd04cfd9ac2,2026-03-05 09:25:55
2865,5daeb354-60c4-4305-9319-0b29f87a2e51,Doughnut,Glaze,Cherry,a8315779-43f0-45b2-8632-c3aad54fc205,2026-03-05 09:25:55
8117,eabb077f-f8fb-4e5c-89a3-2ad6df53326d,Doughnut,Mocha Drizzle,Cookies 'n Cream,3e32c90e-bba7-42e7-a7fa-5748323bd320,2026-03-05 09:25:55
4533,8b2c292f-81f2-4e81-bc08-4714f999d9fe,Doughnut,Mocha Drizzle,Chocolate,f0ea2b2b-1e16-4819-baad-aca7ec925b28,2026-03-05 09:25:55
4238,3b76b75d-a54f-4a76-8324-110cb11d9cab,Cookie,Granola,Chocolate,6de7e7d7-5344-4bf2-a3ec-9ba7f0556ec4,2026-03-05 09:25:55
1320,fe36b3ec-d22c-479d-9542-22b4eb7877e4,Cheesecake,Granola,Butter Pecan,28d3c401-deab-4645-ab55-3073fc23221c,2026-03-05 09:25:55
8867,01e86e2c-016f-431d-9cf7-e7809ffc80cf,Pudding,Glaze,Butter Pecan,fa2a4f1c-7703-49a3-be83-b6f7a14e73e2,2026-03-05 09:25:55
1648,5bf0433d-1aea-4ac4-a0a4-df58e36577d2,Cheesecake,Mocha Drizzle,Espresso,50b0878a-7702-41cb-85f6-91612b6d299f,2026-03-05 09:25:55
7503,2d596947-75be-4e57-8763-6485fb63d97b,Cheesecake,Chocolate Chips,Cookies 'n Cream,6f416927-07cc-45f4-ba33-44cde18bf07e,2026-03-05 09:25:55
7466,43244782-222c-4d06-b637-7f7617fe1fe3,Cheesecake,Glaze,Butter Pecan,61195b8f-e85a-4e3a-bcc9-a4eb9f302c15,2026-03-05 09:25:55
1806,341a95fb-47b0-42d1-b6e7-e8d27f2e3a82,Cookie,Chocolate Chips,Chocolate,2d196d8b-7d75-422a-832c-31fd6dc7f53c,2026-03-05 09:25:55
3063,1827f0be-7b29-4d2f-a613-ec29d133ba84,Cookie,Walnuts,Peanut Butter,3c23c16a-9a56-41b0-842f-060e18590adb,2026-03-05 09:25:55
4161,5172b37c-3721-4198-96ac-6d025beb4237,Pudding,Chocolate Chips,Cherry,39b3ad0a-10bd-4546-8d30-22efb6eb1263,2026-03-05 09:25:55
2510,18efa04f-e251-494e-8a28-afabeae15930,Cake,Glaze,Espresso,66232383-80da-48be-9ad6-55f2db82aef4,2026-03-05 09:25:55
4605,7c72982b-f49e-4936-ae65-d732bd930ddb,Pudding,Walnuts,Cookies 'n Cream,dbffa27a-e897-4005-8b63-305b6a75e613,2026-03-05 09:25:55
6851,0ca3a5a0-eee5-43c5-bcf9-7e39e7fa9a26,Cookie,Mocha Drizzle,Chocolate,790b2af4-3114-4781-826f-3773ac38678d,2026-03-05 09:25:55
1396,144cf0a0-e0c2-4e0a-b0ac-edd2fb3848ea,Pie,Granola,Butter Pecan,d368579c-4464-49a7-bb8b-95dbf23aceff,2026-03-05 09:25:55
3076,3cf74d5a-9b1b-40d9-baaa-26f568b63d27,Cake,Mocha Drizzle,Cherry,4dd770f9-fc92-4a69-8520-42eaf6345f3c,2026-03-05 09:25:55
6050,daf101b8-180a-4166-ba36-d8b28beff517,Cake,Toffee Bits,Espresso,a4bfa4e0-60cc-462b-a223-a96f515306a3,2026-03-05 09:25:55
7129,af3b5f33-69aa-4f67-bbb6-c3f920956463,Pudding,Granola,Chocolate,ac5daead-2443-4c20-975d-439866b443cb,2026-03-05 09:25:55
7415,14ae2314-5da2-4df1-9c47-5b8764d9fc8c,Cheesecake,Chocolate Chips,Peanut Butter,2cd1026a-ca7b-492c-a6a4-94682414cd53,2026-03-05 09:25:55
4886,ddbda0b3-6d2b-484e-ac4c-913ac64e3630,Cake,Glaze,Espresso,2e4d7096-b5fb-413b-9129-702e5e6fc0c2,2026-03-05 09:25:55
2957,85cbf9e5-cff1-4e26-ae34-2c664e7f67aa,Cheesecake,Toffee Bits,Cherry,d16dee01-9e32-49a8-bcb1-e70be4f1e4f5,2026-03-05 09:25:55
8271,7363501a-2729-45dc-841b-8a3a86cfe539,Cake,Mocha Drizzle,Peanut Butter,e4d00e5b-1455-4eaf-9903-34c7bcf37a8a,2026-03-05 09:25:55
8118,e42de531-04e9-47d7-b257-f49c2c3f3ce3,Cookie,Granola,Peanut Butter,cf1d90fd-21fd-4ebb-aaa8-d607a678ed17,2026-03-05 09:25:55
2927,70e9b25b-ef36-49f9-af04-d3ff01e7cac3,Cheesecake,Glaze,Espresso,9e65fb0a-86a0-4986-9676-9df087e4f21d,2026-03-05 09:25:55
7426,a53d0f14-1e99-42ab-94c1-9c5203e79b79,Cookie,Chocolate Chips,Espresso,13eb67ed-5b86-470e-a2d0-a13936ffabb6,2026-03-05 09:25:55
4612,d059b592-4154-41d0-a5fd-d87aecc25022,Doughnut,Glaze,Espresso,8c1070f8-07ab-4721-916f-3742b28760a9,2026-03-05 09:25:55
8045,b91e1dd7-60aa-4365-991e-d4733e7dc391,Cake,Chocolate Chips,Chocolate,d391f38e-1feb-47a6-aa9e-6f2c1593d417,2026-03-05 09:25:55
8969,64230f63-0023-4cc8-859d-ee163d3f858b,Cheesecake,Berry Compote,Peanut Butter,00c59ef5-1234-42a0-8fbd-2b3bb2925e13,2026-03-05 09:25:55
9556,87afea9d-33c3-41ca-a6a5-6d6715262e3c,Cheesecake,Chocolate Chips,Cookies 'n Cream,82e7a68e-9c6e-4dde-888c-18dab6fe103f,2026-03-05 09:25:55
8920,057c742f-524d-44f6-af71-55a186df7b54,Cake,Berry Compote,Chocolate,fcbcc200-443a-4c68-b081-2c4849ce1da1,2026-03-05 09:25:55
8301,aa71aae2-9c53-407f-b04f-b0f140d980de,Pie,Chocolate Chips,Cherry,23e44219-cbfb-4f5a-94b9-c4ba1334c630,2026-03-05 09:25:55
5907,d10de696-6932-478e-8e55-6f183cd02bb3,Pudding,Walnuts,Espresso,84cb7e2b-ab9c-47a2-b40e-5f7166d55ad0,2026-03-05 09:25:55
3029,8f312c01-ce9b-4aa0-a74f-f9aa836db444,Pie,Berry Compote,Cookies 'n Cream,22f25bf3-0ad3-41f6-9d05-957107dad75f,2026-03-05 09:25:55
1312,bc360674-ec04-4d86-8cfd-afd8d1dce350,Cake,Walnuts,Espresso,5897bb0c-ddf4-4259-8cab-68539828c132,2026-03-05 09:25:55
7411,e2064fe1-edc7-4b21-ae93-77f7b9f864b6,Cheesecake,Berry Compote,Chocolate,a004d646-b1bc-41a1-bf66-170f695c5315,2026-03-05 09:25:55
5072,59aa21d1-fb33-4de8-8da6-e5ff0d5e8117,Cheesecake,Granola,Cherry,b223c00f-be76-472b-9414-a43d9b56a5f7,2026-03-05 09:25:55
4568,ffc4f494-670f-405b-a384-3df9be21d80f,Doughnut,Glaze,Cookies 'n Cream,023ef014-70ab-48ac-8dbb-3e2cf6330e19,2026-03-05 09:25:55
5851,cbe310eb-446d-4114-9ec7-3aca8c1224f9,Doughnut,Granola,Butter Pecan,4988de9d-35cf-4acd-9a09-ec67c350ad34,2026-03-05 09:25:55
2230,7014580b-3c20-4a84-8a66-4ff6d799e1b4,Cheesecake,Chocolate Chips,Espresso,772ed993-78a3-448c-ab29-5d5efe771c3a,2026-03-05 09:25:55
3472,b4380f32-0a6c-4928-8057-8a2ab4b9bd5c,Doughnut,Granola,Chocolate,eaf572e9-dd2f-4123-97f1-9cc0abc62fda,2026-03-05 09:25:55
1032,e1fb04f6-901d-4f67-8361-17e78fd30115,Cake,Toffee Bits,Peanut Butter,fe6da023-3889-4389-b607-c527a73a006b,2026-03-05 09:25:55
7993,8a8a317e-9a8d-4579-82a0-96ef2962e5ec,Doughnut,Berry Compote,Cherry,35078ab2-072e-4a61-89a4-e26fdcc651eb,2026-03-05 09:25:55
5871,7d2dcfa5-25df-4d14-b725-05faae9fd4a6,Cookie,Chocolate Chips,Butter Pecan,de2e45ca-13af-4e52-ba48-cdc2bc661137,2026-03-05 09:25:55
1405,671e093d-b3d5-4926-93d6-b620972f3da7,Cookie,Berry Compote,Espresso,60a3cba2-8e6c-4ba4-8eaa-d09bbc217b7c,2026-03-05 09:25:55
9204,e787bb18-10a8-435c-8a8c-f0dd97cbefb2,Cookie,Granola,Cookies 'n Cream,387abe7c-bc60-418c-b730-eaf9918e4f92,2026-03-05 09:25:55
9742,00a5b590-8ba8-4983-b704-777326e94524,Cheesecake,Granola,Butter Pecan,83445ec1-e0ba-4ab0-9246-6d241c72f671,2026-03-05 09:25:55
2208,e3ed9802-868a-4a67-af89-e40a0713a1e7,Cheesecake,Berry Compote,Cherry,5882bc13-7749-4417-9f62-76d964b5558a,2026-03-05 09:25:55
7957,7bda33f4-6c85-4bf0-959c-971c13723dba,Cookie,Mocha Drizzle,Butter Pecan,fd006eec-5cfe-4f81-9a9b-3ce26c20519c,2026-03-05 09:25:55
5075,935bbe52-b9c8-4ba3-ad7f-96136fc60fce,Pudding,Walnuts,Chocolate,bc240365-789d-4583-a01b-b5e1becda6fc,2026-03-05 09:25:55
1385,2e02c8e0-fec8-4f5b-8fc9-014eeb250571,Cake,Chocolate Chips,Peanut Butter,05269db4-fee9-4689-9d56-25e792846f66,2026-03-05 09:25:55
7338,f6cc58f4-71ec-4c23-ac15-25333718c26a,Cake,Chocolate Chips,Cherry,680beeb1-3a07-40a5-b880-43768db3e54d,2026-03-05 09:25:55
