id,uid,variety,topping,flavor,user_id,dt_current_timestamp
1928,5887c7c8-4a36-44a1-9bf7-7cc529e4eccd,Cookie,Chocolate Chips,Butter Pecan,c693482a-c2ec-4178-bab1-f6ec3704849b,2026-03-05 09:25:55
8499,a4b0d0c0-5dc2-4ddd-8d99-afdc59a1614b,Cake,Berry Compote,Peanut Butter,3f7a2b6d-0812-49a7-be48-2b5ce5da9f9c,2026-03-05 09:25:55
2888,2b18dd6f-c5e4-44f4-b02e-44b37b7b6182,Cookie,Mocha Drizzle,Butter Pecan,010430a1-0c76-4725-990a-256c1dfe019e,2026-03-05 09:25:55
5453,6c6dc93e-e5ab-433a-bdd7-e72c5220f324,Doughnut,Berry Compote,Cherry,0dd73d70-947a-4fdf-9da0-c29397f3d89e,2026-03-05 09:25:55
6374,d4f78e7e-41ed-45c1-8eea-adab4e4b3d91,Doughnut,Toffee Bits,Espresso,5a370dbc-130c-48ff-b576-f76afc1fc763,2026-03-05 09:25:55
4237,4ea24c4d-f15b-4325-9acf-e014a8feea10,Pudding,Walnuts,Cherry,e52b4947-8e78-4cac-acec-af0cee129c4e,2026-03-05 09:25:55
4152,e24eaefe-0255-465d-ad99-af9ce10f24ab,Cookie,Toffee Bits,Espresso,caa8e518-c09f-4015-b1fb-aab0c8450c10,2026-03-05 09:25:55
1039,805f571f-e168-4e14-bb52-dc0b67a853af,Pudding,Walnuts,Butter Pecan,65345790-0aaa-4c85-900b-1be7a9d8b158,2026-03-05 09:25:55
9384,b30fbf8c-413c-4323-80f5-0b52a3cbccb6,Pudding,Chocolate Chips,Chocolate,2ce1077b-87d8-41e2-9c17-3031b1c51c3e,2026-03-05 09:25:55
1956,32ca304a-496c-4e90-8afd-df6d3af0240a,Cake,Granola,Cookies 'n Cream,adb9fb9c-4193-47d9-9cd5-8d639a31e914,2026-03-05 09:25:55
7926,26f6bef4-ef46-4ce5-942d-51678fc5d29f,Cheesecake,Berry Compote,Cookies 'n Cream,9030bce8-a058-4a39-aada-42d8fa278937,2026-03-05 09:25:55
7436,087ba938-8959-4f78-b2f6-c6fc86c86e1a,Doughnut,Glaze,Cherry,7e042332-7aab-44ae-b995-0e9dcbb707ea,2026-03-05 09:25:55
9414,5e6528ca-1c9e-4d0e-99b0-5df2abb2573b,Cheesecake,Walnuts,Cookies 'n Cream,6e738b88-d865-4e17-90ff-9e1e104b873c,2026-03-05 09:25:55
7251,d3c17ab7-26ea-41cf-b570-104c9837daa2,Pie,Toffee Bits,Chocolate,8706fc06-22d6-48ee-85eb-45f4fc4c93ee,2026-03-05 09:25:55
