id,color,department,material,product_name,price,price_string,promo_code,user_id,dt_current_timestamp
6294,red,Fashion,Rubber,Running Shoes,152.2,152.20,DISCOUNT98,35726e25-8e09-45ee-afc7-7a89656bec90,2026-03-05 09:25:37
2599,blue,Audio,Plastic,Bluetooth Headphones,228.04,228.04,DISCOUNT71,3d0c3354-661e-4d8c-9057-9589fdc4fd6d,2026-03-05 09:25:37
2193,yellow,Audio,Cotton,Smart TV,71.74,71.74,DISCOUNT69,4fcf4df2-4995-4a6f-a58d-f9fa6c49cc89,2026-03-05 09:25:37
3712,blue,Kitchen,Rubber,Bluetooth Headphones,169.21,169.21,DISCOUNT19,bc38a57b-ef09-457d-92dc-589c3baa7b73,2026-03-05 09:25:37
4849,red,Electronics,Metal,Smart TV,384.08,384.08,DISCOUNT68,179e3047-f32d-4920-bd01-108629d7b2f2,2026-03-05 09:25:37
8206,blue,Electronics,Metal,Bluetooth Headphones,337.24,337.24,DISCOUNT27,8f38b137-b5ba-4874-8601-f38fedfae979,2026-03-05 09:25:37
6777,green,Fashion,Plastic,Bluetooth Headphones,318.25,318.25,DISCOUNT55,92993826-3a02-4c71-a5f0-c582022173f0,2026-03-05 09:25:37
1005,yellow,Electronics,Plastic,Leather Wallet,460.26,460.26,DISCOUNT26,9b6e5d77-df9c-4d56-860e-8b76432dcdbd,2026-03-05 09:25:37
8423,green,Fashion,Rubber,Bluetooth Headphones,89.75,89.75,DISCOUNT84,1d8758e4-e2ae-455d-8be4-024a0936ea21,2026-03-05 09:25:37
7319,green,Electronics,Metal,Leather Wallet,380.94,380.94,DISCOUNT91,61bb05aa-22a8-465e-b6f9-ca1cd70ed271,2026-03-05 09:25:37
7912,green,Footwear,Cotton,Smart TV,151.91,151.91,DISCOUNT74,5b044e6e-0cad-4135-a32c-18d842b5f459,2026-03-05 09:25:37
2051,green,Fashion,Rubber,Bluetooth Headphones,287.26,287.26,DISCOUNT21,be574c59-0213-4d31-ba68-339c78c0ccd1,2026-03-05 09:25:37
