id,color,department,material,product_name,price,price_string,promo_code,user_id,dt_current_timestamp
1708,green,Footwear,Cotton,Bluetooth Headphones,79.13,79.13,DISCOUNT18,5bd91847-045e-4332-ad74-370463dada90,2026-03-05 09:25:37
6932,blue,Footwear,Leather,Leather Wallet,369.55,369.55,DISCOUNT53,e0443817-8bbf-4b11-a984-5de1a4a28d42,2026-03-05 09:25:37
7143,yellow,Electronics,Cotton,Bluetooth Headphones,262.92,262.92,DISCOUNT46,4e49a9d2-b2f6-42c4-806a-f7a6b685cc97,2026-03-05 09:25:37
9576,blue,Kitchen,Leather,Smart TV,339.05,339.05,DISCOUNT39,24ba4213-c0b2-4c5d-af3c-5323f296cd61,2026-03-05 09:25:37
8463,red,Kitchen,Rubber,Running Shoes,474.2,474.20,DISCOUNT23,46791641-20b6-45f0-a73f-a228daf38c26,2026-03-05 09:25:37
9723,red,Footwear,Cotton,Leather Wallet,392.48,392.48,DISCOUNT76,43a698f1-b709-476c-b006-9993b6d232b9,2026-03-05 09:25:37
8859,red,Kitchen,Plastic,Bluetooth Headphones,315.46,315.46,DISCOUNT71,016e945c-fb93-4ca2-bb86-df8f242fe0eb,2026-03-05 09:25:37
4631,purple,Audio,Leather,Bluetooth Headphones,198.47,198.47,DISCOUNT78,65bc9f01-4cdf-4424-92c1-7d68ed8391f5,2026-03-05 09:25:37
1552,blue,Audio,Metal,Coffee Maker,400.75,400.75,DISCOUNT93,b3094d74-b22c-47fe-881c-66626fc376ed,2026-03-05 09:25:37
2663,red,Audio,Metal,Smart TV,290.26,290.26,DISCOUNT96,4277267a-8b99-4bf1-93d7-486b9d305715,2026-03-05 09:25:37
9324,purple,Electronics,Plastic,Leather Wallet,270.73,270.73,DISCOUNT61,4773a063-b937-4eac-be68-b92e3f810bf7,2026-03-05 09:25:37
6172,blue,Kitchen,Rubber,Bluetooth Headphones,173.34,173.34,DISCOUNT20,2d4e8f7b-72ea-43b3-a06f-35f5480b5081,2026-03-05 09:25:37
5228,red,Audio,Plastic,Smart TV,455.38,455.38,DISCOUNT44,59e714b0-4fdb-46d6-a71c-6d2d83905ada,2026-03-05 09:25:37
7422,red,Fashion,Cotton,Running Shoes,165.86,165.86,DISCOUNT41,3d39f01e-0bdc-4689-85c3-be491e956e06,2026-03-05 09:25:37
1418,blue,Electronics,Rubber,Running Shoes,399.71,399.71,DISCOUNT96,ac91257f-e82f-426a-97d9-378e55b13f58,2026-03-05 09:25:37
2683,purple,Kitchen,Leather,Leather Wallet,426.32,426.32,DISCOUNT97,4909d4ac-60e7-4faf-bd98-0d6b91f9f2b5,2026-03-05 09:25:37
9355,blue,Audio,Leather,Leather Wallet,462.32,462.32,DISCOUNT36,d38814a3-60a6-44bc-a3c7-5f02070629bc,2026-03-05 09:25:37
3526,yellow,Electronics,Plastic,Leather Wallet,155.39,155.39,DISCOUNT60,b92164ab-0fae-4ab6-b6b4-214ddb57d817,2026-03-05 09:25:37
2195,green,Kitchen,Metal,Running Shoes,446.25,446.25,DISCOUNT94,b89ec510-1502-4748-a5f8-49028ccec01d,2026-03-05 09:25:37
6922,yellow,Audio,Rubber,Smart TV,71.56,71.56,DISCOUNT67,c7e9646a-76b6-4397-8f93-64363c372a66,2026-03-05 09:25:37
1504,blue,Audio,Leather,Bluetooth Headphones,63.66,63.66,DISCOUNT29,c3842d2c-a55e-44ed-96b0-4287496c1b46,2026-03-05 09:25:37
5128,blue,Audio,Rubber,Bluetooth Headphones,256.53,256.53,DISCOUNT43,6a91ad59-a56b-470b-b95e-2d3474d67bca,2026-03-05 09:25:37
6161,blue,Kitchen,Cotton,Smart TV,244.68,244.68,DISCOUNT17,878f9876-1920-4c22-a155-032dfcf007fc,2026-03-05 09:25:37
1619,purple,Fashion,Rubber,Smart TV,144.68,144.68,DISCOUNT94,379e40b2-4d3f-40d7-9b6f-58487390fce9,2026-03-05 09:25:37
1516,red,Electronics,Rubber,Coffee Maker,61.12,61.12,DISCOUNT17,73f12156-751f-4f92-b4ac-7d95e880f59d,2026-03-05 09:25:37
9978,yellow,Electronics,Plastic,Running Shoes,275.24,275.24,DISCOUNT69,2bc6f80c-c223-465d-b091-99680d93b09a,2026-03-05 09:25:37
8264,red,Electronics,Leather,Leather Wallet,336.01,336.01,DISCOUNT10,4f31692b-2383-4cc4-9a16-123ac6c717ab,2026-03-05 09:25:37
8082,blue,Kitchen,Plastic,Coffee Maker,450.18,450.18,DISCOUNT39,53849af9-0119-47ed-96b7-9aab87171704,2026-03-05 09:25:37
3076,blue,Kitchen,Plastic,Leather Wallet,440.42,440.42,DISCOUNT46,35c8041f-1c01-471d-9801-9a91fbb19fd1,2026-03-05 09:25:37
