id,color,department,material,product_name,price,price_string,promo_code,user_id,dt_current_timestamp
3884,green,Footwear,Metal,Coffee Maker,489.92,489.92,DISCOUNT72,edbd5dc9-b76a-4820-a34c-c2fc9c5282f6,2026-03-05 09:25:39
6778,purple,Audio,Plastic,Bluetooth Headphones,122.95,122.95,DISCOUNT68,306c2d46-bb64-45c0-94e3-8fbead36c68b,2026-03-05 09:25:39
3642,red,Electronics,Plastic,Bluetooth Headphones,69.17,69.17,DISCOUNT56,bbcecfd9-7a50-40de-8f63-2c3a00d79df1,2026-03-05 09:25:39
7935,purple,Electronics,Metal,Leather Wallet,293.17,293.17,DISCOUNT84,73af6f35-fee4-40c1-a5cd-0f9dd06f5945,2026-03-05 09:25:39
2649,blue,Electronics,Rubber,Bluetooth Headphones,353.86,353.86,DISCOUNT50,a80f16d1-b278-454d-8009-da0932098cfd,2026-03-05 09:25:39
4905,yellow,Footwear,Plastic,Bluetooth Headphones,346.34,346.34,DISCOUNT84,6f8a3432-9217-4a71-87cb-7c2afaa8693c,2026-03-05 09:25:39
7643,red,Kitchen,Cotton,Running Shoes,159.74,159.74,DISCOUNT90,d727ef45-d576-4b18-ac4f-f7af48eb75ca,2026-03-05 09:25:39
1017,purple,Kitchen,Metal,Smart TV,149.22,149.22,DISCOUNT37,13668e4b-7947-4886-a32d-012ef6f6993d,2026-03-05 09:25:39
8363,green,Fashion,Metal,Coffee Maker,471.51,471.51,DISCOUNT82,2acdd783-adb2-40e5-a174-4912d768fcbc,2026-03-05 09:25:39
3361,blue,Audio,Metal,Leather Wallet,84.63,84.63,DISCOUNT90,8a3119ec-3e95-4c37-b987-a0dec88f2119,2026-03-05 09:25:39
8293,yellow,Audio,Cotton,Smart TV,97.14,97.14,DISCOUNT30,236f6d94-0c1e-402c-b45e-d50505288d06,2026-03-05 09:25:39
1872,yellow,Electronics,Rubber,Bluetooth Headphones,180.02,180.02,DISCOUNT89,d849256c-dc92-45ec-b226-fc0073d84b94,2026-03-05 09:25:39
9918,purple,Electronics,Cotton,Running Shoes,327.93,327.93,DISCOUNT32,edda594b-abfe-4637-9748-8777a22e65ad,2026-03-05 09:25:39
1941,purple,Electronics,Leather,Running Shoes,176.08,176.08,DISCOUNT40,21fbb95e-2e1b-4b77-90c4-267024ee296f,2026-03-05 09:25:39
2196,green,Audio,Plastic,Smart TV,337.47,337.47,DISCOUNT61,15d45547-755d-4e79-b2d5-35018e1af217,2026-03-05 09:25:39
6387,blue,Footwear,Cotton,Coffee Maker,54.34,54.34,DISCOUNT53,295fd979-a477-4897-8c93-f772c5269654,2026-03-05 09:25:39
7510,blue,Fashion,Leather,Running Shoes,462.41,462.41,DISCOUNT23,7d2ede05-d102-4a62-9cdc-0beb93b94a1f,2026-03-05 09:25:39
7259,red,Fashion,Rubber,Bluetooth Headphones,173.23,173.23,DISCOUNT95,e26ce6a6-3400-40db-a74c-28d885bb7d84,2026-03-05 09:25:39
2014,red,Footwear,Metal,Running Shoes,278.0,278.00,DISCOUNT60,dbc59a06-65c7-407c-a88d-06287c0753ee,2026-03-05 09:25:39
6233,green,Kitchen,Metal,Leather Wallet,308.09,308.09,DISCOUNT99,1c668599-a7e9-41bb-a754-98febeece97f,2026-03-05 09:25:39
4348,purple,Audio,Plastic,Bluetooth Headphones,415.79,415.79,DISCOUNT64,b78cc0f4-c582-4ec6-a0b1-ca8b399bcdad,2026-03-05 09:25:39
3414,purple,Fashion,Leather,Leather Wallet,433.72,433.72,DISCOUNT90,08de3ae2-4521-4b2b-ab04-a29550f569d2,2026-03-05 09:25:39
2143,yellow,Footwear,Rubber,Coffee Maker,171.1,171.10,DISCOUNT83,4888a4ce-cce5-4936-9122-58e8debc6a80,2026-03-05 09:25:39
