id,uid,dish,description,ingredient,measurement,user_id,dt_current_timestamp
5208,4215732f-27c8-4e71-92bf-f35c7c8e213a,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Tomato,2 tablespoons,c693482a-c2ec-4178-bab1-f6ec3704849b,2026-03-05 09:26:02
4057,f110964b-33e3-4a82-9077-a59037796517,Pork Sausage Roll,"Two buttermilk waffles, topped with whipped cream and maple syrup, a side of two eggs served any style, and your choice of smoked bacon or smoked ham.",Feijoa,1/2 cup,3f7a2b6d-0812-49a7-be48-2b5ce5da9f9c,2026-03-05 09:26:02
7510,7840443e-85ac-4f4c-a4f3-bace65fd43c0,Pork Sausage Roll,"Two buttermilk waffles, topped with whipped cream and maple syrup, a side of two eggs served any style, and your choice of smoked bacon or smoked ham.",Tomato,1/2 gallon,010430a1-0c76-4725-990a-256c1dfe019e,2026-03-05 09:26:02
8104,ec1629aa-2079-4978-8861-1127509e5577,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Feijoa,1/2 gallon,0dd73d70-947a-4fdf-9da0-c29397f3d89e,2026-03-05 09:26:02
5880,fba63b2e-9982-4d73-9297-4f0739cb456a,Pork Sausage Roll,"Two buttermilk waffles, topped with whipped cream and maple syrup, a side of two eggs served any style, and your choice of smoked bacon or smoked ham.",Tomato,1/2 gallon,5a370dbc-130c-48ff-b576-f76afc1fc763,2026-03-05 09:26:02
3810,39de0067-6881-4364-b68a-b0adb0721333,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Pinto Beans,1/2 gallon,e52b4947-8e78-4cac-acec-af0cee129c4e,2026-03-05 09:26:02
6018,00360fc9-bd23-491b-8bb3-30792524e25a,Pork Sausage Roll,"Two buttermilk waffles, topped with whipped cream and maple syrup, a side of two eggs served any style, and your choice of smoked bacon or smoked ham.",Curry Powder,1/2 cup,caa8e518-c09f-4015-b1fb-aab0c8450c10,2026-03-05 09:26:02
5448,17ae2615-d2e4-49bd-b58c-2a2aa56a115f,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Curry Powder,2 tablespoons,65345790-0aaa-4c85-900b-1be7a9d8b158,2026-03-05 09:26:02
7792,d372b80c-c751-440f-95a4-87be1f8e8940,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Feijoa,1/2 cup,2ce1077b-87d8-41e2-9c17-3031b1c51c3e,2026-03-05 09:26:02
8639,2fd71350-ae6a-4901-9024-6fa6c30c586c,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Pinto Beans,2 tablespoons,adb9fb9c-4193-47d9-9cd5-8d639a31e914,2026-03-05 09:26:02
