id,uid,dish,description,ingredient,measurement,user_id,dt_current_timestamp
3172,4dc18d27-f7af-46d2-bcfe-1566ac6f7078,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Curry Powder,1/4 pint,5bd91847-045e-4332-ad74-370463dada90,2026-03-05 09:26:00
7417,8751c161-72e1-4c2e-b878-8853aa7ee44a,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Feijoa,1/2 gallon,e0443817-8bbf-4b11-a984-5de1a4a28d42,2026-03-05 09:26:00
8562,9e9c3673-c399-4dfa-93fe-d9d716a939f4,Pork Sausage Roll,"Two buttermilk waffles, topped with whipped cream and maple syrup, a side of two eggs served any style, and your choice of smoked bacon or smoked ham.",Feijoa,1/2 cup,4e49a9d2-b2f6-42c4-806a-f7a6b685cc97,2026-03-05 09:26:00
9349,0bc72531-a780-4ba6-90eb-8b1e9402bf03,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Curry Powder,1/2 gallon,24ba4213-c0b2-4c5d-af3c-5323f296cd61,2026-03-05 09:26:00
1822,0aac788b-7bcc-48fd-84b9-8b65694841d3,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Tomato,1/2 cup,46791641-20b6-45f0-a73f-a228daf38c26,2026-03-05 09:26:00
3939,6d48ff6a-f8f4-4024-9ad5-34c6abfb193b,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Curry Powder,1/4 pint,43a698f1-b709-476c-b006-9993b6d232b9,2026-03-05 09:26:00
7607,b98d0e52-1141-4a01-9af5-8ccc6c4b8c58,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Tomato,2 tablespoons,016e945c-fb93-4ca2-bb86-df8f242fe0eb,2026-03-05 09:26:00
6483,bb83e0a2-d054-4c7c-b5e4-9d442bbd092d,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Curry Powder,1/2 gallon,65bc9f01-4cdf-4424-92c1-7d68ed8391f5,2026-03-05 09:26:00
4110,723302f3-006d-452e-b447-665c7aff45e3,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Curry Powder,1/4 pint,b3094d74-b22c-47fe-881c-66626fc376ed,2026-03-05 09:26:00
5144,931de17b-c022-4191-bc47-6b566c50d26d,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Feijoa,1/2 gallon,4277267a-8b99-4bf1-93d7-486b9d305715,2026-03-05 09:26:00
6066,5254512c-5143-48d9-aae4-a9a5b0eb30ff,Pork Sausage Roll,"Two buttermilk waffles, topped with whipped cream and maple syrup, a side of two eggs served any style, and your choice of smoked bacon or smoked ham.",Curry Powder,1/4 pint,4773a063-b937-4eac-be68-b92e3f810bf7,2026-03-05 09:26:00
5152,c71d1f86-cdc8-4f34-802c-5fd58ac9da31,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Pinto Beans,1/2 cup,2d4e8f7b-72ea-43b3-a06f-35f5480b5081,2026-03-05 09:26:00
9180,2c3303e2-514d-401b-a1d1-e3f94e7c24b0,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Curry Powder,1/4 pint,59e714b0-4fdb-46d6-a71c-6d2d83905ada,2026-03-05 09:26:00
4850,dbfff8fe-154b-4d69-8d0d-d8218ad80862,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Curry Powder,1/2 gallon,3d39f01e-0bdc-4689-85c3-be491e956e06,2026-03-05 09:26:00
7187,11a16a20-3987-40f2-94f7-6b93ac0de47c,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Curry Powder,1/2 cup,ac91257f-e82f-426a-97d9-378e55b13f58,2026-03-05 09:26:00
9511,2ead487b-d422-4350-ac51-62bdd21f4ab7,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Feijoa,2 tablespoons,4909d4ac-60e7-4faf-bd98-0d6b91f9f2b5,2026-03-05 09:26:00
2681,25b99ccd-80a9-4c31-b2eb-557892a4a02c,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Tomato,1/2 gallon,d38814a3-60a6-44bc-a3c7-5f02070629bc,2026-03-05 09:26:00
7836,4f78fd5a-1332-47f6-96cb-f4ddb6a4c958,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Tomato,2 tablespoons,b92164ab-0fae-4ab6-b6b4-214ddb57d817,2026-03-05 09:26:00
4863,22d71b7a-4094-4b77-bb0d-fbd496a0341a,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Feijoa,1/2 cup,b89ec510-1502-4748-a5f8-49028ccec01d,2026-03-05 09:26:00
1354,66dff0e8-c4cf-4c36-a81b-6241d43fab7b,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Pinto Beans,1/4 pint,c7e9646a-76b6-4397-8f93-64363c372a66,2026-03-05 09:26:00
5059,a53be7e5-ec0c-4bc9-a37b-61948f0a2fa2,Pork Sausage Roll,"Two buttermilk waffles, topped with whipped cream and maple syrup, a side of two eggs served any style, and your choice of smoked bacon or smoked ham.",Pinto Beans,1/2 cup,c3842d2c-a55e-44ed-96b0-4287496c1b46,2026-03-05 09:26:00
8100,c6d19594-149f-4a31-a67f-ec2a11118f0a,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Feijoa,1/2 gallon,6a91ad59-a56b-470b-b95e-2d3474d67bca,2026-03-05 09:26:00
4607,80810a0a-f4cb-4608-8add-f26dccdf27a1,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Pinto Beans,1/2 gallon,878f9876-1920-4c22-a155-032dfcf007fc,2026-03-05 09:26:00
1945,119c37c5-52bf-49df-9bfa-34d7785cd197,Pork Sausage Roll,"Two buttermilk waffles, topped with whipped cream and maple syrup, a side of two eggs served any style, and your choice of smoked bacon or smoked ham.",Tomato,1/4 pint,379e40b2-4d3f-40d7-9b6f-58487390fce9,2026-03-05 09:26:00
8205,feaa21c1-95be-4b36-9621-411a5d1b53b2,Pork Sausage Roll,"Two buttermilk waffles, topped with whipped cream and maple syrup, a side of two eggs served any style, and your choice of smoked bacon or smoked ham.",Feijoa,1/4 pint,73f12156-751f-4f92-b4ac-7d95e880f59d,2026-03-05 09:26:00
5309,9d95e5c1-a761-4139-a655-7a8329c45030,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Tomato,1/2 gallon,2bc6f80c-c223-465d-b091-99680d93b09a,2026-03-05 09:26:00
9385,991ae693-371c-40f6-be38-ab51683b5dfd,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Pinto Beans,2 tablespoons,4f31692b-2383-4cc4-9a16-123ac6c717ab,2026-03-05 09:26:00
4507,b92aa8d6-64d0-488d-81c7-7cbd448c7412,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Feijoa,1/2 cup,53849af9-0119-47ed-96b7-9aab87171704,2026-03-05 09:26:00
8288,4a1b37ae-a15c-42f6-80e1-18b73b907ea7,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Curry Powder,1/2 cup,35c8041f-1c01-471d-9801-9a91fbb19fd1,2026-03-05 09:26:00
1326,aca806da-adbf-41bb-a8ba-44b35e79dd4d,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Curry Powder,1/2 gallon,0fafd291-a13b-41d0-8bc7-82f438991cd9,2026-03-05 09:26:00
6186,372846e6-e204-4dff-bb1b-b6216948eb9b,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Curry Powder,1/2 cup,19748a89-0a28-47aa-b637-6864f42dcb34,2026-03-05 09:26:00
8869,7700aa28-c662-4766-ae71-abde45ba8cb6,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Tomato,1/4 pint,0ed0ef0c-1842-422a-8563-1f754fc8c322,2026-03-05 09:26:00
7226,f39472a7-736b-418b-9814-c8d10dccac77,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Feijoa,1/2 cup,d6f9fed5-a566-42ab-aea5-96ac38c684c3,2026-03-05 09:26:00
