id,uid,dish,description,ingredient,measurement,user_id,dt_current_timestamp
1209,9370f699-72bd-439c-848f-8fc9fba53a86,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Curry Powder,1/4 pint,35726e25-8e09-45ee-afc7-7a89656bec90,2026-03-05 09:26:01
5254,7149b0fd-25bc-4f4f-9d4a-626277f2ab19,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Tomato,2 tablespoons,3d0c3354-661e-4d8c-9057-9589fdc4fd6d,2026-03-05 09:26:01
5781,91e91366-dd2b-4772-9573-ffbde84f7209,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Tomato,1/2 cup,4fcf4df2-4995-4a6f-a58d-f9fa6c49cc89,2026-03-05 09:26:01
1218,7090ebad-fbd7-4baf-8d35-753ed79afc94,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Feijoa,2 tablespoons,bc38a57b-ef09-457d-92dc-589c3baa7b73,2026-03-05 09:26:01
5472,36d84ba1-b36b-436e-98d0-39f370896ab3,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Pinto Beans,2 tablespoons,179e3047-f32d-4920-bd01-108629d7b2f2,2026-03-05 09:26:01
2434,bce06aff-96de-475c-ad92-318adffc1b18,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Pinto Beans,1/2 gallon,8f38b137-b5ba-4874-8601-f38fedfae979,2026-03-05 09:26:01
7904,c67e64b2-b41a-461a-9afa-74c36b3f5761,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Curry Powder,1/2 cup,92993826-3a02-4c71-a5f0-c582022173f0,2026-03-05 09:26:01
7180,883b1b3d-4f05-4d77-94bd-3d4b6f08e0ba,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Feijoa,2 tablespoons,9b6e5d77-df9c-4d56-860e-8b76432dcdbd,2026-03-05 09:26:01
5213,a0abf39f-4b69-40ad-b4bb-fcb174e1d4b5,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Tomato,1/2 cup,1d8758e4-e2ae-455d-8be4-024a0936ea21,2026-03-05 09:26:01
7344,7d5b5b48-4150-4c65-a5cf-18e9f503b21c,Pork Sausage Roll,"Two buttermilk waffles, topped with whipped cream and maple syrup, a side of two eggs served any style, and your choice of smoked bacon or smoked ham.",Pinto Beans,1/2 gallon,61bb05aa-22a8-465e-b6f9-ca1cd70ed271,2026-03-05 09:26:01
