id,uid,business_name,suffix,industry,catch_phrase,buzzword,bs_company_statement,employee_identification_number,duns_number,logo,type,phone_number,full_address,latitude,longitude,user_id,dt_current_timestamp
4701,a31fc3d9-e4e9-40d6-bce5-d826a4a7b9b0,Smith Inc,Inc,Dairy,Seamless innovative synergy,AI,optimize next-gen technologies,92-5648546,42-715-6608,https://example.com/fake-logos/1.png,Private,+42 994-7787-4870,"Suite 41 24757 Random Street, SomeCity, SomeCountry",80.104328,-98.485461,67567bda-0ced-4950-930a-862cca02e269,2026-03-05 09:25:45
4663,ccb0aaee-3726-4d0b-8b6a-670469cf1e0c,Smith Inc,LLC,Technology,Efficient scalable solution,Synergy,optimize next-gen technologies,14-2191634,14-875-6697,https://example.com/fake-logos/1.png,Private,+801 452-5352-5879,"Suite 25 25733 Random Street, SomeCity, SomeCountry",-27.675421,-117.066212,f8094865-28b7-4e7b-bc15-cbd17366eb2d,2026-03-05 09:25:45
7159,2dbe3a32-d131-4d14-af1f-4f983c10b5a9,"Armstrong, Little and Cartwright",LLC,Investment Management,Seamless innovative synergy,AI,streamline cloud solutions,37-2518137,73-709-7687,https://example.com/fake-logos/3.png,Private,+825 184-7623-5589,"Suite 828 90883 Random Street, SomeCity, SomeCountry",62.975062,51.266461,bed3cfa8-5178-4086-a4ab-fca91c1b727e,2026-03-05 09:25:45
5019,86bb5ed2-136d-48af-a7a9-f5ec098e4f59,Doe Associates,Inc,Investment Management,Seamless innovative synergy,Big Data,streamline cloud solutions,33-3888258,33-938-8667,https://example.com/fake-logos/3.png,Private,+227 705-1351-4758,"Suite 361 12731 Random Street, SomeCity, SomeCountry",3.698866,79.689429,799628ac-0921-485d-9362-287d3b35eb47,2026-03-05 09:25:45
5331,ea834659-171a-46d0-a4ab-e1445e1152ca,Johnson Corp,LLC,Dairy,Revolutionary dynamic strategy,Blockchain,optimize next-gen technologies,78-7311148,99-173-6991,https://example.com/fake-logos/8.png,Private,+20 690-6958-7846,"Suite 900 25819 Random Street, SomeCity, SomeCountry",-32.395181,51.966531,1fdc3b79-d10e-46d5-932d-609a24d927cf,2026-03-05 09:25:45
5290,47553970-6841-4c67-a947-eb043cf8bb6e,Johnson Corp,Inc,Investment Management,Proactive global mission,Big Data,optimize next-gen technologies,99-5446775,29-464-5501,https://example.com/fake-logos/9.png,Private,+716 283-1559-9081,"Suite 928 70651 Random Street, SomeCity, SomeCountry",26.194965,-130.923854,e01713d3-ad33-42a1-b61e-46707aad0d62,2026-03-05 09:25:45
1763,d243f881-0f43-46d4-aec3-fcd226b9497b,Doe Associates,Group,Education,Seamless innovative synergy,Synergy,optimize next-gen technologies,52-3414780,17-168-7928,https://example.com/fake-logos/10.png,Private,+537 846-5213-3736,"Suite 613 26220 Random Street, SomeCity, SomeCountry",-52.692478,40.733439,284d66a1-b07f-4f38-9fff-f258a9c4f527,2026-03-05 09:25:45
8481,c32a5db4-b2ce-45e8-9adb-75c98bdb5795,Smith Inc,PLC,Dairy,Proactive global mission,AI,enhance interactive platforms,80-3307888,60-776-6963,https://example.com/fake-logos/6.png,Private,+43 881-3651-9249,"Suite 188 53673 Random Street, SomeCity, SomeCountry",18.48601,-169.707871,cdf92d6c-98f6-44f6-8551-fa94d6baee6d,2026-03-05 09:25:45
8101,79bc6d06-159c-414a-88c4-856bb63bbc68,Smith Inc,PLC,Education,Seamless innovative synergy,Synergy,streamline cloud solutions,86-2209039,48-516-7627,https://example.com/fake-logos/7.png,Private,+330 183-3008-1986,"Suite 89 71626 Random Street, SomeCity, SomeCountry",-75.813176,42.344584,413e5b6a-60f1-4d01-ad4c-91569e0693bd,2026-03-05 09:25:45
4575,a5543e84-406e-45a2-905b-64265d513f73,"Armstrong, Little and Cartwright",Inc,Education,Seamless innovative synergy,Big Data,optimize next-gen technologies,85-1652713,56-286-5431,https://example.com/fake-logos/1.png,Private,+980 701-1913-4317,"Suite 320 54463 Random Street, SomeCity, SomeCountry",42.495136,-34.602489,2d89eecd-913d-4589-ba5d-168e99122247,2026-03-05 09:25:45
