id,uid,business_name,suffix,industry,catch_phrase,buzzword,bs_company_statement,employee_identification_number,duns_number,logo,type,phone_number,full_address,latitude,longitude,user_id,dt_current_timestamp
7044,e9e36826-aa09-4d44-8bf6-46f39de7d049,"Armstrong, Little and Cartwright",Inc,Investment Management,Revolutionary dynamic strategy,Blockchain,enhance interactive platforms,52-8876645,14-429-4604,https://example.com/fake-logos/10.png,Private,+451 822-9561-3166,"Suite 446 14411 Random Street, SomeCity, SomeCountry",-55.131799,-145.048293,5bd91847-045e-4332-ad74-370463dada90,2026-03-05 09:25:40
8402,d1abc7c6-ddc9-450f-8dea-e786a53f2bb1,Johnson Corp,Group,Dairy,Proactive global mission,Blockchain,streamline cloud solutions,72-4179045,59-728-6481,https://example.com/fake-logos/7.png,Private,+714 862-7453-3758,"Suite 76 85127 Random Street, SomeCity, SomeCountry",34.75869,-116.899275,e0443817-8bbf-4b11-a984-5de1a4a28d42,2026-03-05 09:25:40
7729,d2be7baa-e8a6-40a5-8210-82c9a954f05f,"Armstrong, Little and Cartwright",Ltd,Technology,Efficient scalable solution,Big Data,streamline cloud solutions,84-3477310,37-654-6904,https://example.com/fake-logos/3.png,Private,+155 873-9747-4635,"Suite 617 1225 Random Street, SomeCity, SomeCountry",0.586655,46.042029,4e49a9d2-b2f6-42c4-806a-f7a6b685cc97,2026-03-05 09:25:40
4454,d2e4aa2c-8894-459e-86ca-947bc3f47dd1,"Armstrong, Little and Cartwright",Inc,Dairy,Efficient scalable solution,Big Data,revolutionize integrated markets,98-8563487,34-435-1342,https://example.com/fake-logos/8.png,Private,+967 135-7144-5462,"Suite 224 97938 Random Street, SomeCity, SomeCountry",-43.512238,155.740874,24ba4213-c0b2-4c5d-af3c-5323f296cd61,2026-03-05 09:25:40
4319,5b95ee70-cc82-4f85-8179-1177d9e6abb7,Doe Associates,Group,Investment Management,Efficient scalable solution,Big Data,optimize next-gen technologies,22-1874276,57-154-6056,https://example.com/fake-logos/9.png,Private,+939 643-3134-1590,"Suite 572 74725 Random Street, SomeCity, SomeCountry",62.467478,-94.183035,46791641-20b6-45f0-a73f-a228daf38c26,2026-03-05 09:25:40
7123,90170d95-04f6-49df-920c-f58e48fd969b,Doe Associates,Inc,Technology,Revolutionary dynamic strategy,Big Data,streamline cloud solutions,51-7827225,66-809-1515,https://example.com/fake-logos/10.png,Private,+633 983-9451-5599,"Suite 469 32045 Random Street, SomeCity, SomeCountry",-36.967077,-51.970036,43a698f1-b709-476c-b006-9993b6d232b9,2026-03-05 09:25:40
8428,9b216fe6-295f-4e44-8c1f-99bc2b305437,"Armstrong, Little and Cartwright",Group,Healthcare,Seamless innovative synergy,AI,revolutionize integrated markets,50-6936178,26-343-9929,https://example.com/fake-logos/8.png,Private,+355 370-4061-4927,"Suite 910 74072 Random Street, SomeCity, SomeCountry",62.552115,-132.758397,016e945c-fb93-4ca2-bb86-df8f242fe0eb,2026-03-05 09:25:40
3299,783feae8-7283-4a37-8e34-80912ee15022,Johnson Corp,PLC,Dairy,Efficient scalable solution,Blockchain,streamline cloud solutions,58-5047800,88-154-7511,https://example.com/fake-logos/6.png,Private,+142 294-8683-4754,"Suite 645 35300 Random Street, SomeCity, SomeCountry",4.076322,-139.769247,65bc9f01-4cdf-4424-92c1-7d68ed8391f5,2026-03-05 09:25:40
2788,002b5e1c-5acb-4ce4-b461-bc05f994758c,Smith Inc,LLC,Dairy,Seamless innovative synergy,Big Data,optimize next-gen technologies,64-1499745,37-711-6726,https://example.com/fake-logos/9.png,Private,+618 323-5801-9107,"Suite 906 89681 Random Street, SomeCity, SomeCountry",-55.463262,35.17219,b3094d74-b22c-47fe-881c-66626fc376ed,2026-03-05 09:25:40
4044,4b9ecb29-1cef-490c-855f-bc7b80e32862,Doe Associates,PLC,Dairy,Proactive global mission,Synergy,revolutionize integrated markets,50-9614719,38-842-4668,https://example.com/fake-logos/4.png,Private,+987 234-9470-5416,"Suite 935 6587 Random Street, SomeCity, SomeCountry",-70.688,-40.94542,4277267a-8b99-4bf1-93d7-486b9d305715,2026-03-05 09:25:40
1477,ee689a41-68ac-44d7-97c5-150baf85e3ac,Johnson Corp,Group,Dairy,Revolutionary dynamic strategy,Big Data,optimize next-gen technologies,48-9991679,52-282-6337,https://example.com/fake-logos/5.png,Private,+792 702-2976-2675,"Suite 238 12134 Random Street, SomeCity, SomeCountry",-32.631129,42.117637,4773a063-b937-4eac-be68-b92e3f810bf7,2026-03-05 09:25:40
1194,641d059e-71a7-4a87-859d-8659bd0375a1,"Armstrong, Little and Cartwright",Ltd,Healthcare,Proactive global mission,Big Data,enhance interactive platforms,92-8198480,23-347-1404,https://example.com/fake-logos/2.png,Private,+442 803-9583-3291,"Suite 964 36467 Random Street, SomeCity, SomeCountry",27.305619,-76.262913,2d4e8f7b-72ea-43b3-a06f-35f5480b5081,2026-03-05 09:25:40
6009,a3718c25-6d84-48cd-b83f-6bce5750f500,Johnson Corp,PLC,Dairy,Efficient scalable solution,VR,enhance interactive platforms,96-8835384,55-191-3883,https://example.com/fake-logos/2.png,Private,+566 956-8938-2711,"Suite 65 10993 Random Street, SomeCity, SomeCountry",84.376994,-147.84822,59e714b0-4fdb-46d6-a71c-6d2d83905ada,2026-03-05 09:25:40
2567,fec96894-cbc9-40fe-8203-23158197d0f7,"Armstrong, Little and Cartwright",Inc,Technology,Revolutionary dynamic strategy,Big Data,enhance interactive platforms,45-2409859,21-434-2650,https://example.com/fake-logos/3.png,Private,+677 908-1496-3156,"Suite 584 12814 Random Street, SomeCity, SomeCountry",41.290511,-63.620619,3d39f01e-0bdc-4689-85c3-be491e956e06,2026-03-05 09:25:40
4440,304cb860-5b29-4743-8211-21212718c760,Smith Inc,LLC,Education,Efficient scalable solution,Synergy,optimize next-gen technologies,55-1566917,78-518-2377,https://example.com/fake-logos/5.png,Private,+362 202-9955-5269,"Suite 737 30360 Random Street, SomeCity, SomeCountry",29.526463,176.60803,ac91257f-e82f-426a-97d9-378e55b13f58,2026-03-05 09:25:40
7086,edf094b9-56c0-4787-91b0-475fae942ae8,Johnson Corp,Ltd,Dairy,Proactive global mission,Synergy,streamline cloud solutions,36-5820203,83-716-6803,https://example.com/fake-logos/7.png,Private,+596 738-9129-1907,"Suite 219 40885 Random Street, SomeCity, SomeCountry",-42.098458,162.975026,4909d4ac-60e7-4faf-bd98-0d6b91f9f2b5,2026-03-05 09:25:40
1074,eeeb523e-9f80-4ab5-b45b-09466659b749,"Welch, Hagenes and Halvorson",Group,Technology,Revolutionary dynamic strategy,VR,enhance interactive platforms,10-7519767,67-513-4495,https://example.com/fake-logos/6.png,Private,+16 979-7298-4561,"Suite 771 54650 Random Street, SomeCity, SomeCountry",75.715227,-155.653167,d38814a3-60a6-44bc-a3c7-5f02070629bc,2026-03-05 09:25:40
4465,cf2ffd51-c184-4fa2-b939-b0bb23198663,"Armstrong, Little and Cartwright",Ltd,Dairy,Efficient scalable solution,AI,enhance interactive platforms,89-4678100,40-691-5249,https://example.com/fake-logos/5.png,Private,+951 607-1186-9569,"Suite 779 48399 Random Street, SomeCity, SomeCountry",-40.55335,178.938848,b92164ab-0fae-4ab6-b6b4-214ddb57d817,2026-03-05 09:25:40
3909,7fe62b6b-f252-4ad2-a774-e0e05f85ad5f,Doe Associates,PLC,Healthcare,Revolutionary dynamic strategy,Big Data,revolutionize integrated markets,95-8407588,42-779-9649,https://example.com/fake-logos/6.png,Private,+584 212-4797-8489,"Suite 803 62025 Random Street, SomeCity, SomeCountry",16.409156,-57.750739,b89ec510-1502-4748-a5f8-49028ccec01d,2026-03-05 09:25:40
6518,dfacf87f-4170-4373-8df7-bcb5bd81c3b5,Johnson Corp,PLC,Education,Seamless innovative synergy,VR,revolutionize integrated markets,24-9733721,96-767-1357,https://example.com/fake-logos/4.png,Private,+416 261-7201-9177,"Suite 548 67329 Random Street, SomeCity, SomeCountry",-22.601726,74.946453,c7e9646a-76b6-4397-8f93-64363c372a66,2026-03-05 09:25:40
