id,uid,variety,topping,flavor,user_id,dt_current_timestamp
1448,a54e4ae1-8661-42e3-80d8-6cd942140f29,Doughnut,Mocha Drizzle,Espresso,add679de-f3e7-4c40-ba6f-d22df3321d57,2024-01-17 17:03:45
8499,58d79b5f-6baf-4751-bb39-66a1a32fae9d,Pudding,Glaze,Cherry,1800609c-23cf-4d9f-8bf4-c7c680b35705,2024-01-17 17:03:45
1537,efce4887-f0f6-4c91-9789-e623a0178d0c,Cookie,Chocolate Chips,Espresso,3f5ac875-17e3-4cdc-aa31-ff75a720e8b6,2024-01-17 17:03:45
7578,da3f7e64-ea13-4a43-a90c-9ea85d95eff0,Cake,Chocolate Chips,Chocolate,d630d856-0c09-4751-b40f-7f40badd9877,2024-01-17 17:03:45
4013,bee01534-0965-499d-af9c-056622f218fa,Cake,Toffee Bits,Cookies 'n Cream,c976dd89-42d8-4628-8366-c82833865487,2024-01-17 17:03:45
5721,ccf988a8-a76b-4cc4-b0d3-3cdbe87bee94,Cookie,Chocolate Chips,Cookies 'n Cream,9ea49d18-9774-4f11-ad9e-0f71bed900c2,2024-01-17 17:03:45
5867,f4e6a686-d8ac-4d1b-ab12-1d44cbceb2c1,Pie,Granola,Cookies 'n Cream,5586bb21-a407-4f19-99f2-b605b8927e91,2024-01-17 17:03:45
5735,fa382585-de4f-4d2f-9659-aa6c8427a03a,Pie,Granola,Cookies 'n Cream,5a65e9c8-b7aa-4971-8ad5-ad8232796064,2024-01-17 17:03:45
9442,4491d8e8-b13f-4f12-abb3-43e6db26f619,Cake,Berry Compote,Peanut Butter,7b4d9344-ad9c-4ff4-badc-0d223f9e2a4d,2024-01-17 17:03:45
1956,84cc3630-2ece-4de3-9f8b-17774c77a2c9,Cheesecake,Glaze,Espresso,5798a88a-9121-4536-baa8-1034427911d4,2024-01-17 17:03:45
7468,3fa92cc0-b674-473b-87af-88ae751a0df8,Pie,Granola,Butter Pecan,46108fd0-2db4-4d6a-a9aa-c3923a9aec88,2024-01-17 17:03:45
7267,7aa84cff-5b61-41f9-bb7d-670f5917a95b,Doughnut,Walnuts,Chocolate,85c567d6-e450-4a9b-97df-44629d623c82,2024-01-17 17:03:45
5778,aacb03ef-0081-4f91-abf9-3d20c4e1d3e5,Cake,Walnuts,Chocolate,e4e7c165-0760-4949-99df-278049d967a6,2024-01-17 17:03:45
1214,b9379331-41c2-4e54-a8d6-47b90fc79d94,Doughnut,Glaze,Butter Pecan,9b843709-219d-4928-9ddf-54bced92dd13,2024-01-17 17:03:45
4498,9cc5bf47-c9ff-4c6c-bd9a-6823082b22aa,Pudding,Chocolate Chips,Espresso,f60af6de-6a1b-4968-a195-bc22d82aaa64,2024-01-17 17:03:45
6238,170cd5bc-6f0a-479c-8f9a-7fab523f9146,Cookie,Granola,Cherry,e61a653f-9418-4bba-93fa-90a0e66860df,2024-01-17 17:03:45
2156,792f3ba0-5924-4ccc-a6c2-35933c8874f2,Pie,Mocha Drizzle,Peanut Butter,0b17c183-a696-4243-94a9-6966ec7a7cf1,2024-01-17 17:03:45
5761,1612a2a2-4a46-4872-85d7-a3a08a583855,Cheesecake,Granola,Chocolate,b33913f2-cbe9-4132-8a02-c4f5d4ee643d,2024-01-17 17:03:45
4083,27364e8b-addc-48e7-9ced-caa64ccfd67d,Pudding,Granola,Peanut Butter,77d3d2ab-58ee-4964-b232-6bdc472bdc6e,2024-01-17 17:03:45
9458,0a9175fe-5172-42b4-9973-f9693be73299,Pudding,Mocha Drizzle,Espresso,cc2c1ce6-898b-45e5-a778-07d58e619a67,2024-01-17 17:03:45
4247,cc654d8a-a5c4-473e-ad10-f3315163cfc1,Cheesecake,Walnuts,Chocolate,95a32c11-aea4-4b18-b42c-e3e83fd1bb7e,2024-01-17 17:03:45
2142,bca424e0-c5f5-4052-b023-a24344112017,Pie,Toffee Bits,Espresso,06d06416-ec8c-4d6d-addd-7247eb000ec1,2024-01-17 17:03:45
8019,1ec332bf-8520-4c40-ac81-276d3eb9a85e,Cake,Glaze,Cookies 'n Cream,4b809d6d-7e9b-4382-aecd-c2c5134c955d,2024-01-17 17:03:45
9843,2f3c57f8-3284-4efc-a643-c2e52eea9f07,Pie,Walnuts,Peanut Butter,1dc6149a-d366-4b25-99aa-7000cb185432,2024-01-17 17:03:45
2313,75d9b5da-559d-4a3c-acd7-563ab4bf4ac9,Cheesecake,Walnuts,Peanut Butter,fad3a13f-fbc6-40ac-8146-c0b1acb4ee1c,2024-01-17 17:03:45
3360,b64d2ed2-a8b5-4f89-8ff9-1c373c2314bc,Pudding,Walnuts,Chocolate,f7a9c783-6e7c-42a6-91b4-123acb4fb8cb,2024-01-17 17:03:45
