id,uid,variety,topping,flavor,user_id,dt_current_timestamp
5780,d80c6a61-8a6a-40f2-8592-1ebb0edb9b87,Cake,Berry Compote,Peanut Butter,0ba4a92a-f1a0-4b7e-b7ab-0cc88491b962,2024-01-17 17:03:45
7878,61377947-7d5c-4744-99db-03459c52302f,Doughnut,Toffee Bits,Chocolate,a36b56b7-48ae-41a6-ae14-ec7296d50f31,2024-01-17 17:03:45
6311,da09b588-1e60-4c90-be79-a1914f898ebc,Cheesecake,Toffee Bits,Espresso,13a31c9e-0c41-49af-ad92-60395baf8bb3,2024-01-17 17:03:45
1165,74275ea8-3011-4047-baf8-84177a7012fe,Pie,Berry Compote,Cookies 'n Cream,8accbc2f-a485-4fe6-90b7-3b9907eb3fbb,2024-01-17 17:03:45
3635,8aa0e53d-603e-434f-bb6c-41e0a3ac3786,Pie,Toffee Bits,Peanut Butter,55f7c4ac-4553-4ac5-bb4d-1cdd52eddc94,2024-01-17 17:03:45
7582,9b922a77-ff03-4dd1-927c-a0567974eed2,Cheesecake,Mocha Drizzle,Peanut Butter,7412d0a9-c804-4b8d-be52-5ff6892186dc,2024-01-17 17:03:45
5168,f6f64644-a62f-4892-bc00-959b5f76f673,Pie,Chocolate Chips,Butter Pecan,610d99cb-8aff-48ac-b320-d9b95f8a910d,2024-01-17 17:03:45
7884,e141dcd9-cfd4-4659-ad3f-f4f0f1eb6eb5,Pie,Granola,Cherry,91846325-d3c9-4936-bf5d-c43c7c23606f,2024-01-17 17:03:45
3428,1920e730-852f-4911-bfe2-2786912f58fa,Pudding,Mocha Drizzle,Cherry,e9368666-9ea3-4122-9fd8-6412f262f87e,2024-01-17 17:03:45
3200,bd669f4e-f80f-4168-b195-76c081f943e3,Cheesecake,Mocha Drizzle,Espresso,4ded2745-fff5-4962-a745-a6837f111b2d,2024-01-17 17:03:45
6849,25766639-effc-44fa-929b-962ebd99eb9d,Doughnut,Granola,Espresso,909c6730-5d1e-4206-9970-75fce0dcde47,2024-01-17 17:03:45
5345,24927450-4429-4c33-8940-603e404345d9,Cheesecake,Walnuts,Peanut Butter,e2fe312b-1d9a-4130-ad4b-1bf3e4d6e2f3,2024-01-17 17:03:45
7347,374ca4dd-b0da-4432-9910-3d28e9f40f83,Cake,Glaze,Peanut Butter,0cecee99-9a6b-433e-95ef-257449158bce,2024-01-17 17:03:45
9672,2c03c1e1-5531-4d1a-87af-5d0cca6f1663,Doughnut,Walnuts,Cookies 'n Cream,3d86bd5a-8e2e-4fac-84eb-91cf88d6b217,2024-01-17 17:03:45
8835,65bfdef7-9558-43b8-8c3a-0d64e9df9b06,Pudding,Granola,Cookies 'n Cream,212178f7-8a0c-40db-8fce-d636001bd454,2024-01-17 17:03:45
6950,0ad1d70d-78d2-4293-9435-2da814d4f759,Cake,Mocha Drizzle,Espresso,f0657fed-5477-414b-873d-b00626588e58,2024-01-17 17:03:45
8009,f2c7bcc4-7b0d-4e30-87a5-4eaf511130a7,Cookie,Berry Compote,Cherry,e36c870a-4a36-450f-bf80-d96bbf609bb2,2024-01-17 17:03:45
3081,fc1fa229-acd8-4ecf-9fdf-3d6a802146fe,Cheesecake,Glaze,Butter Pecan,38e44540-dcb8-4ca8-81dd-1b89ffb0b78f,2024-01-17 17:03:45
8244,7002d22f-4dd3-4486-bb95-4ee5054b71f9,Cheesecake,Walnuts,Chocolate,089b7cb7-f57c-4565-9998-3943ce3d93f4,2024-01-17 17:03:45
4968,d46903b0-b5c0-46da-aa43-106babdc522d,Doughnut,Toffee Bits,Peanut Butter,5d1c0ac1-9613-4618-84d7-8178142bec14,2024-01-17 17:03:45
2751,efe3c80f-2f97-4d1e-bf49-275ef599639a,Doughnut,Toffee Bits,Chocolate,665a9e8f-26c1-45e7-9b09-60d35610da49,2024-01-17 17:03:45
9774,994418fd-fc7d-48b6-ace2-f05618f5fa93,Pudding,Walnuts,Cherry,fd086697-c3d0-42ce-a3a2-fe102b17e7a0,2024-01-17 17:03:45
9610,a4e30a04-66f3-45bb-b2c0-d4284ff74397,Cookie,Glaze,Espresso,f4e5a01f-e282-4113-9185-15c5cc6dce52,2024-01-17 17:03:45
9061,0f66f413-bf81-4fb6-9fd3-635fccb2d614,Cheesecake,Walnuts,Chocolate,da81fc3d-0475-4e8f-9523-89d0a5faa296,2024-01-17 17:03:45
5210,66de8e7a-7cf4-4c85-b5ed-a652edbaa654,Cheesecake,Mocha Drizzle,Butter Pecan,98d2a5c8-5b92-4e81-bc16-644740f12d08,2024-01-17 17:03:45
4820,7c53109e-fff1-4d1b-8af2-d5bab7f7587f,Cake,Mocha Drizzle,Butter Pecan,c131432a-6c3d-4214-aad8-e3e949a18f10,2024-01-17 17:03:45
9998,7bd3b56a-06b5-44f8-9e1d-1fd51b073235,Pie,Mocha Drizzle,Peanut Butter,5b57a5d5-2b85-4f27-b9df-dcb00e87f31e,2024-01-17 17:03:45
1568,a483b424-dc1e-4bd5-a029-b6796880f439,Cheesecake,Walnuts,Cherry,56fb402c-7eb1-493e-8adf-ef53d8f5922c,2024-01-17 17:03:45
2206,fe02583b-ed44-4619-95a3-35ce3f8aecbd,Cake,Granola,Cookies 'n Cream,44b07384-29f5-4e7e-8ccf-2f8de0fa44ec,2024-01-17 17:03:45
6166,4953434c-cdfc-4d3e-a8de-86ccc3acbc7c,Cheesecake,Berry Compote,Espresso,10d191d8-4dd3-48a9-b883-dc6aa721111a,2024-01-17 17:03:45
1902,381ac362-35f9-42af-9b79-d9a3fb3dcafb,Pudding,Granola,Cherry,8a77e04a-5377-4a47-935b-0b85daf12c67,2024-01-17 17:03:45
2277,1cdf02b4-0f72-4065-bd6a-418c7c49468f,Cookie,Berry Compote,Cherry,d70e75bb-8e31-4bc8-9dbb-25dc102fe90e,2024-01-17 17:03:45
5890,7d7cadcc-f45c-444e-a787-30ce34e6cacb,Pudding,Chocolate Chips,Peanut Butter,811ffa50-4177-401a-95e6-732d85474c40,2024-01-17 17:03:45
