id,uid,variety,topping,flavor,user_id,dt_current_timestamp
8726,4f041466-20b2-4a05-8290-d35a81a3ef3d,Pie,Chocolate Chips,Butter Pecan,057474b4-5433-4b0a-8db2-e9e6ec115d9c,2024-01-17 17:03:45
8070,885d3f4a-8139-420c-8cd1-a83fb12a1a24,Cake,Granola,Chocolate,e46d9355-3713-4304-9327-05d91829d2c2,2024-01-17 17:03:45
1058,8fcc3052-8871-4f2d-953a-ec0ca11828a6,Cake,Berry Compote,Cookies 'n Cream,972f2190-52d9-410e-8d45-71a0246c8669,2024-01-17 17:03:45
3404,114196ca-20b2-420b-82b3-292b2542d858,Cookie,Glaze,Espresso,3cf49b65-05f9-4f4e-95f8-4dd9a3d94485,2024-01-17 17:03:45
7972,9f8d62dc-9863-4c11-bc04-08832c981b33,Cake,Granola,Peanut Butter,1198471c-26ce-44a8-8f05-eb3094f719b8,2024-01-17 17:03:45
1490,cda93ffe-b35d-4428-b03f-35c391ad985d,Doughnut,Glaze,Peanut Butter,bcdbc933-1555-4652-bbea-573877daad0e,2024-01-17 17:03:45
7289,dd5519d4-c94b-49a9-a2f4-c8b3010c7ef0,Cake,Berry Compote,Chocolate,18e0cec4-8fb9-410a-bea3-5a1ed590d3d5,2024-01-17 17:03:45
6182,32d3330f-ecb7-411e-a59a-8c157ebb3431,Doughnut,Chocolate Chips,Cookies 'n Cream,bf94f3db-0fe9-4433-be56-0f3b0dac4150,2024-01-17 17:03:45
3964,2deb0808-ad10-43a7-a78d-4c8ffae4f923,Cake,Chocolate Chips,Chocolate,31eb4625-dcd0-496a-b478-c150a654d0a1,2024-01-17 17:03:45
1351,da95e9b9-6cc4-488d-b7e7-36b0dba71dbd,Doughnut,Walnuts,Cherry,c7d04d7a-7f50-47b6-86e8-60d6dc98cd93,2024-01-17 17:03:45
3554,970149a6-b7cd-4471-98f4-53e405a1b85d,Doughnut,Toffee Bits,Cherry,b5cd83ef-e7e6-4ffb-8042-d3932c9a734c,2024-01-17 17:03:45
8858,0461b2bb-7b80-4816-9a4f-7804aa6f1b3a,Pudding,Berry Compote,Cookies 'n Cream,a2280dff-8e78-424b-8565-9cfe3a99e17a,2024-01-17 17:03:45
8732,38a32ddf-1de7-4cba-aab4-50ba657e31d4,Cake,Mocha Drizzle,Butter Pecan,8f7d942e-7bed-4fcb-a642-9fb8cee76d0b,2024-01-17 17:03:45
7014,9c1e6e47-5852-469c-83ba-4450d829a8e7,Cheesecake,Glaze,Butter Pecan,25d4cb51-6e72-42b3-9f62-9153e345d84d,2024-01-17 17:03:45
6334,17d63fca-abee-4347-aeca-112fdb832397,Cake,Glaze,Cookies 'n Cream,1eb31594-5d59-405f-af3d-4bb0437fd513,2024-01-17 17:03:45
8881,d7ae57a4-7b4d-45c0-8f97-85c2ee02a4b0,Pie,Chocolate Chips,Cookies 'n Cream,46ab8db9-5d23-4784-80e7-de7315f4f81b,2024-01-17 17:03:45
9881,8b7b4545-1555-4783-a0ea-c4eec5e1fd39,Cheesecake,Mocha Drizzle,Peanut Butter,cf387bfd-622c-4578-be17-5c47f111d85d,2024-01-17 17:03:45
