id,uid,plan,status,payment_method,subscription_term,payment_term,user_id,dt_current_timestamp
4474,1b8f9b6c-d672-4f1a-a270-519137550960,Platinum,Active,Bitcoins,Monthly,Monthly Payment,add679de-f3e7-4c40-ba6f-d22df3321d57,2024-01-17 20:22:27
5495,9bc12358-d4b9-4dc8-bb03-2d114e858a03,Platinum,Idle,Google Pay,Quinquennal,Pay per Use,1800609c-23cf-4d9f-8bf4-c7c680b35705,2024-01-17 20:22:27
4141,771dca88-e5ec-4527-aecc-490736edfbf1,Bronze,Blocked,Google Pay,Monthly,Full Subscription,3f5ac875-17e3-4cdc-aa31-ff75a720e8b6,2024-01-17 20:22:27
6905,64b7f215-0f6e-4fe8-bcb2-a2f076afa99c,Bronze,Active,Bitcoins,Monthly,Full Subscription,d630d856-0c09-4751-b40f-7f40badd9877,2024-01-17 20:22:27
9478,1c8bee96-2b19-414f-b9df-6cfa126786d1,Bronze,Blocked,Bitcoins,Quinquennal,Monthly Payment,c976dd89-42d8-4628-8366-c82833865487,2024-01-17 20:22:27
5556,1b39e225-c834-468f-bc21-db3edb98f14b,Standard,Cancelled,Bitcoins,Monthly,Pay per Use,9ea49d18-9774-4f11-ad9e-0f71bed900c2,2024-01-17 20:22:27
8557,68187a98-41e1-45fa-90df-e779073b5644,Bronze,Idle,Money Transfer,Weekly,Pay per Use,5586bb21-a407-4f19-99f2-b605b8927e91,2024-01-17 20:22:27
7763,7d3d08da-9737-4ea5-b303-e1ffd372e1f2,Gold,Blocked,Alipay,Monthly,Full Subscription,5a65e9c8-b7aa-4971-8ad5-ad8232796064,2024-01-17 20:22:27
3214,cc7c78dc-68d9-4d7e-9be1-8b6c3724f1ca,Basic,Active,Google Pay,Yearly,Monthly Payment,7b4d9344-ad9c-4ff4-badc-0d223f9e2a4d,2024-01-17 20:22:27
7315,a2886b4f-58be-4b04-af4c-c5c2b2048a53,Bronze,Idle,Credit Card,Monthly,Pay per Use,5798a88a-9121-4536-baa8-1034427911d4,2024-01-17 20:22:27
5272,e8416b5d-47e9-4eec-a6a5-d89ad99004de,Platinum,Blocked,Bitcoins,Quinquennal,Monthly Payment,46108fd0-2db4-4d6a-a9aa-c3923a9aec88,2024-01-17 20:22:27
