id,uid,plan,status,payment_method,subscription_term,payment_term,user_id,dt_current_timestamp
8959,9c25316b-773c-4db7-a4b7-0e605570cee4,Standard,Active,Google Pay,Lifetime,Pay per Use,0ba4a92a-f1a0-4b7e-b7ab-0cc88491b962,2024-01-17 20:22:27
8108,7b539132-b329-4f40-a220-0cbb8ae2f90c,Platinum,Cancelled,Bitcoins,Quinquennal,Pay per Use,a36b56b7-48ae-41a6-ae14-ec7296d50f31,2024-01-17 20:22:27
6052,3b6a7b2d-c6e7-4717-9f46-d40427164853,Standard,Active,Bitcoins,Lifetime,Full Subscription,13a31c9e-0c41-49af-ad92-60395baf8bb3,2024-01-17 20:22:27
5372,6dae0f7d-5d32-4c1f-aaf6-ed90d2397d97,Gold,Cancelled,Credit Card,Quinquennal,Pay per Use,8accbc2f-a485-4fe6-90b7-3b9907eb3fbb,2024-01-17 20:22:27
5602,360c07a2-e20e-4c04-ba75-f0ce55c1651b,Bronze,Idle,Credit Card,Lifetime,Payment in Advance,55f7c4ac-4553-4ac5-bb4d-1cdd52eddc94,2024-01-17 20:22:27
7869,b475f98e-b2d8-46cd-9f01-385e9e137cb0,Gold,Cancelled,Bitcoins,Quinquennal,Monthly Payment,7412d0a9-c804-4b8d-be52-5ff6892186dc,2024-01-17 20:22:27
8991,9eada2f7-e8ee-48ed-8efb-63b21732ac88,Basic,Cancelled,Money Transfer,Lifetime,Payment in Advance,610d99cb-8aff-48ac-b320-d9b95f8a910d,2024-01-17 20:22:27
5534,e24ca0de-4f4a-4720-a5e2-566d12c3c27b,Gold,Cancelled,Bitcoins,Quinquennal,Pay per Use,91846325-d3c9-4936-bf5d-c43c7c23606f,2024-01-17 20:22:27
7697,a55727fc-a072-47c4-aa5b-52762bb1c97e,Platinum,Cancelled,Alipay,Lifetime,Monthly Payment,e9368666-9ea3-4122-9fd8-6412f262f87e,2024-01-17 20:22:27
4387,2c14fda0-eccb-44b5-84f8-336dece896d5,Gold,Active,Google Pay,Weekly,Monthly Payment,4ded2745-fff5-4962-a745-a6837f111b2d,2024-01-17 20:22:27
8774,3aa1e52a-9e1a-4e6f-aa78-4e9e992fde45,Platinum,Active,Bitcoins,Quinquennal,Monthly Payment,909c6730-5d1e-4206-9970-75fce0dcde47,2024-01-17 20:22:27
3463,60f5e5b2-c506-4bf8-b2a9-072f818c4598,Bronze,Active,Alipay,Lifetime,Monthly Payment,e2fe312b-1d9a-4130-ad4b-1bf3e4d6e2f3,2024-01-17 20:22:27
8981,cbd67bcc-9708-41f4-b80d-069ba7de12f4,Bronze,Blocked,Google Pay,Yearly,Full Subscription,0cecee99-9a6b-433e-95ef-257449158bce,2024-01-17 20:22:27
2643,bc946a45-6822-44ea-a611-2b7619772214,Standard,Idle,Paypal,Weekly,Pay per Use,3d86bd5a-8e2e-4fac-84eb-91cf88d6b217,2024-01-17 20:22:27
3626,b9849479-0ae6-4ba6-94e6-f9e774eb72df,Platinum,Cancelled,Money Transfer,Monthly,Pay per Use,212178f7-8a0c-40db-8fce-d636001bd454,2024-01-17 20:22:27
1695,b76c4968-207d-4cc8-8781-dd4f24849458,Bronze,Active,Bitcoins,Quinquennal,Monthly Payment,f0657fed-5477-414b-873d-b00626588e58,2024-01-17 20:22:27
9946,33363542-b54a-4748-b5bc-35cd5b20eb65,Gold,Blocked,Money Transfer,Quinquennal,Monthly Payment,e36c870a-4a36-450f-bf80-d96bbf609bb2,2024-01-17 20:22:27
6656,6453af54-745c-46f4-920e-717f5539b0ca,Bronze,Cancelled,Credit Card,Yearly,Pay per Use,38e44540-dcb8-4ca8-81dd-1b89ffb0b78f,2024-01-17 20:22:27
3179,947bdbcf-5397-447f-a951-2b78ec50ddc9,Standard,Cancelled,Money Transfer,Quinquennal,Pay per Use,089b7cb7-f57c-4565-9998-3943ce3d93f4,2024-01-17 20:22:27
1993,c6d4e2b7-1883-4649-9191-925dc17fa306,Basic,Idle,Credit Card,Lifetime,Full Subscription,5d1c0ac1-9613-4618-84d7-8178142bec14,2024-01-17 20:22:27
5413,06229442-66d9-48c8-a5fb-c5678f6fab51,Bronze,Blocked,Google Pay,Yearly,Monthly Payment,665a9e8f-26c1-45e7-9b09-60d35610da49,2024-01-17 20:22:27
3379,9de0644d-69fc-44ca-b4b6-587fd6ba7572,Bronze,Idle,Credit Card,Weekly,Payment in Advance,fd086697-c3d0-42ce-a3a2-fe102b17e7a0,2024-01-17 20:22:27
3627,7caf36d7-4175-4f68-a8ad-b53f3983e1f9,Bronze,Idle,Money Transfer,Weekly,Full Subscription,f4e5a01f-e282-4113-9185-15c5cc6dce52,2024-01-17 20:22:27
5803,9dd50ef2-7b61-4264-b17c-1c6e0f9db407,Platinum,Active,Credit Card,Weekly,Payment in Advance,da81fc3d-0475-4e8f-9523-89d0a5faa296,2024-01-17 20:22:27
6413,263df005-751b-4fe8-bb9e-ba396338d8a7,Basic,Active,Paypal,Quinquennal,Pay per Use,98d2a5c8-5b92-4e81-bc16-644740f12d08,2024-01-17 20:22:27
6387,e5955ccc-61fa-4461-ab38-a1f41b100dbb,Bronze,Idle,Alipay,Quinquennal,Payment in Advance,c131432a-6c3d-4214-aad8-e3e949a18f10,2024-01-17 20:22:27
5280,b5e33067-5ad6-4a11-a144-91618f19ca74,Basic,Blocked,Bitcoins,Lifetime,Monthly Payment,5b57a5d5-2b85-4f27-b9df-dcb00e87f31e,2024-01-17 20:22:27
9466,01c4ad82-a78a-4ced-ac74-4943dbfd20ff,Basic,Idle,Money Transfer,Monthly,Pay per Use,56fb402c-7eb1-493e-8adf-ef53d8f5922c,2024-01-17 20:22:27
1525,f1496939-a855-43ff-95dd-eb861265e53d,Standard,Active,Credit Card,Monthly,Monthly Payment,44b07384-29f5-4e7e-8ccf-2f8de0fa44ec,2024-01-17 20:22:27
4398,c5c64d86-ac72-4650-82e2-b6da15b59451,Basic,Cancelled,Paypal,Quinquennal,Monthly Payment,10d191d8-4dd3-48a9-b883-dc6aa721111a,2024-01-17 20:22:27
5860,782c54fa-8b87-4e7d-addb-9de777a7db22,Gold,Idle,Paypal,Lifetime,Payment in Advance,8a77e04a-5377-4a47-935b-0b85daf12c67,2024-01-17 20:22:27
6908,78dcd6b6-cbfd-40ab-bed5-1b16673565b4,Standard,Idle,Google Pay,Quinquennal,Pay per Use,d70e75bb-8e31-4bc8-9dbb-25dc102fe90e,2024-01-17 20:22:27
9879,8524f18c-c440-4d8d-9cb1-52e24ef87769,Bronze,Blocked,Paypal,Lifetime,Monthly Payment,811ffa50-4177-401a-95e6-732d85474c40,2024-01-17 20:22:27
6027,fb495d0e-5e43-415c-bba5-a560141130f6,Platinum,Idle,Money Transfer,Monthly,Full Subscription,bcff5e1e-80d7-4f2e-b7cb-66472bbeff87,2024-01-17 20:22:27
6563,23e88059-0ff3-4818-b90e-5569dcb17a98,Bronze,Blocked,Alipay,Lifetime,Full Subscription,b656ed1a-26d1-4ac4-8799-5a7cd0baf15e,2024-01-17 20:22:27
8866,2e95b560-636a-4dff-83a8-59bb8cc40a03,Standard,Blocked,Paypal,Monthly,Full Subscription,ff76ce34-77ec-450c-b744-54ab6186d020,2024-01-17 20:22:27
6999,75fc82be-f9db-4d31-a2a2-c4c6661c50e2,Standard,Idle,Credit Card,Yearly,Full Subscription,f730f66e-2cc8-4d77-b923-a7734edf31e9,2024-01-17 20:22:27
7035,5b21079f-e15f-460b-91c2-30f02c0c0dc9,Platinum,Cancelled,Google Pay,Quinquennal,Payment in Advance,5acffa55-3ff9-4acf-8cd5-980938cf16cf,2024-01-17 20:22:27
4698,b50da21d-03bd-4c8d-bec7-606f6d83b080,Standard,Cancelled,Google Pay,Yearly,Pay per Use,a74e9a7b-81a5-45c6-b95c-0f911c13cf29,2024-01-17 20:22:27
7106,6af6637b-3872-4705-943b-9bba725398fa,Basic,Active,Alipay,Quinquennal,Monthly Payment,4014d848-e5e2-474b-bf3d-405d98d7eb49,2024-01-17 20:22:27
6365,40246f50-7525-412f-95d6-7b6c9e5352fc,Basic,Idle,Bitcoins,Lifetime,Payment in Advance,3403e293-1a72-46cc-aff3-1e2db1a7daba,2024-01-17 20:22:27
3359,8c9a843b-2184-412d-9d30-dfe1372e1343,Gold,Blocked,Paypal,Monthly,Payment in Advance,c909be81-ce4a-4001-b802-2a61960f8626,2024-01-17 20:22:27
8632,90c03849-e321-4be2-b650-e59be36d896f,Platinum,Active,Google Pay,Lifetime,Full Subscription,35984af9-1d40-4126-8a90-e3a3e3f8e2ed,2024-01-17 20:22:27
3416,f1f6c4b2-8a4b-4484-a818-674f1b19dfe9,Standard,Idle,Credit Card,Weekly,Full Subscription,5596f811-f47d-4133-b8e8-8ca04e55fa48,2024-01-17 20:22:27
8622,a64f1d6c-f233-4a2f-b35b-5e69ff2dbd18,Platinum,Blocked,Money Transfer,Quinquennal,Monthly Payment,8631c835-f62c-4d0b-97bd-017bd53b3a93,2024-01-17 20:22:27
9930,b15a0c1b-386e-41de-8264-c5557833629b,Gold,Active,Bitcoins,Lifetime,Payment in Advance,b205da0a-7342-4e71-afe0-f4a4987172b6,2024-01-17 20:22:27
3705,f71eb518-e4aa-4654-984a-d44cafe0727a,Standard,Blocked,Paypal,Monthly,Full Subscription,5137b65a-d810-43be-8a9f-04a6f33d4dbe,2024-01-17 20:22:27
