id,uid,name,type,description,review,user_id,dt_current_timestamp
1242,f16d6a07-ef5f-4904-942d-2bcf8697ad90,Sweet Box,Bar,Elegant dining with a panoramic ocean view.,"Great location, but the service could be better.",6808a3b8-2230-4027-97d3-e2eb67a2d3e2,2024-01-17 20:01:41
8901,267bd7a1-641d-4c69-9792-01513cc8059f,Ocean View,Bar,Fresh and healthy food served in a comfortable setting.,Excellent food and friendly service!,a94c130f-fc56-4f58-ac71-c7ef4b0a446a,2024-01-17 20:01:41
5275,e38585e2-4d16-452b-92cc-c16a2fe68090,Ocean View,Fine Dining,Fresh and healthy food served in a comfortable setting.,Excellent food and friendly service!,24cf2eea-b334-40f8-bd56-d5da6b6cf291,2024-01-17 20:01:41
8605,b6f23a2f-e6ae-470a-9ba5-386a906c3999,66 BBQ,Bar,Fresh and healthy food served in a comfortable setting.,A bit pricey but totally worth it.,5db08085-3b32-4ad8-b5bf-de23d33db48a,2024-01-17 20:01:41
4455,e42d0f0b-81d9-43cb-bab7-32b79640bc0e,Café Delight,Café,Elegant dining with a panoramic ocean view.,"Great location, but the service could be better.",6aae6fbf-1a35-428f-9d72-ed1f2378fcf5,2024-01-17 20:01:41
6447,4d8b47bc-4b37-488d-a6a3-22c89112a064,Ocean View,Café,Fresh and healthy food served in a comfortable setting.,Loved the ambience and the dessert menu.,d4daf90e-92ec-411e-a8fd-cc67847b4c8b,2024-01-17 20:01:41
8422,53ef1083-e0c2-4e73-824a-ce881d3cab31,Mountain Retreat,Bistro,Fresh and healthy food served in a comfortable setting.,"Great location, but the service could be better.",1de5f09a-10c6-4bc1-a7fd-3f5fd4628e60,2024-01-17 20:01:41
8065,d72b3f2e-6f56-45ce-b975-874ea949f331,Ocean View,Fast Food,Elegant dining with a panoramic ocean view.,A bit pricey but totally worth it.,83110bd1-8c45-4d58-a7a9-71c74a4bfdec,2024-01-17 20:01:41
9023,ae8d4342-8e7e-412b-bf62-fe038db9d754,66 BBQ,Café,Elegant dining with a panoramic ocean view.,"Great location, but the service could be better.",51266c9c-c77f-4afd-af22-4d3a14b7fa3f,2024-01-17 20:01:41
6435,b546a32b-2fa0-4765-8d1a-23d0252fff24,Café Delight,Café,A cozy place with home-style cooking.,Loved the ambience and the dessert menu.,ae22a074-813a-4a50-b3da-cb6f880c82a9,2024-01-17 20:01:41
9298,f31db482-4690-454e-be53-dc569789adf8,Café Delight,Bar,Fresh and healthy food served in a comfortable setting.,Excellent food and friendly service!,052acbd1-43f7-4d59-8213-f91fafc0bf98,2024-01-17 20:01:41
9195,02c5c695-86d1-4d15-b503-18b3b8ee62dc,Ocean View,Bistro,Fresh and healthy food served in a comfortable setting.,"Not the best experience, but the food was okay.",c4c04ad5-18c7-4095-853e-0875496ee797,2024-01-17 20:01:41
