id,uid,name,type,description,review,user_id,dt_current_timestamp
4959,074f4ecd-b7c6-489c-9ab6-72a69c2f8460,66 BBQ,Bar,Fast and delicious meals for the on-the-go customer.,Excellent food and friendly service!,add679de-f3e7-4c40-ba6f-d22df3321d57,2024-01-17 20:01:41
9640,922c60fc-cf26-4fcb-9fc6-7c407c41dd6e,Café Delight,Café,A cozy place with home-style cooking.,Loved the ambience and the dessert menu.,1800609c-23cf-4d9f-8bf4-c7c680b35705,2024-01-17 20:01:41
5674,9ab20ff8-8fa5-4b03-87a4-a5f7ff8ee2ef,Mountain Retreat,Café,Fresh and healthy food served in a comfortable setting.,A bit pricey but totally worth it.,3f5ac875-17e3-4cdc-aa31-ff75a720e8b6,2024-01-17 20:01:41
5120,1a81eae1-2845-489a-b4f1-c87441ea3520,Ocean View,Café,Fast and delicious meals for the on-the-go customer.,Loved the ambience and the dessert menu.,d630d856-0c09-4751-b40f-7f40badd9877,2024-01-17 20:01:41
7144,6cdfbe66-9385-4f10-92b3-e54aa797a8ae,Mountain Retreat,Café,Elegant dining with a panoramic ocean view.,"Not the best experience, but the food was okay.",c976dd89-42d8-4628-8366-c82833865487,2024-01-17 20:01:41
3654,e650e918-71d7-4efd-90d6-a9bd58ac0fac,Mountain Retreat,Fast Food,Elegant dining with a panoramic ocean view.,"Not the best experience, but the food was okay.",9ea49d18-9774-4f11-ad9e-0f71bed900c2,2024-01-17 20:01:41
1674,28f7818f-a832-44c1-ac9b-709f6e7898c0,Sweet Box,Fast Food,Fresh and healthy food served in a comfortable setting.,Loved the ambience and the dessert menu.,5586bb21-a407-4f19-99f2-b605b8927e91,2024-01-17 20:01:41
5913,2543d9a2-2252-4915-b98f-b9efefe329fb,66 BBQ,Café,Fresh and healthy food served in a comfortable setting.,Loved the ambience and the dessert menu.,5a65e9c8-b7aa-4971-8ad5-ad8232796064,2024-01-17 20:01:41
6331,792c008c-212a-4519-930d-5b6f7e9754e0,Sweet Box,Café,Fresh and healthy food served in a comfortable setting.,"Not the best experience, but the food was okay.",7b4d9344-ad9c-4ff4-badc-0d223f9e2a4d,2024-01-17 20:01:41
3818,3eeac9b0-ea53-4817-9ccc-2871d1abd3ea,Mountain Retreat,Fine Dining,Elegant dining with a panoramic ocean view.,Loved the ambience and the dessert menu.,5798a88a-9121-4536-baa8-1034427911d4,2024-01-17 20:01:41
6965,f0729df0-b281-4f4c-af53-2da7afa2df60,Mountain Retreat,Fine Dining,A perfect place for a romantic evening.,Excellent food and friendly service!,46108fd0-2db4-4d6a-a9aa-c3923a9aec88,2024-01-17 20:01:41
2628,f1095a02-dedb-4ba3-902c-d0ce9725266e,Café Delight,Bistro,Fast and delicious meals for the on-the-go customer.,"Great location, but the service could be better.",85c567d6-e450-4a9b-97df-44629d623c82,2024-01-17 20:01:41
9533,075d2d19-0d00-4ee4-bbd0-853db3130089,Ocean View,Fast Food,A perfect place for a romantic evening.,Excellent food and friendly service!,e4e7c165-0760-4949-99df-278049d967a6,2024-01-17 20:01:41
9445,6f803895-5dba-439c-8b1c-add6c35e6baa,66 BBQ,Fine Dining,Fast and delicious meals for the on-the-go customer.,Excellent food and friendly service!,9b843709-219d-4928-9ddf-54bced92dd13,2024-01-17 20:01:41
1807,277d2eb1-6e22-4a1e-a198-0c81bcb6d980,Sweet Box,Bar,A perfect place for a romantic evening.,"Not the best experience, but the food was okay.",f60af6de-6a1b-4968-a195-bc22d82aaa64,2024-01-17 20:01:41
7466,c363c432-6e70-479e-a797-cae49b6a7e4b,Café Delight,Fast Food,Fresh and healthy food served in a comfortable setting.,"Great location, but the service could be better.",e61a653f-9418-4bba-93fa-90a0e66860df,2024-01-17 20:01:41
9066,29976f1f-2c7d-4935-817c-18da4096effd,66 BBQ,Fast Food,Elegant dining with a panoramic ocean view.,Excellent food and friendly service!,0b17c183-a696-4243-94a9-6966ec7a7cf1,2024-01-17 20:01:41
5426,becbea74-78b7-40d6-a8e0-f7f1b01c476b,Ocean View,Bar,Fresh and healthy food served in a comfortable setting.,"Great location, but the service could be better.",b33913f2-cbe9-4132-8a02-c4f5d4ee643d,2024-01-17 20:01:41
