id,uid,name,type,description,review,user_id,dt_current_timestamp
3172,a7f21c76-79c9-43b3-81e5-93bc4df9bdda,Sweet Box,Fast Food,Fresh and healthy food served in a comfortable setting.,A bit pricey but totally worth it.,35726e25-8e09-45ee-afc7-7a89656bec90,2026-03-05 09:26:14
5340,0c187018-209f-4d46-96bb-1c843a81d48f,Ocean View,Cafe,Elegant dining with a panoramic ocean view.,Excellent food and friendly service!,3d0c3354-661e-4d8c-9057-9589fdc4fd6d,2026-03-05 09:26:14
2512,f1777e8f-486d-4bb6-a538-a63a07ca0d84,Ocean View,Bistro,Fast and delicious meals for the on-the-go customer.,A bit pricey but totally worth it.,4fcf4df2-4995-4a6f-a58d-f9fa6c49cc89,2026-03-05 09:26:14
4227,51e1e980-e1e9-4930-9c63-7efc0bb9eaef,Cafe Delight,Bar,A cozy place with home-style cooking.,Excellent food and friendly service!,bc38a57b-ef09-457d-92dc-589c3baa7b73,2026-03-05 09:26:14
6973,f8ab9ceb-3306-4ba4-b47b-4c926265c66f,Ocean View,Cafe,Fast and delicious meals for the on-the-go customer.,"Great location, but the service could be better.",179e3047-f32d-4920-bd01-108629d7b2f2,2026-03-05 09:26:14
9507,3a6f9d6b-8354-4ac0-90c6-00867dd6caa3,Cafe Delight,Cafe,Fast and delicious meals for the on-the-go customer.,Loved the ambience and the dessert menu.,8f38b137-b5ba-4874-8601-f38fedfae979,2026-03-05 09:26:14
1841,bd1b9285-7055-4382-9ff6-aa3ee3a9b4d7,Sweet Box,Cafe,A perfect place for a romantic evening.,Loved the ambience and the dessert menu.,92993826-3a02-4c71-a5f0-c582022173f0,2026-03-05 09:26:14
4718,9f89fbe9-8e0a-40e3-b4b3-f322c88cf1b4,66 BBQ,Fine Dining,Fresh and healthy food served in a comfortable setting.,A bit pricey but totally worth it.,9b6e5d77-df9c-4d56-860e-8b76432dcdbd,2026-03-05 09:26:14
4176,b99d3daa-cbe3-47e1-bf9c-2d6bba57b841,Sweet Box,Fast Food,Fast and delicious meals for the on-the-go customer.,"Not the best experience, but the food was okay.",1d8758e4-e2ae-455d-8be4-024a0936ea21,2026-03-05 09:26:14
3024,6ca802d1-1184-4ea8-bb5c-8e5e417c21f5,Ocean View,Bistro,A cozy place with home-style cooking.,Loved the ambience and the dessert menu.,61bb05aa-22a8-465e-b6f9-ca1cd70ed271,2026-03-05 09:26:14
