id,uid,name,type,description,review,user_id,dt_current_timestamp
1907,03ad21ac-eeb1-4857-bd60-651ea4c5e737,Sweet Box,Fine Dining,A perfect place for a romantic evening.,A bit pricey but totally worth it.,c693482a-c2ec-4178-bab1-f6ec3704849b,2026-03-05 09:26:15
3522,80a90309-70d9-4695-8f05-455be274073d,Ocean View,Fast Food,A cozy place with home-style cooking.,A bit pricey but totally worth it.,3f7a2b6d-0812-49a7-be48-2b5ce5da9f9c,2026-03-05 09:26:15
6450,a5dc6a79-6f1b-4060-ad69-f5e9f5ca1e29,Sweet Box,Fine Dining,Elegant dining with a panoramic ocean view.,"Not the best experience, but the food was okay.",010430a1-0c76-4725-990a-256c1dfe019e,2026-03-05 09:26:15
2330,d9dcbf82-95f7-4595-949a-f2b773044b6f,Sweet Box,Cafe,Fresh and healthy food served in a comfortable setting.,Excellent food and friendly service!,0dd73d70-947a-4fdf-9da0-c29397f3d89e,2026-03-05 09:26:15
9256,df72ea87-45d4-483d-a536-332e511ac2f8,Cafe Delight,Bar,Fast and delicious meals for the on-the-go customer.,"Great location, but the service could be better.",5a370dbc-130c-48ff-b576-f76afc1fc763,2026-03-05 09:26:15
7368,0a36a267-e26d-469d-b980-04ec9748cb26,66 BBQ,Cafe,Elegant dining with a panoramic ocean view.,A bit pricey but totally worth it.,e52b4947-8e78-4cac-acec-af0cee129c4e,2026-03-05 09:26:15
8333,9b29a39c-9cde-4561-89fa-a8e70a8cdcc8,Mountain Retreat,Cafe,Fresh and healthy food served in a comfortable setting.,Loved the ambience and the dessert menu.,caa8e518-c09f-4015-b1fb-aab0c8450c10,2026-03-05 09:26:15
4338,d3378381-abce-4a2f-813e-e414e68d0b69,66 BBQ,Bar,A perfect place for a romantic evening.,A bit pricey but totally worth it.,65345790-0aaa-4c85-900b-1be7a9d8b158,2026-03-05 09:26:15
6479,993dd4d8-7768-4195-9004-22fd775e3646,Ocean View,Fine Dining,Elegant dining with a panoramic ocean view.,Excellent food and friendly service!,2ce1077b-87d8-41e2-9c17-3031b1c51c3e,2026-03-05 09:26:15
8954,d2596942-c892-4a46-960d-15136637bcf7,Mountain Retreat,Fast Food,A perfect place for a romantic evening.,A bit pricey but totally worth it.,adb9fb9c-4193-47d9-9cd5-8d639a31e914,2026-03-05 09:26:15
9928,3a0de18b-4290-4529-bdbb-8853469ccc73,Sweet Box,Bistro,Fresh and healthy food served in a comfortable setting.,Loved the ambience and the dessert menu.,9030bce8-a058-4a39-aada-42d8fa278937,2026-03-05 09:26:15
6805,2cbac64c-bd13-4ca4-9753-40733c1ec968,Mountain Retreat,Bar,A cozy place with home-style cooking.,Loved the ambience and the dessert menu.,7e042332-7aab-44ae-b995-0e9dcbb707ea,2026-03-05 09:26:15
8778,8d776905-281e-405b-b0a5-6857026792c6,Sweet Box,Fast Food,Fast and delicious meals for the on-the-go customer.,"Great location, but the service could be better.",6e738b88-d865-4e17-90ff-9e1e104b873c,2026-03-05 09:26:15
8401,9b4b5b28-bab8-4666-8c93-8da4c4f379f6,66 BBQ,Bistro,Fast and delicious meals for the on-the-go customer.,Excellent food and friendly service!,8706fc06-22d6-48ee-85eb-45f4fc4c93ee,2026-03-05 09:26:15
2214,830a38f3-5a4d-416b-8145-0e30d34800ae,Ocean View,Cafe,Fast and delicious meals for the on-the-go customer.,A bit pricey but totally worth it.,c6309e35-e3ce-4432-b538-3cb821ae4cdb,2026-03-05 09:26:15
6068,0771135d-d7ee-4f46-84da-a6abd441ec27,66 BBQ,Bar,Elegant dining with a panoramic ocean view.,Loved the ambience and the dessert menu.,73269ed2-1f52-4dc5-8eac-52106b78f0ba,2026-03-05 09:26:15
3301,451db653-bbfa-4259-83d8-6e23ecca833d,Sweet Box,Cafe,Fresh and healthy food served in a comfortable setting.,Excellent food and friendly service!,c4a322cf-721d-46f7-8ad3-9ce6d263445b,2026-03-05 09:26:15
7109,52be5b53-be94-40a9-8bd3-b6b32612cdf7,66 BBQ,Cafe,A cozy place with home-style cooking.,A bit pricey but totally worth it.,4484d1bc-2c7e-463b-9658-aa68df2f5623,2026-03-05 09:26:15
6138,62a8394a-82fe-49e0-b2f9-652fbaa3adda,Sweet Box,Fine Dining,Elegant dining with a panoramic ocean view.,"Not the best experience, but the food was okay.",f6c3b406-8027-473e-ae59-e79bd6cdbd0f,2026-03-05 09:26:15
7756,54dc1be5-cc3f-4df0-a10d-e0d2b6b245f0,Sweet Box,Cafe,Fast and delicious meals for the on-the-go customer.,A bit pricey but totally worth it.,5c2217e2-dc2b-4b69-ade4-50eb6bf3388c,2026-03-05 09:26:15
6527,6b53666e-024b-4427-9371-3f3e1a6931d4,Ocean View,Cafe,Fresh and healthy food served in a comfortable setting.,Loved the ambience and the dessert menu.,73709089-53b5-470a-97d5-d98d364eb661,2026-03-05 09:26:15
8597,05efb58f-092f-4e22-a2c7-1599f17d6760,Mountain Retreat,Bar,Elegant dining with a panoramic ocean view.,"Great location, but the service could be better.",9d089b05-407d-4427-b7ef-b7d8f1f8b9fc,2026-03-05 09:26:15
2320,1967e306-22a2-49aa-b7bf-1f173fc5f1cb,Ocean View,Fine Dining,A perfect place for a romantic evening.,Excellent food and friendly service!,11399368-be50-4291-a60a-3d6d8237ab74,2026-03-05 09:26:15
6309,c127c07e-906c-473c-9e6d-af25b6cfe9ba,66 BBQ,Bar,Fresh and healthy food served in a comfortable setting.,"Great location, but the service could be better.",1f1282a8-d58f-498d-a469-e22847dcbe8a,2026-03-05 09:26:15
4139,ce5c8b18-9431-4bfe-9db0-b4a077d2e9d2,Cafe Delight,Bistro,Elegant dining with a panoramic ocean view.,"Not the best experience, but the food was okay.",55819234-f199-4d31-afb0-f1d59f3297df,2026-03-05 09:26:15
3742,dbfd24af-b82c-4b4a-9193-a989760413e0,Ocean View,Bistro,A perfect place for a romantic evening.,A bit pricey but totally worth it.,e51c6fae-43cc-49c8-9ed3-566eec2f57a4,2026-03-05 09:26:15
6256,67c0b2a8-1d91-4c86-9483-c1b702ec73b2,Ocean View,Fine Dining,Elegant dining with a panoramic ocean view.,Loved the ambience and the dessert menu.,9675d9f9-2fbf-44a1-a4a0-7e243f31c957,2026-03-05 09:26:15
9061,8b1824e4-d90f-4620-8111-8c6341330fe0,66 BBQ,Cafe,Elegant dining with a panoramic ocean view.,Loved the ambience and the dessert menu.,5cc8bbb6-5310-4886-9a7e-fa396ae49c9a,2026-03-05 09:26:15
3030,dc45dd3c-0467-42eb-8580-29f7d2148d9b,Cafe Delight,Fine Dining,Elegant dining with a panoramic ocean view.,Excellent food and friendly service!,78a3f447-84dd-4b76-8323-af6c75f348c1,2026-03-05 09:26:15
8589,f7d9aa31-7aa8-4a74-8fe0-c344c745648f,Mountain Retreat,Fast Food,A cozy place with home-style cooking.,A bit pricey but totally worth it.,9c846483-07ed-4506-9fdc-521c22ca6177,2026-03-05 09:26:15
1534,f634f8d7-222d-47a0-a5a9-054fe04813b1,Ocean View,Fine Dining,Fresh and healthy food served in a comfortable setting.,A bit pricey but totally worth it.,24ec6374-c5b7-47d9-b6ce-2a5d292d4077,2026-03-05 09:26:15
3148,a5b88244-af52-44b5-a550-c8969f725ecc,66 BBQ,Bistro,A perfect place for a romantic evening.,Loved the ambience and the dessert menu.,ba4f5227-5679-4f0b-93e4-ddd5957d7e5a,2026-03-05 09:26:15
9872,b6e21519-4a10-4f98-9f15-a84e2a120665,66 BBQ,Bar,Fast and delicious meals for the on-the-go customer.,"Not the best experience, but the food was okay.",95abc716-3a4d-47bb-95ce-0581027ca531,2026-03-05 09:26:15
9933,214cdca5-e7c8-40ff-a528-10e8e7137217,Cafe Delight,Bistro,A perfect place for a romantic evening.,"Great location, but the service could be better.",17bc3e7c-7a16-4b97-8def-6975480d19d6,2026-03-05 09:26:15
4324,79f63d7c-3983-4e23-a8c6-e3f9a28a6266,Ocean View,Fast Food,A cozy place with home-style cooking.,Loved the ambience and the dessert menu.,3bbe0f08-b620-48e5-a124-bd309f7f7813,2026-03-05 09:26:15
3856,1c67c77d-8c52-4df8-9b93-3e2247a49da0,Cafe Delight,Fast Food,A cozy place with home-style cooking.,"Not the best experience, but the food was okay.",2dfd527f-530b-4d85-9cf5-cf9bc0df2723,2026-03-05 09:26:15
9780,b4ca20e1-2ab9-4e44-8403-623870c2caa9,Cafe Delight,Fast Food,A perfect place for a romantic evening.,A bit pricey but totally worth it.,e35da9f9-de77-4d7a-a129-6004e3f2873c,2026-03-05 09:26:15
2431,9da0e401-e091-4f54-9693-dc97501e3c18,Sweet Box,Bistro,Fast and delicious meals for the on-the-go customer.,A bit pricey but totally worth it.,b7ccb60f-9fa9-413a-9cdd-13189b926982,2026-03-05 09:26:15
5999,45d3b184-0ae2-4fab-af77-e9270ef0fb8e,66 BBQ,Cafe,A perfect place for a romantic evening.,A bit pricey but totally worth it.,b7109efd-9046-49bc-8b97-a9edea911f47,2026-03-05 09:26:15
6384,8be82bca-d39a-454e-84c1-15b4494a5d50,Cafe Delight,Fast Food,Fast and delicious meals for the on-the-go customer.,A bit pricey but totally worth it.,374e1f62-3dcc-4100-9571-14221ece8f39,2026-03-05 09:26:15
5068,8c2e1d84-a6e4-48c5-91be-8acd124085ce,66 BBQ,Fast Food,A cozy place with home-style cooking.,Loved the ambience and the dessert menu.,29de7946-c892-42cd-b6db-b87b10ab57ed,2026-03-05 09:26:15
5608,7c669b0b-3d3e-4907-8fde-116e8f6356d1,66 BBQ,Fast Food,Fresh and healthy food served in a comfortable setting.,A bit pricey but totally worth it.,a51d80d2-fc3d-4307-8ca0-dd44854c38a8,2026-03-05 09:26:15
5459,5e74a024-fbd2-429d-906f-68f567095527,Ocean View,Fine Dining,Fast and delicious meals for the on-the-go customer.,A bit pricey but totally worth it.,54f06b87-53fb-422d-8dc6-8a5bb64dc3ef,2026-03-05 09:26:15
