id,uid,dish,description,ingredient,measurement,user_id,dt_current_timestamp
6310,e3a9510e-9b46-4507-afa5-228984dd0c42,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Tomato,2 tablespoons,057474b4-5433-4b0a-8db2-e9e6ec115d9c,2024-01-17 17:14:35
5291,de5a9c01-1a1e-4ac7-8cca-74581c071178,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Tomato,1/2 gallon,e46d9355-3713-4304-9327-05d91829d2c2,2024-01-17 17:14:35
2211,dbc224f9-0218-451d-95ed-289534905066,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Curry Powder,1/2 gallon,972f2190-52d9-410e-8d45-71a0246c8669,2024-01-17 17:14:35
6560,95c236ad-3e3e-4d5a-a311-41308849e44d,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Feijoa,1/2 cup,3cf49b65-05f9-4f4e-95f8-4dd9a3d94485,2024-01-17 17:14:35
3498,eeafac82-1215-4015-87eb-59d5bec9435c,Pork Sausage Roll,"Two buttermilk waffles, topped with whipped cream and maple syrup, a side of two eggs served any style, and your choice of smoked bacon or smoked ham.",Pinto Beans,2 tablespoons,1198471c-26ce-44a8-8f05-eb3094f719b8,2024-01-17 17:14:35
5148,e7a1b592-7f9d-43fa-8bfa-437563ed634d,Pork Sausage Roll,"Two buttermilk waffles, topped with whipped cream and maple syrup, a side of two eggs served any style, and your choice of smoked bacon or smoked ham.",Tomato,2 tablespoons,bcdbc933-1555-4652-bbea-573877daad0e,2024-01-17 17:14:35
5368,51807855-39f0-4060-b041-e4ac531b1562,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Feijoa,1/2 cup,18e0cec4-8fb9-410a-bea3-5a1ed590d3d5,2024-01-17 17:14:35
2843,c72102c2-b0ad-48dc-a081-b8436e66a062,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Curry Powder,1/4 pint,bf94f3db-0fe9-4433-be56-0f3b0dac4150,2024-01-17 17:14:35
7919,e3a2d35a-fc58-416a-af34-8713d4abaad7,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Pinto Beans,1/2 cup,31eb4625-dcd0-496a-b478-c150a654d0a1,2024-01-17 17:14:35
2944,9b0071bc-90bb-4c8a-bc25-49b4aeee358a,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Tomato,1/2 gallon,c7d04d7a-7f50-47b6-86e8-60d6dc98cd93,2024-01-17 17:14:35
