id,uid,dish,description,ingredient,measurement,user_id,dt_current_timestamp
6482,ab0bb988-48b1-4746-98f4-9855ded7dc78,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Tomato,2 tablespoons,a9e7f4c0-3d79-446b-b44e-55ae3ee05b9f,2024-01-17 17:14:34
1900,a83e3852-251e-44d6-a49c-22614392a7eb,Pork Sausage Roll,"Two buttermilk waffles, topped with whipped cream and maple syrup, a side of two eggs served any style, and your choice of smoked bacon or smoked ham.",Tomato,1/2 gallon,1ff091de-d15c-480c-917f-9ed7442ad73e,2024-01-17 17:14:34
4380,fd9605cd-c8c0-4071-9825-492192564019,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Curry Powder,2 tablespoons,094bd1b3-540e-4129-9d58-8c11e31625f6,2024-01-17 17:14:34
3809,fddc90a5-d6e5-4b0c-be09-94fc5024820a,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Tomato,1/4 pint,91701ee9-5b0a-411c-82a6-112f3a0c1145,2024-01-17 17:14:34
4637,ec47ace6-abbf-42df-aa48-5dabb9e61e83,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Feijoa,2 tablespoons,608f4b82-69f5-4c6e-8734-9b5d5b4c7788,2024-01-17 17:14:34
6035,e4a42979-1102-4228-b5b6-99a5da655ab6,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Feijoa,1/2 gallon,9e410645-96ff-4964-93bf-53a1ea42252f,2024-01-17 17:14:34
6410,7739a66e-62b0-4bcf-a26b-24a1028733c2,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Curry Powder,1/2 gallon,15ecf9b6-769f-400e-8174-a1963254a5bd,2024-01-17 17:14:34
2981,5bc3a730-1e31-4368-b474-f47d7e0cf933,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Feijoa,2 tablespoons,1028627a-cb0f-4e34-84ed-f950a5f8f4a1,2024-01-17 17:14:34
4520,2d8379c0-8ff8-4ad2-974b-72544bd4da37,Pork Sausage Roll,"Two buttermilk waffles, topped with whipped cream and maple syrup, a side of two eggs served any style, and your choice of smoked bacon or smoked ham.",Tomato,1/2 gallon,54e08e9e-cf86-4a36-830f-306d1c030fec,2024-01-17 17:14:34
1224,dba387d9-6719-4b57-a045-145940aa88c1,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Pinto Beans,2 tablespoons,c8f68cbf-cc2d-459a-8a43-803159dc69d4,2024-01-17 17:14:34
6409,7280d6ca-3dbb-4a17-ae32-11e210d5dfcd,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Curry Powder,1/2 cup,75408989-3d96-453a-8820-4034967afe5f,2024-01-17 17:14:34
4968,4a064de4-db5b-4e4d-9b3f-e0a88f776ad2,Pork Sausage Roll,"Two buttermilk waffles, topped with whipped cream and maple syrup, a side of two eggs served any style, and your choice of smoked bacon or smoked ham.",Pinto Beans,1/2 gallon,78bced13-a288-402f-bfc1-daa3821a9e06,2024-01-17 17:14:34
5698,6d1401d8-41e5-46ee-a846-015c9b3b11ba,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Curry Powder,1/2 gallon,814a91eb-b265-4ab2-ab45-f483883090db,2024-01-17 17:14:34
5488,4b10001f-3037-4d97-84aa-5265adb2ffaf,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Tomato,1/2 gallon,0cfd47b2-5724-4576-8dfc-af3cc54c8dd3,2024-01-17 17:14:34
5799,8702a513-d5d3-4146-af3e-d1a01f5019fd,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Pinto Beans,1/4 pint,fb24c384-57b4-49cb-8b8f-744712ab3955,2024-01-17 17:14:34
7853,7326f652-5563-4f44-b438-46dc840c2c33,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Feijoa,1/2 cup,a64d4e8f-8c92-41dd-850b-999d32ab356f,2024-01-17 17:14:34
3760,b963d086-f89f-41cf-a7fa-54ce1d20d90b,Pork Sausage Roll,"Two buttermilk waffles, topped with whipped cream and maple syrup, a side of two eggs served any style, and your choice of smoked bacon or smoked ham.",Pinto Beans,2 tablespoons,1d3e46b9-6033-4df1-88a0-4d364df83183,2024-01-17 17:14:34
7221,f5e418e5-a3a9-4edb-b024-d95f34981fef,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Curry Powder,1/2 gallon,478ab6e6-d34f-492c-abd4-122609e4ebe1,2024-01-17 17:14:34
