id,uid,dish,description,ingredient,measurement,user_id,dt_current_timestamp
3796,430431a9-a713-4bb6-adf8-45da88074e1b,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Pinto Beans,1/4 pint,0ba4a92a-f1a0-4b7e-b7ab-0cc88491b962,2024-01-17 17:14:35
5761,dc522b82-fae5-4c92-ae95-259119538606,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Curry Powder,1/2 cup,a36b56b7-48ae-41a6-ae14-ec7296d50f31,2024-01-17 17:14:35
5894,2724b339-c403-47a3-b234-771a9ae56816,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Pinto Beans,1/2 cup,13a31c9e-0c41-49af-ad92-60395baf8bb3,2024-01-17 17:14:35
6057,b049c3e1-4823-4472-a5f7-4dbf43e3926b,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Curry Powder,1/2 gallon,8accbc2f-a485-4fe6-90b7-3b9907eb3fbb,2024-01-17 17:14:35
2564,da3c9fe4-b39b-4c09-8491-8004cf4205bc,Pork Sausage Roll,"Two buttermilk waffles, topped with whipped cream and maple syrup, a side of two eggs served any style, and your choice of smoked bacon or smoked ham.",Curry Powder,1/2 cup,55f7c4ac-4553-4ac5-bb4d-1cdd52eddc94,2024-01-17 17:14:35
2509,dbbf710d-78dd-4487-a553-ba3ca82b8411,Cheeseburger,"Three eggs with cilantro, tomatoes, onions, avocados and melted Emmental cheese. With a side of roasted potatoes, and your choice of toast or croissant.",Curry Powder,1/4 pint,7412d0a9-c804-4b8d-be52-5ff6892186dc,2024-01-17 17:14:35
8170,dd446682-98e6-40e1-b034-7bc1d14fe86b,Pork Sausage Roll,"Two buttermilk waffles, topped with whipped cream and maple syrup, a side of two eggs served any style, and your choice of smoked bacon or smoked ham.",Feijoa,1/2 gallon,610d99cb-8aff-48ac-b320-d9b95f8a910d,2024-01-17 17:14:35
8450,491ad869-db90-4b0c-9ee5-3f10ac9bc350,Som Tam,"Granny Smith apples mixed with brown sugar and butter filling, in a flaky all-butter crust, with ice cream.",Tomato,1/2 cup,91846325-d3c9-4936-bf5d-c43c7c23606f,2024-01-17 17:14:35
9402,68ffbe51-86b3-4947-9304-a33d062cdacf,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Pinto Beans,1/4 pint,e9368666-9ea3-4122-9fd8-6412f262f87e,2024-01-17 17:14:35
2905,3f12cd2a-2b35-4320-8b86-c10c019d9cbc,Pizza,"Smoked salmon, poached eggs, diced red onions and Hollandaise sauce on an English muffin. With a side of roasted potatoes.",Tomato,1/4 pint,4ded2745-fff5-4962-a745-a6837f111b2d,2024-01-17 17:14:35
