id,uid,platform,type,os,stack,user_id,dt_current_timestamp
3832,7d4f2e6e-4c61-461a-986c-2990275c14cc,Linux,server,Windows 10,"Linux, Windows",057474b4-5433-4b0a-8db2-e9e6ec115d9c,2024-01-17 16:57:33
8335,991c13cc-dfc0-4c4a-b004-adbc2ceaa4c0,macOS,server,Ubuntu Desktop 18.04,"RHEL, Ubuntu",e46d9355-3713-4304-9327-05d91829d2c2,2024-01-17 16:57:33
5236,093490e5-4a04-4784-87ab-1deb1f380e34,Linux,server,RHEL 7.7,"Linux, Ubuntu",972f2190-52d9-410e-8d45-71a0246c8669,2024-01-17 16:57:33
1176,42a1be5a-85bc-44a4-a4a2-259ae6f29c07,macOS,server,Ubuntu Desktop 18.04,"macOS, RHEL",3cf49b65-05f9-4f4e-95f8-4dd9a3d94485,2024-01-17 16:57:33
5103,cc2b87c7-742a-4b50-8ec7-8392f0d5822a,Windows,server,High Sierra (10.13),"Ubuntu, Windows",1198471c-26ce-44a8-8f05-eb3094f719b8,2024-01-17 16:57:33
3465,7f713cd3-649c-4f17-9805-86ae988baa22,Windows,server,High Sierra (10.13),"Linux, macOS",bcdbc933-1555-4652-bbea-573877daad0e,2024-01-17 16:57:33
1919,4b42897f-8eb0-4dab-b5d7-2c181f545303,macOS,workstation,Ubuntu Desktop 18.04,"Linux, macOS",18e0cec4-8fb9-410a-bea3-5a1ed590d3d5,2024-01-17 16:57:33
3156,8159fc71-f227-4b8e-bb4e-814f269d245f,Linux,server,High Sierra (10.13),"Linux, RHEL",bf94f3db-0fe9-4433-be56-0f3b0dac4150,2024-01-17 16:57:33
5382,9682d7e4-cb3b-4d02-bc0a-507557a4c8c6,Windows,server,Ubuntu Desktop 18.04,"RHEL, Linux",31eb4625-dcd0-496a-b478-c150a654d0a1,2024-01-17 16:57:33
6761,c0bf885a-8288-4413-87cc-27774a2e472f,macOS,workstation,Ubuntu Desktop 18.04,"Ubuntu, Linux",c7d04d7a-7f50-47b6-86e8-60d6dc98cd93,2024-01-17 16:57:33
4987,ea8a5490-0c2c-4c2b-b388-d9cda9dbeabd,macOS,server,RHEL 7.7,"Linux, macOS",b5cd83ef-e7e6-4ffb-8042-d3932c9a734c,2024-01-17 16:57:33
9034,74f1feae-59a1-4be9-a7a0-eb2de9eca673,macOS,server,RHEL 7.7,"macOS, RHEL",a2280dff-8e78-424b-8565-9cfe3a99e17a,2024-01-17 16:57:33
6799,3228a006-2594-40cd-8dd9-0d96f0368e8a,Windows,workstation,Ubuntu Desktop 18.04,"Ubuntu, RHEL",8f7d942e-7bed-4fcb-a642-9fb8cee76d0b,2024-01-17 16:57:33
3395,1ed961dd-11eb-4129-bcf9-b8d28f48f230,macOS,workstation,RHEL 7.7,"RHEL, Linux",25d4cb51-6e72-42b3-9f62-9153e345d84d,2024-01-17 16:57:33
8522,31fe6924-0b23-4962-bff2-18b24a17d4d7,Linux,workstation,CentOS 8,"Linux, Windows",1eb31594-5d59-405f-af3d-4bb0437fd513,2024-01-17 16:57:33
3518,cb1ffcd4-7741-4054-a7c0-2db7ff24e552,Linux,workstation,High Sierra (10.13),"RHEL, Ubuntu",46ab8db9-5d23-4784-80e7-de7315f4f81b,2024-01-17 16:57:33
4226,89fdb3c7-5775-4889-a72b-37185d7da179,macOS,server,CentOS 8,"Linux, macOS",cf387bfd-622c-4578-be17-5c47f111d85d,2024-01-17 16:57:33
4740,da517a15-163f-4c03-a92b-2e6b0f91de3b,Linux,server,Windows 10,"macOS, Ubuntu",5a58de8c-1c15-4291-b5e8-63522cfd7523,2024-01-17 16:57:33
3523,85f7c79f-19d9-49db-a265-f653130a9ac8,Windows,workstation,CentOS 8,"Ubuntu, macOS",e66262b8-469a-4885-8fd8-dbe6bdc30089,2024-01-17 16:57:33
5586,a1c532e4-4435-4bf2-87ff-cf920f112e97,Windows,workstation,Windows 10,"RHEL, macOS",2f5a079d-60ae-455a-8d92-353a4d77c32f,2024-01-17 16:57:33
1483,7b708ba7-6304-48d9-a211-ca67921e3bf0,Windows,workstation,RHEL 7.7,"Ubuntu, Windows",f6d0ef67-5bc0-4f0e-ae3a-0f1a74995912,2024-01-17 16:57:33
2465,9dd2fb92-58cf-4664-9edc-199ee4cf2cfe,macOS,server,High Sierra (10.13),"Ubuntu, Linux",0c2718b3-cb8c-4bd6-8f47-631b5ed0b252,2024-01-17 16:57:33
2188,bbeecc65-264f-466a-bc4c-920e967e235d,macOS,server,Ubuntu Desktop 18.04,"Ubuntu, Windows",453438e3-862d-4ace-bfab-6c8f4aac9848,2024-01-17 16:57:33
9617,36aa633e-a5b9-449a-bd6a-914752780e54,Windows,server,High Sierra (10.13),"Windows, RHEL",4aee740a-b3ab-4fb4-ba91-3e1b6fce86d5,2024-01-17 16:57:33
2610,e989a028-d565-479a-a3dd-1e0a33720b79,Windows,server,High Sierra (10.13),"Linux, macOS",2131b4a9-04b9-4991-999c-39fddd3d1009,2024-01-17 16:57:33
7962,41036fcc-6fcf-4512-9be8-fa80d2fea9fb,macOS,server,High Sierra (10.13),"Ubuntu, Windows",88a673ce-2454-47d1-958d-691d0ad2aa5c,2024-01-17 16:57:33
1339,70215237-e766-4c48-b76f-0041197f20b6,macOS,server,Ubuntu Desktop 18.04,"RHEL, Linux",73e5adea-92cc-4d0a-bfba-99d3e37f920a,2024-01-17 16:57:33
6526,70b17ab9-da8b-4ce0-bcc5-3d7cf3d30208,macOS,workstation,Ubuntu Desktop 18.04,"Ubuntu, Linux",568bff29-540c-47b9-bf04-f312c690db9e,2024-01-17 16:57:33
