user_id,movieid,rating,timestamp,dt_current_timestamp
057474b4-5433-4b0a-8db2-e9e6ec115d9c,aa7bb4b0-a179-4c81-8a7b-ae29ce41500b,3.7,1705521366,2024-01-17 19:56:06
e46d9355-3713-4304-9327-05d91829d2c2,afc9a6ec-52cf-4c51-bf02-e3c7ec050a4a,3.9,1705521366,2024-01-17 19:56:06
972f2190-52d9-410e-8d45-71a0246c8669,70a90f12-fa92-40d4-94cb-2cea8d4bcb34,4.5,1705521366,2024-01-17 19:56:06
3cf49b65-05f9-4f4e-95f8-4dd9a3d94485,73fde962-e909-4be7-977f-3cf11da35099,1.7,1705521366,2024-01-17 19:56:06
1198471c-26ce-44a8-8f05-eb3094f719b8,f9b0c8be-f619-4e76-bd05-825d9888618c,0.9,1705521366,2024-01-17 19:56:06
bcdbc933-1555-4652-bbea-573877daad0e,48992bcc-2b98-419e-aae4-cecfa1dd8b21,4.5,1705521366,2024-01-17 19:56:06
18e0cec4-8fb9-410a-bea3-5a1ed590d3d5,24ac037e-8335-4be7-9967-81acab2391ba,2.0,1705521366,2024-01-17 19:56:06
bf94f3db-0fe9-4433-be56-0f3b0dac4150,05a6cb01-3e39-4d4c-a0f1-460ed67e0cc8,1.6,1705521366,2024-01-17 19:56:06
31eb4625-dcd0-496a-b478-c150a654d0a1,54908bdd-26a4-4f91-907f-384d013930e6,3.4,1705521366,2024-01-17 19:56:06
c7d04d7a-7f50-47b6-86e8-60d6dc98cd93,caebe92c-57d0-4af6-9633-b35989b8679a,0.7,1705521366,2024-01-17 19:56:06
b5cd83ef-e7e6-4ffb-8042-d3932c9a734c,0e1a79aa-4251-4085-bb6d-64c91a6c1f95,3.5,1705521366,2024-01-17 19:56:06
a2280dff-8e78-424b-8565-9cfe3a99e17a,9fb14d2f-dfe9-47c9-aaff-56d613978896,4.2,1705521366,2024-01-17 19:56:06
8f7d942e-7bed-4fcb-a642-9fb8cee76d0b,24291cb2-5e13-4724-84c8-5ebbe78e9b90,4.2,1705521366,2024-01-17 19:56:06
25d4cb51-6e72-42b3-9f62-9153e345d84d,2ac82296-53fd-477d-bec3-149b25d96204,2.0,1705521366,2024-01-17 19:56:06
1eb31594-5d59-405f-af3d-4bb0437fd513,fce57581-653f-4438-a048-bf1870152bed,4.1,1705521366,2024-01-17 19:56:06
46ab8db9-5d23-4784-80e7-de7315f4f81b,a9ed2e62-4946-46f6-8373-90720fe7a417,4.4,1705521366,2024-01-17 19:56:06
cf387bfd-622c-4578-be17-5c47f111d85d,02a740f7-b205-4b80-8e77-fd825b623152,1.7,1705521366,2024-01-17 19:56:06
5a58de8c-1c15-4291-b5e8-63522cfd7523,a671fa7b-4ed5-4546-86e8-5d10c1483521,4.5,1705521366,2024-01-17 19:56:06
