id,color,department,material,product_name,price,price_string,promo_code,user_id,dt_current_timestamp
5937,purple,Fashion,Rubber,Coffee Maker,489.74,489.74,DISCOUNT48,a9e7f4c0-3d79-446b-b44e-55ae3ee05b9f,2024-01-17 16:44:51
5774,red,Fashion,Cotton,Coffee Maker,481.26,481.26,DISCOUNT68,1ff091de-d15c-480c-917f-9ed7442ad73e,2024-01-17 16:44:51
5576,purple,Footwear,Metal,Coffee Maker,208.07,208.07,DISCOUNT81,094bd1b3-540e-4129-9d58-8c11e31625f6,2024-01-17 16:44:51
9882,red,Kitchen,Plastic,Leather Wallet,223.47,223.47,DISCOUNT59,91701ee9-5b0a-411c-82a6-112f3a0c1145,2024-01-17 16:44:51
3134,purple,Kitchen,Cotton,Running Shoes,403.79,403.79,DISCOUNT16,608f4b82-69f5-4c6e-8734-9b5d5b4c7788,2024-01-17 16:44:51
3052,yellow,Audio,Rubber,Running Shoes,216.56,216.56,DISCOUNT97,9e410645-96ff-4964-93bf-53a1ea42252f,2024-01-17 16:44:51
4930,yellow,Electronics,Rubber,Running Shoes,470.73,470.73,DISCOUNT56,15ecf9b6-769f-400e-8174-a1963254a5bd,2024-01-17 16:44:51
4735,purple,Fashion,Cotton,Leather Wallet,319.36,319.36,DISCOUNT44,1028627a-cb0f-4e34-84ed-f950a5f8f4a1,2024-01-17 16:44:51
4274,blue,Audio,Rubber,Bluetooth Headphones,275.09,275.09,DISCOUNT39,54e08e9e-cf86-4a36-830f-306d1c030fec,2024-01-17 16:44:51
5582,yellow,Audio,Cotton,Smart TV,284.72,284.72,DISCOUNT52,c8f68cbf-cc2d-459a-8a43-803159dc69d4,2024-01-17 16:44:51
8443,blue,Kitchen,Plastic,Leather Wallet,437.91,437.91,DISCOUNT17,75408989-3d96-453a-8820-4034967afe5f,2024-01-17 16:44:51
8714,yellow,Kitchen,Rubber,Coffee Maker,350.25,350.25,DISCOUNT97,78bced13-a288-402f-bfc1-daa3821a9e06,2024-01-17 16:44:51
8432,yellow,Electronics,Cotton,Smart TV,261.95,261.95,DISCOUNT22,814a91eb-b265-4ab2-ab45-f483883090db,2024-01-17 16:44:51
9062,red,Electronics,Metal,Bluetooth Headphones,274.02,274.02,DISCOUNT50,0cfd47b2-5724-4576-8dfc-af3cc54c8dd3,2024-01-17 16:44:51
5009,blue,Electronics,Plastic,Coffee Maker,498.07,498.07,DISCOUNT80,fb24c384-57b4-49cb-8b8f-744712ab3955,2024-01-17 16:44:51
1329,purple,Kitchen,Metal,Coffee Maker,63.04,63.04,DISCOUNT63,a64d4e8f-8c92-41dd-850b-999d32ab356f,2024-01-17 16:44:51
3907,red,Fashion,Leather,Leather Wallet,232.65,232.65,DISCOUNT30,1d3e46b9-6033-4df1-88a0-4d364df83183,2024-01-17 16:44:51
9801,yellow,Electronics,Rubber,Running Shoes,432.2,432.20,DISCOUNT38,478ab6e6-d34f-492c-abd4-122609e4ebe1,2024-01-17 16:44:51
8070,yellow,Kitchen,Rubber,Running Shoes,116.26,116.26,DISCOUNT57,2f583958-0e38-4a13-83b9-a84ae893fd67,2024-01-17 16:44:51
6381,green,Electronics,Rubber,Smart TV,347.01,347.01,DISCOUNT51,2fed7efd-b80e-41e4-bb53-f9b530af95c7,2024-01-17 16:44:51
3491,red,Audio,Metal,Bluetooth Headphones,64.26,64.26,DISCOUNT98,0c104669-9c2e-4ec7-9d8c-62729a0d7138,2024-01-17 16:44:51
1508,purple,Audio,Plastic,Coffee Maker,157.8,157.80,DISCOUNT69,acd835a2-af25-4248-aab3-0d10e5c164bc,2024-01-17 16:44:51
9749,red,Fashion,Rubber,Smart TV,494.92,494.92,DISCOUNT25,0665e6b7-4473-4f8e-8efb-ceed13a56bf0,2024-01-17 16:44:51
9875,yellow,Footwear,Rubber,Bluetooth Headphones,293.32,293.32,DISCOUNT65,ee0e1914-ebb5-441d-ada0-208788563e1e,2024-01-17 16:44:51
3161,blue,Footwear,Leather,Coffee Maker,499.93,499.93,DISCOUNT22,5be51729-ebf9-4990-9bcc-a1b8fcc83e79,2024-01-17 16:44:51
7958,yellow,Audio,Metal,Bluetooth Headphones,418.5,418.50,DISCOUNT28,efab600e-8e6d-40bb-b42f-6d8f700602ff,2024-01-17 16:44:51
2829,purple,Electronics,Leather,Bluetooth Headphones,402.89,402.89,DISCOUNT44,71da65cf-48ce-4e01-b7f0-b15c8791803f,2024-01-17 16:44:51
7938,yellow,Footwear,Cotton,Leather Wallet,485.49,485.49,DISCOUNT12,a7b01227-ca09-493f-8fd3-dc8d14a4195b,2024-01-17 16:44:51
5722,purple,Fashion,Metal,Bluetooth Headphones,112.73,112.73,DISCOUNT43,ce518211-e4e5-4899-a936-9d43295a2b2e,2024-01-17 16:44:51
3634,red,Audio,Cotton,Leather Wallet,415.32,415.32,DISCOUNT67,ade693b4-350d-4704-9dab-58cd60ca2668,2024-01-17 16:44:51
1178,green,Electronics,Leather,Coffee Maker,177.6,177.60,DISCOUNT93,5094c72b-6c23-4ad4-b2a9-769253ac342b,2024-01-17 16:44:51
4331,blue,Footwear,Metal,Running Shoes,89.96,89.96,DISCOUNT29,40ad9fb1-0c57-4bc3-a4d3-50d4cfe58021,2024-01-17 16:44:51
2723,blue,Fashion,Cotton,Smart TV,218.26,218.26,DISCOUNT73,8ddeec69-b4fa-4246-acea-fc8f273b5c59,2024-01-17 16:44:51
4588,blue,Electronics,Leather,Leather Wallet,344.95,344.95,DISCOUNT82,148a912a-5c2e-49d7-a4cf-6502aad4db4f,2024-01-17 16:44:51
3583,blue,Kitchen,Leather,Smart TV,434.59,434.59,DISCOUNT64,60a8ef55-2666-407a-9d78-78b7e8c33e1f,2024-01-17 16:44:51
7619,green,Footwear,Leather,Leather Wallet,147.57,147.57,DISCOUNT71,1622a9a5-e094-4f61-be0a-43faf36506f6,2024-01-17 16:44:51
8162,blue,Kitchen,Plastic,Running Shoes,369.69,369.69,DISCOUNT47,70dd62d3-0080-4b07-82dd-0a62628728bc,2024-01-17 16:44:51
7814,yellow,Fashion,Leather,Smart TV,345.99,345.99,DISCOUNT77,e9a94db2-c927-4093-b403-ab55cdd58ab0,2024-01-17 16:44:51
