id,color,department,material,product_name,price,price_string,promo_code,user_id,dt_current_timestamp
7221,blue,Fashion,Rubber,Bluetooth Headphones,281.85,281.85,DISCOUNT91,add679de-f3e7-4c40-ba6f-d22df3321d57,2024-01-17 16:44:51
3071,purple,Audio,Rubber,Coffee Maker,293.86,293.86,DISCOUNT35,1800609c-23cf-4d9f-8bf4-c7c680b35705,2024-01-17 16:44:51
4864,blue,Audio,Rubber,Bluetooth Headphones,111.13,111.13,DISCOUNT88,3f5ac875-17e3-4cdc-aa31-ff75a720e8b6,2024-01-17 16:44:51
8833,yellow,Kitchen,Leather,Bluetooth Headphones,426.75,426.75,DISCOUNT50,d630d856-0c09-4751-b40f-7f40badd9877,2024-01-17 16:44:51
3822,purple,Fashion,Metal,Leather Wallet,330.66,330.66,DISCOUNT71,c976dd89-42d8-4628-8366-c82833865487,2024-01-17 16:44:51
1952,purple,Electronics,Metal,Leather Wallet,315.6,315.60,DISCOUNT52,9ea49d18-9774-4f11-ad9e-0f71bed900c2,2024-01-17 16:44:51
5570,purple,Electronics,Leather,Smart TV,489.44,489.44,DISCOUNT69,5586bb21-a407-4f19-99f2-b605b8927e91,2024-01-17 16:44:51
8093,green,Kitchen,Plastic,Coffee Maker,383.41,383.41,DISCOUNT82,5a65e9c8-b7aa-4971-8ad5-ad8232796064,2024-01-17 16:44:51
3731,green,Electronics,Rubber,Smart TV,185.08,185.08,DISCOUNT56,7b4d9344-ad9c-4ff4-badc-0d223f9e2a4d,2024-01-17 16:44:51
7250,yellow,Fashion,Metal,Coffee Maker,429.93,429.93,DISCOUNT49,5798a88a-9121-4536-baa8-1034427911d4,2024-01-17 16:44:51
5688,purple,Footwear,Rubber,Bluetooth Headphones,188.31,188.31,DISCOUNT95,46108fd0-2db4-4d6a-a9aa-c3923a9aec88,2024-01-17 16:44:51
2993,blue,Audio,Metal,Smart TV,430.11,430.11,DISCOUNT63,85c567d6-e450-4a9b-97df-44629d623c82,2024-01-17 16:44:51
4996,red,Electronics,Leather,Running Shoes,55.38,55.38,DISCOUNT74,e4e7c165-0760-4949-99df-278049d967a6,2024-01-17 16:44:51
6427,red,Audio,Leather,Bluetooth Headphones,111.89,111.89,DISCOUNT12,9b843709-219d-4928-9ddf-54bced92dd13,2024-01-17 16:44:51
6853,red,Fashion,Cotton,Running Shoes,172.33,172.33,DISCOUNT68,f60af6de-6a1b-4968-a195-bc22d82aaa64,2024-01-17 16:44:51
3477,purple,Footwear,Cotton,Running Shoes,201.68,201.68,DISCOUNT13,e61a653f-9418-4bba-93fa-90a0e66860df,2024-01-17 16:44:51
