id,color,department,material,product_name,price,price_string,promo_code,user_id,dt_current_timestamp
1204,green,Audio,Plastic,Running Shoes,118.21,118.21,DISCOUNT67,0ba4a92a-f1a0-4b7e-b7ab-0cc88491b962,2024-01-17 16:44:51
8155,red,Electronics,Cotton,Smart TV,433.47,433.47,DISCOUNT56,a36b56b7-48ae-41a6-ae14-ec7296d50f31,2024-01-17 16:44:51
2389,green,Electronics,Cotton,Running Shoes,94.74,94.74,DISCOUNT46,13a31c9e-0c41-49af-ad92-60395baf8bb3,2024-01-17 16:44:51
6365,yellow,Footwear,Metal,Coffee Maker,391.91,391.91,DISCOUNT83,8accbc2f-a485-4fe6-90b7-3b9907eb3fbb,2024-01-17 16:44:51
7499,green,Fashion,Rubber,Smart TV,136.89,136.89,DISCOUNT14,55f7c4ac-4553-4ac5-bb4d-1cdd52eddc94,2024-01-17 16:44:51
8220,blue,Audio,Cotton,Leather Wallet,312.01,312.01,DISCOUNT42,7412d0a9-c804-4b8d-be52-5ff6892186dc,2024-01-17 16:44:51
3288,blue,Footwear,Cotton,Bluetooth Headphones,279.17,279.17,DISCOUNT18,610d99cb-8aff-48ac-b320-d9b95f8a910d,2024-01-17 16:44:51
6295,blue,Electronics,Leather,Smart TV,298.82,298.82,DISCOUNT30,91846325-d3c9-4936-bf5d-c43c7c23606f,2024-01-17 16:44:51
2825,red,Kitchen,Cotton,Bluetooth Headphones,267.65,267.65,DISCOUNT52,e9368666-9ea3-4122-9fd8-6412f262f87e,2024-01-17 16:44:51
6285,red,Footwear,Plastic,Bluetooth Headphones,299.02,299.02,DISCOUNT91,4ded2745-fff5-4962-a745-a6837f111b2d,2024-01-17 16:44:51
4128,purple,Electronics,Cotton,Running Shoes,189.65,189.65,DISCOUNT37,909c6730-5d1e-4206-9970-75fce0dcde47,2024-01-17 16:44:51
3283,green,Audio,Leather,Leather Wallet,494.91,494.91,DISCOUNT91,e2fe312b-1d9a-4130-ad4b-1bf3e4d6e2f3,2024-01-17 16:44:51
