id,uid,business_name,suffix,industry,catch_phrase,buzzword,bs_company_statement,employee_identification_number,duns_number,logo,type,phone_number,full_address,latitude,longitude,user_id,dt_current_timestamp
7890,48ce6e5a-dfe1-4642-aca0-4e7af785168e,Johnson Corp,Ltd,Dairy,Efficient scalable solution,VR,streamline cloud solutions,34-7724031,55-147-8274,https://example.com/fake-logos/10.png,Private,+629 347-2057-9462,"Suite 285 20216 Random Street, SomeCity, SomeCountry",29.36122,25.602639,6808a3b8-2230-4027-97d3-e2eb67a2d3e2,2024-01-17 16:52:31
5064,dec919ca-63c8-43ad-a042-69dc618b8e97,Johnson Corp,Group,Healthcare,Seamless innovative synergy,Blockchain,optimize next-gen technologies,41-4797964,56-838-7256,https://example.com/fake-logos/2.png,Private,+865 341-9780-2279,"Suite 122 67531 Random Street, SomeCity, SomeCountry",30.213152,90.200587,a94c130f-fc56-4f58-ac71-c7ef4b0a446a,2024-01-17 16:52:31
5172,114dba83-bf11-4120-8124-a41e3437bb44,Doe Associates,Ltd,Dairy,Proactive global mission,AI,optimize next-gen technologies,52-6485417,11-897-7114,https://example.com/fake-logos/7.png,Private,+627 943-5530-9289,"Suite 73 75592 Random Street, SomeCity, SomeCountry",44.490122,-116.771809,24cf2eea-b334-40f8-bd56-d5da6b6cf291,2024-01-17 16:52:31
8678,b4fa5e4e-49a8-459a-9fb1-d76bcd17e42a,Johnson Corp,Group,Dairy,Seamless innovative synergy,VR,revolutionize integrated markets,72-8107788,35-749-7737,https://example.com/fake-logos/2.png,Private,+485 320-9213-8435,"Suite 147 26277 Random Street, SomeCity, SomeCountry",64.507516,-110.907016,5db08085-3b32-4ad8-b5bf-de23d33db48a,2024-01-17 16:52:31
8007,cbea0382-91ea-4e78-9f78-9246fd3edd99,Smith Inc,LLC,Healthcare,Proactive global mission,AI,streamline cloud solutions,57-5036954,57-112-9882,https://example.com/fake-logos/8.png,Private,+219 477-6197-7574,"Suite 775 78655 Random Street, SomeCity, SomeCountry",26.162253,-44.378526,6aae6fbf-1a35-428f-9d72-ed1f2378fcf5,2024-01-17 16:52:31
1812,31c4962c-6446-4e49-acd3-4d0529670a59,Doe Associates,LLC,Healthcare,Seamless innovative synergy,Big Data,revolutionize integrated markets,65-1167486,48-965-8167,https://example.com/fake-logos/10.png,Private,+649 396-3769-6744,"Suite 507 57040 Random Street, SomeCity, SomeCountry",2.949518,137.803037,d4daf90e-92ec-411e-a8fd-cc67847b4c8b,2024-01-17 16:52:31
5628,4bba184f-47fc-4477-a6f6-67158972be79,Smith Inc,Inc,Technology,Efficient scalable solution,Blockchain,enhance interactive platforms,29-1987586,51-606-7027,https://example.com/fake-logos/8.png,Private,+357 830-2147-4820,"Suite 607 87343 Random Street, SomeCity, SomeCountry",-72.295393,131.566807,1de5f09a-10c6-4bc1-a7fd-3f5fd4628e60,2024-01-17 16:52:31
7965,dd7cc41a-801f-4835-b808-4f022b321e45,Johnson Corp,Inc,Dairy,Efficient scalable solution,VR,revolutionize integrated markets,42-9968871,45-685-3181,https://example.com/fake-logos/6.png,Private,+839 753-4568-2052,"Suite 422 75110 Random Street, SomeCity, SomeCountry",2.665883,136.829408,83110bd1-8c45-4d58-a7a9-71c74a4bfdec,2024-01-17 16:52:31
9595,b8677622-f391-4cce-9e28-ec4d0da78527,Doe Associates,LLC,Healthcare,Seamless innovative synergy,Synergy,enhance interactive platforms,78-7916340,12-858-3650,https://example.com/fake-logos/6.png,Private,+871 415-2902-9002,"Suite 506 14216 Random Street, SomeCity, SomeCountry",15.053624,-78.893853,51266c9c-c77f-4afd-af22-4d3a14b7fa3f,2024-01-17 16:52:31
7061,4d0981aa-8acc-43ee-b0d4-cd663d9041c5,Johnson Corp,LLC,Technology,Proactive global mission,Blockchain,optimize next-gen technologies,85-6752328,68-525-5759,https://example.com/fake-logos/10.png,Private,+919 183-5505-2870,"Suite 472 69239 Random Street, SomeCity, SomeCountry",12.957559,50.730191,ae22a074-813a-4a50-b3da-cb6f880c82a9,2024-01-17 16:52:31
