id,uid,business_name,suffix,industry,catch_phrase,buzzword,bs_company_statement,employee_identification_number,duns_number,logo,type,phone_number,full_address,latitude,longitude,user_id,dt_current_timestamp
2449,b673c4a0-4096-42bd-a021-abb429a14597,"Armstrong, Little and Cartwright",Inc,Investment Management,Revolutionary dynamic strategy,AI,optimize next-gen technologies,37-5836001,52-110-8117,https://example.com/fake-logos/5.png,Private,+725 216-1365-3597,"Suite 510 94599 Random Street, SomeCity, SomeCountry",8.654394,71.114293,add679de-f3e7-4c40-ba6f-d22df3321d57,2024-01-17 16:52:31
9770,9c522210-c390-4a2a-8c26-ee76b43ff395,Smith Inc,Ltd,Dairy,Proactive global mission,Synergy,revolutionize integrated markets,10-5620125,61-672-3794,https://example.com/fake-logos/5.png,Private,+421 441-2687-4628,"Suite 7 87818 Random Street, SomeCity, SomeCountry",-25.911867,25.040688,1800609c-23cf-4d9f-8bf4-c7c680b35705,2024-01-17 16:52:31
2375,91fb3eba-29f8-4c91-b582-61f3c538cc92,"Armstrong, Little and Cartwright",Group,Investment Management,Seamless innovative synergy,Blockchain,streamline cloud solutions,68-4411743,67-504-7521,https://example.com/fake-logos/1.png,Private,+106 359-4203-4028,"Suite 484 48086 Random Street, SomeCity, SomeCountry",34.654082,168.077126,3f5ac875-17e3-4cdc-aa31-ff75a720e8b6,2024-01-17 16:52:31
7086,8a65e40e-622a-4917-9789-d22a7df7785f,Doe Associates,LLC,Dairy,Proactive global mission,Blockchain,streamline cloud solutions,27-9637454,30-370-1496,https://example.com/fake-logos/3.png,Private,+560 992-3563-4857,"Suite 60 45656 Random Street, SomeCity, SomeCountry",27.740085,-147.301731,d630d856-0c09-4751-b40f-7f40badd9877,2024-01-17 16:52:31
5808,273b6e6a-67bd-428d-8ccf-ae7e65a225a3,Smith Inc,Group,Dairy,Proactive global mission,AI,streamline cloud solutions,30-9533692,19-896-9551,https://example.com/fake-logos/9.png,Private,+209 933-9553-5236,"Suite 25 11208 Random Street, SomeCity, SomeCountry",-65.718918,-175.45154,c976dd89-42d8-4628-8366-c82833865487,2024-01-17 16:52:31
2040,31bb1077-5f49-4c8d-a6d1-d53b5d87267f,Johnson Corp,Group,Technology,Revolutionary dynamic strategy,Blockchain,revolutionize integrated markets,85-6849661,48-737-3854,https://example.com/fake-logos/1.png,Private,+270 581-2138-6209,"Suite 592 74047 Random Street, SomeCity, SomeCountry",-34.712878,63.29196,9ea49d18-9774-4f11-ad9e-0f71bed900c2,2024-01-17 16:52:31
3884,befe5cdf-be3b-4018-a367-13bee6413e6d,Doe Associates,PLC,Technology,Revolutionary dynamic strategy,AI,enhance interactive platforms,17-1444872,87-283-9063,https://example.com/fake-logos/9.png,Private,+466 965-4845-3698,"Suite 214 8215 Random Street, SomeCity, SomeCountry",47.020308,-177.109828,5586bb21-a407-4f19-99f2-b605b8927e91,2024-01-17 16:52:31
6522,8a8e3b40-a47c-4028-b891-38a5cdd2ef20,Doe Associates,PLC,Investment Management,Seamless innovative synergy,AI,streamline cloud solutions,55-2187781,98-605-4526,https://example.com/fake-logos/4.png,Private,+274 844-4259-7076,"Suite 402 65522 Random Street, SomeCity, SomeCountry",-87.259636,-0.163965,5a65e9c8-b7aa-4971-8ad5-ad8232796064,2024-01-17 16:52:31
5058,d79d4091-9e2d-4c0b-a597-689591e1f758,"Welch, Hagenes and Halvorson",Inc,Investment Management,Seamless innovative synergy,Blockchain,optimize next-gen technologies,72-6883098,72-808-9467,https://example.com/fake-logos/4.png,Private,+266 420-9893-4705,"Suite 95 54665 Random Street, SomeCity, SomeCountry",11.574951,-34.767636,7b4d9344-ad9c-4ff4-badc-0d223f9e2a4d,2024-01-17 16:52:31
9690,b0f2b6e6-68b8-4250-a076-80447c27ce4d,Doe Associates,LLC,Education,Seamless innovative synergy,Blockchain,enhance interactive platforms,84-3235742,88-453-5620,https://example.com/fake-logos/10.png,Private,+654 990-2091-2027,"Suite 952 30201 Random Street, SomeCity, SomeCountry",-68.362625,-108.492196,5798a88a-9121-4536-baa8-1034427911d4,2024-01-17 16:52:31
6656,ddb6acb6-95bb-4dcb-bbdc-2ac6a2e67e99,Johnson Corp,Ltd,Technology,Efficient scalable solution,Synergy,enhance interactive platforms,63-5936325,24-767-3744,https://example.com/fake-logos/2.png,Private,+395 528-9620-1885,"Suite 237 2981 Random Street, SomeCity, SomeCountry",80.999686,-72.15894,46108fd0-2db4-4d6a-a9aa-c3923a9aec88,2024-01-17 16:52:31
3529,4c55b98f-4c73-4031-a2be-478603f7be4b,"Welch, Hagenes and Halvorson",Ltd,Investment Management,Revolutionary dynamic strategy,Big Data,enhance interactive platforms,31-3902138,67-542-2553,https://example.com/fake-logos/4.png,Private,+545 290-1245-5055,"Suite 452 10112 Random Street, SomeCity, SomeCountry",79.337807,140.058519,85c567d6-e450-4a9b-97df-44629d623c82,2024-01-17 16:52:31
3124,0934af44-56b0-4ad9-891a-980219e1cca7,Smith Inc,LLC,Investment Management,Proactive global mission,Synergy,optimize next-gen technologies,88-1839070,62-954-1483,https://example.com/fake-logos/2.png,Private,+660 286-8921-8661,"Suite 320 35275 Random Street, SomeCity, SomeCountry",-6.633738,70.9558,e4e7c165-0760-4949-99df-278049d967a6,2024-01-17 16:52:31
9964,bacd2f60-e48a-4c7b-8b70-bd32715a75d8,Doe Associates,Ltd,Healthcare,Revolutionary dynamic strategy,Big Data,enhance interactive platforms,50-8490701,51-112-7048,https://example.com/fake-logos/2.png,Private,+593 203-6659-1765,"Suite 946 95044 Random Street, SomeCity, SomeCountry",12.488144,135.494437,9b843709-219d-4928-9ddf-54bced92dd13,2024-01-17 16:52:31
5872,ac4ef1b8-7384-4086-870f-f5f29e013306,Johnson Corp,Group,Dairy,Seamless innovative synergy,Big Data,revolutionize integrated markets,63-8018857,18-425-1000,https://example.com/fake-logos/9.png,Private,+3 519-7965-5918,"Suite 568 5177 Random Street, SomeCity, SomeCountry",9.748264,-2.647312,f60af6de-6a1b-4968-a195-bc22d82aaa64,2024-01-17 16:52:31
2798,774998d8-7312-4165-b2de-a88c362a2682,Smith Inc,Ltd,Technology,Seamless innovative synergy,Big Data,revolutionize integrated markets,39-9592393,15-960-9550,https://example.com/fake-logos/7.png,Private,+18 114-2701-7425,"Suite 904 88228 Random Street, SomeCity, SomeCountry",62.791402,148.819012,e61a653f-9418-4bba-93fa-90a0e66860df,2024-01-17 16:52:31
6591,283247ff-fc5c-413f-b75b-8b5f0847a5cd,"Armstrong, Little and Cartwright",LLC,Investment Management,Revolutionary dynamic strategy,VR,streamline cloud solutions,19-8977754,59-621-7613,https://example.com/fake-logos/7.png,Private,+155 176-7378-2834,"Suite 521 40693 Random Street, SomeCity, SomeCountry",-81.418923,-99.166051,0b17c183-a696-4243-94a9-6966ec7a7cf1,2024-01-17 16:52:31
6767,4655326c-727e-4d53-9028-1195ea00cae5,Smith Inc,Ltd,Dairy,Efficient scalable solution,VR,enhance interactive platforms,67-9458002,56-362-3078,https://example.com/fake-logos/5.png,Private,+537 193-4891-1077,"Suite 368 22414 Random Street, SomeCity, SomeCountry",-18.857361,-145.747152,b33913f2-cbe9-4132-8a02-c4f5d4ee643d,2024-01-17 16:52:31
4562,5ae19502-35ce-478e-9927-559953c95d9c,"Welch, Hagenes and Halvorson",Ltd,Technology,Seamless innovative synergy,Big Data,streamline cloud solutions,14-8930950,61-178-2458,https://example.com/fake-logos/2.png,Private,+630 550-8875-9509,"Suite 496 71359 Random Street, SomeCity, SomeCountry",68.870945,74.265781,77d3d2ab-58ee-4964-b232-6bdc472bdc6e,2024-01-17 16:52:31
7927,bb4f5d30-82f4-43f0-be6e-8b114cd981f8,"Welch, Hagenes and Halvorson",Ltd,Technology,Seamless innovative synergy,Big Data,optimize next-gen technologies,43-7103071,87-337-3165,https://example.com/fake-logos/10.png,Private,+896 388-2684-6127,"Suite 596 29582 Random Street, SomeCity, SomeCountry",27.211439,88.154801,cc2c1ce6-898b-45e5-a778-07d58e619a67,2024-01-17 16:52:31
6578,e97d7c59-b650-4927-942b-d2ceced4e1d3,Johnson Corp,PLC,Technology,Proactive global mission,VR,revolutionize integrated markets,18-3860382,27-318-2427,https://example.com/fake-logos/7.png,Private,+79 924-9860-7354,"Suite 412 58350 Random Street, SomeCity, SomeCountry",48.183774,-8.001683,95a32c11-aea4-4b18-b42c-e3e83fd1bb7e,2024-01-17 16:52:31
5209,c7f8a145-89bb-4ded-b9a4-45c232b658e2,Doe Associates,Group,Dairy,Seamless innovative synergy,Synergy,optimize next-gen technologies,22-2865980,26-791-3673,https://example.com/fake-logos/5.png,Private,+279 953-1308-3333,"Suite 375 49317 Random Street, SomeCity, SomeCountry",-75.901786,-40.195839,06d06416-ec8c-4d6d-addd-7247eb000ec1,2024-01-17 16:52:31
1206,2dd28449-ce0d-412f-8c10-98ffb75987c4,"Armstrong, Little and Cartwright",Ltd,Investment Management,Revolutionary dynamic strategy,Blockchain,optimize next-gen technologies,29-4459155,50-235-2806,https://example.com/fake-logos/9.png,Private,+147 857-2734-8357,"Suite 802 178 Random Street, SomeCity, SomeCountry",68.446514,129.752959,4b809d6d-7e9b-4382-aecd-c2c5134c955d,2024-01-17 16:52:31
