id,uid,business_name,suffix,industry,catch_phrase,buzzword,bs_company_statement,employee_identification_number,duns_number,logo,type,phone_number,full_address,latitude,longitude,user_id,dt_current_timestamp
7424,f50b2e69-e0a5-4282-a76e-1087f84d33c1,Johnson Corp,Inc,Dairy,Revolutionary dynamic strategy,AI,enhance interactive platforms,10-6936284,16-874-2508,https://example.com/fake-logos/1.png,Private,+512 954-9263-7259,"Suite 516 59371 Random Street, SomeCity, SomeCountry",30.907598,-43.696601,0ba4a92a-f1a0-4b7e-b7ab-0cc88491b962,2024-01-17 16:52:31
6870,f121223c-dc96-412d-895a-b7f14468150b,Johnson Corp,Ltd,Investment Management,Revolutionary dynamic strategy,Blockchain,streamline cloud solutions,53-4488940,27-982-3823,https://example.com/fake-logos/4.png,Private,+85 416-3272-1880,"Suite 980 83043 Random Street, SomeCity, SomeCountry",41.702576,177.17552,a36b56b7-48ae-41a6-ae14-ec7296d50f31,2024-01-17 16:52:31
9007,ed2484ba-b720-49e2-b510-2d9cc569d450,"Armstrong, Little and Cartwright",Inc,Healthcare,Proactive global mission,AI,optimize next-gen technologies,99-4613343,39-398-1783,https://example.com/fake-logos/7.png,Private,+621 243-3148-3241,"Suite 546 70567 Random Street, SomeCity, SomeCountry",71.519337,76.091576,13a31c9e-0c41-49af-ad92-60395baf8bb3,2024-01-17 16:52:31
7567,ba48d0fe-ccd8-4d1d-ae07-17b7e79d1e74,Smith Inc,LLC,Dairy,Revolutionary dynamic strategy,Synergy,streamline cloud solutions,43-4839325,46-763-2790,https://example.com/fake-logos/9.png,Private,+473 431-9161-5109,"Suite 564 13899 Random Street, SomeCity, SomeCountry",-21.218651,55.394012,8accbc2f-a485-4fe6-90b7-3b9907eb3fbb,2024-01-17 16:52:31
4327,122bd80f-b816-45d8-9508-993a0c9544bc,Smith Inc,LLC,Healthcare,Efficient scalable solution,Synergy,enhance interactive platforms,46-5218470,96-554-9357,https://example.com/fake-logos/6.png,Private,+118 365-3908-7917,"Suite 68 98277 Random Street, SomeCity, SomeCountry",21.491033,-66.72378,55f7c4ac-4553-4ac5-bb4d-1cdd52eddc94,2024-01-17 16:52:31
9673,570906fa-79d8-499e-ba40-2a7681bd697c,Johnson Corp,Ltd,Education,Revolutionary dynamic strategy,Synergy,enhance interactive platforms,57-8781901,43-881-6234,https://example.com/fake-logos/6.png,Private,+817 293-3636-3857,"Suite 985 13861 Random Street, SomeCity, SomeCountry",-6.894859,149.025743,7412d0a9-c804-4b8d-be52-5ff6892186dc,2024-01-17 16:52:31
8488,1cd60921-0eb2-4959-a30d-5186d47c02bb,"Armstrong, Little and Cartwright",Group,Dairy,Revolutionary dynamic strategy,Big Data,revolutionize integrated markets,97-9380789,97-835-5653,https://example.com/fake-logos/5.png,Private,+474 421-5748-5898,"Suite 870 36959 Random Street, SomeCity, SomeCountry",-9.45034,-96.294055,610d99cb-8aff-48ac-b320-d9b95f8a910d,2024-01-17 16:52:31
5243,a6f2212d-e647-4c35-a7dd-26208204b374,"Welch, Hagenes and Halvorson",PLC,Technology,Efficient scalable solution,Big Data,enhance interactive platforms,32-7796298,95-599-4588,https://example.com/fake-logos/9.png,Private,+925 713-5798-9785,"Suite 784 97022 Random Street, SomeCity, SomeCountry",-24.871495,-2.282394,91846325-d3c9-4936-bf5d-c43c7c23606f,2024-01-17 16:52:31
6996,71a4d2be-21c1-48df-a274-b8b7002ee0e6,Smith Inc,Inc,Healthcare,Revolutionary dynamic strategy,VR,revolutionize integrated markets,67-8180642,77-866-1418,https://example.com/fake-logos/5.png,Private,+121 232-7375-6374,"Suite 903 49397 Random Street, SomeCity, SomeCountry",-89.537204,-134.342653,e9368666-9ea3-4122-9fd8-6412f262f87e,2024-01-17 16:52:31
6633,9b6dbedc-a718-4f58-b094-5f06ff50844f,Johnson Corp,PLC,Dairy,Revolutionary dynamic strategy,Blockchain,optimize next-gen technologies,21-6321171,18-246-5069,https://example.com/fake-logos/4.png,Private,+227 148-8293-5508,"Suite 72 65588 Random Street, SomeCity, SomeCountry",-29.659612,-40.963077,4ded2745-fff5-4962-a745-a6837f111b2d,2024-01-17 16:52:31
