id,uid,business_name,suffix,industry,catch_phrase,buzzword,bs_company_statement,employee_identification_number,duns_number,logo,type,phone_number,full_address,latitude,longitude,user_id,dt_current_timestamp
2805,1d42892c-d9a8-4daf-8c50-39f23a001a1a,Smith Inc,Inc,Healthcare,Revolutionary dynamic strategy,Blockchain,streamline cloud solutions,43-6804427,24-126-6649,https://example.com/fake-logos/5.png,Private,+883 659-8464-3618,"Suite 562 9432 Random Street, SomeCity, SomeCountry",66.674442,-28.775225,057474b4-5433-4b0a-8db2-e9e6ec115d9c,2024-01-17 16:52:31
1025,76a445e2-4577-42ed-abef-b1a34ed9cff0,Johnson Corp,Group,Healthcare,Efficient scalable solution,Big Data,streamline cloud solutions,63-4749172,64-676-8373,https://example.com/fake-logos/5.png,Private,+768 693-7322-5124,"Suite 56 65675 Random Street, SomeCity, SomeCountry",-26.198251,158.918579,e46d9355-3713-4304-9327-05d91829d2c2,2024-01-17 16:52:31
5429,28b5daa6-e1a2-42f0-861f-3a69555d7580,Johnson Corp,Inc,Investment Management,Seamless innovative synergy,Big Data,enhance interactive platforms,90-3542522,21-724-5265,https://example.com/fake-logos/4.png,Private,+957 499-2479-7657,"Suite 93 8488 Random Street, SomeCity, SomeCountry",-62.55375,115.841309,972f2190-52d9-410e-8d45-71a0246c8669,2024-01-17 16:52:31
3566,53be9a3e-9729-426e-b5d1-812cd766ccd2,Smith Inc,LLC,Investment Management,Efficient scalable solution,VR,streamline cloud solutions,42-6553479,53-307-9554,https://example.com/fake-logos/2.png,Private,+817 931-7911-1462,"Suite 106 46911 Random Street, SomeCity, SomeCountry",-75.025386,1.03513,3cf49b65-05f9-4f4e-95f8-4dd9a3d94485,2024-01-17 16:52:31
6482,4e058952-1bdf-45ba-962a-e17de74884e9,"Armstrong, Little and Cartwright",LLC,Investment Management,Proactive global mission,VR,revolutionize integrated markets,13-3439038,94-168-4354,https://example.com/fake-logos/10.png,Private,+418 484-4330-4045,"Suite 124 24443 Random Street, SomeCity, SomeCountry",-29.201655,137.784042,1198471c-26ce-44a8-8f05-eb3094f719b8,2024-01-17 16:52:31
5333,8ff70582-16d2-418c-870f-23e0ed1c5305,"Welch, Hagenes and Halvorson",LLC,Investment Management,Efficient scalable solution,AI,streamline cloud solutions,94-2179272,53-498-7408,https://example.com/fake-logos/7.png,Private,+464 124-9772-2250,"Suite 29 53016 Random Street, SomeCity, SomeCountry",-16.851423,-111.630458,bcdbc933-1555-4652-bbea-573877daad0e,2024-01-17 16:52:31
4900,e37d1145-de1c-4583-b3ce-d68ef4df7f58,"Armstrong, Little and Cartwright",PLC,Technology,Proactive global mission,VR,revolutionize integrated markets,30-3663235,86-506-6874,https://example.com/fake-logos/1.png,Private,+545 378-5604-8378,"Suite 605 77477 Random Street, SomeCity, SomeCountry",52.164276,112.222936,18e0cec4-8fb9-410a-bea3-5a1ed590d3d5,2024-01-17 16:52:31
8973,d0373e6d-8204-4525-97d8-74aa257a949a,"Welch, Hagenes and Halvorson",Inc,Education,Efficient scalable solution,Big Data,revolutionize integrated markets,24-7031620,88-966-6396,https://example.com/fake-logos/5.png,Private,+338 397-9217-4407,"Suite 704 56332 Random Street, SomeCity, SomeCountry",5.537008,176.544104,bf94f3db-0fe9-4433-be56-0f3b0dac4150,2024-01-17 16:52:31
1312,3b78be64-905c-4eb3-85a9-a6ac0032e5a6,"Welch, Hagenes and Halvorson",Group,Dairy,Revolutionary dynamic strategy,Blockchain,enhance interactive platforms,93-1761212,15-546-8252,https://example.com/fake-logos/7.png,Private,+295 896-5183-6822,"Suite 528 91746 Random Street, SomeCity, SomeCountry",-89.202807,-73.052634,31eb4625-dcd0-496a-b478-c150a654d0a1,2024-01-17 16:52:31
2028,54807f57-04b8-4e2f-96f0-68ffcfb832c3,Smith Inc,Inc,Education,Revolutionary dynamic strategy,VR,revolutionize integrated markets,47-6661135,97-829-2755,https://example.com/fake-logos/9.png,Private,+801 354-7803-4501,"Suite 910 58964 Random Street, SomeCity, SomeCountry",-1.418461,-12.694694,c7d04d7a-7f50-47b6-86e8-60d6dc98cd93,2024-01-17 16:52:31
9087,85231284-913e-4afb-bd6c-9d5f9fcd715d,"Armstrong, Little and Cartwright",Group,Healthcare,Revolutionary dynamic strategy,Blockchain,revolutionize integrated markets,50-6770557,35-370-4608,https://example.com/fake-logos/6.png,Private,+752 835-1322-7593,"Suite 687 90611 Random Street, SomeCity, SomeCountry",-60.268598,-81.281347,b5cd83ef-e7e6-4ffb-8042-d3932c9a734c,2024-01-17 16:52:31
9939,d0f0902b-0b3d-40ad-99be-809a9f281552,"Welch, Hagenes and Halvorson",LLC,Dairy,Proactive global mission,AI,streamline cloud solutions,50-4529533,52-555-8901,https://example.com/fake-logos/9.png,Private,+867 527-4858-2419,"Suite 15 52924 Random Street, SomeCity, SomeCountry",41.253431,98.274458,a2280dff-8e78-424b-8565-9cfe3a99e17a,2024-01-17 16:52:31
